,County,200,206,213,220,227,234
124,05027,215,40,43,45,46,46
125,05029,152,23,26,27,28,27
126,05031,1344,231,231,225,216,203
127,05033,627,16,19,24,27,28
128,05035,1356,86,79,73,67,60
129,05037,195,27,28,29,29,29
130,05039,63,7,7,7,7,7
131,05041,194,30,31,31,29,26
132,05043,203,40,42,40,36,32
133,05045,1304,183,191,193,187,177
134,05047,126,31,37,40,43,43
135,05049,42,12,15,16,17,19
136,05051,1008,260,268,264,255,237
137,05053,136,21,21,21,21,19
138,05055,476,98,104,107,103,95
139,05057,239,45,45,45,42,40
140,05059,1546,94,96,91,86,79
141,05061,340,35,32,29,26,22
142,05063,517,115,124,127,122,113
143,05065,53,14,17,18,19,19
144,05067,112,16,18,19,21,21
145,05069,1534,191,197,200,188,176
146,05071,668,42,38,34,30,26
147,05073,54,8,9,9,8,7
148,05075,212,35,39,41,41,40
149,05077,894,9,8,7,6,5
150,05079,1219,26,28,31,30,28
151,05081,181,43,48,50,49,46
152,05083,261,56,57,57,55,50
153,05085,512,104,109,111,115,114
154,05087,270,13,13,12,12,11
155,05089,28,3,4,3,4,4
156,05091,512,89,89,87,82,76
157,05093,1014,201,196,180,159,135
158,05095,60,12,13,14,14,13
159,05097,35,11,13,13,14,13
160,05099,142,9,9,9,8,8
161,05101,103,12,14,15,15,16
162,05103,100,29,34,37,41,42
163,05105,54,5,6,6,7,6
164,05107,318,38,39,38,35,32
165,05109,101,29,33,34,32,30
166,05111,272,59,64,64,61,57
167,05113,142,19,20,21,20,20
168,05115,1313,111,103,93,84,75
169,05117,91,20,21,21,21,19
170,05119,5582,551,539,518,490,460
171,05121,213,43,43,42,38,36
172,05123,1209,52,51,49,47,43
173,05125,1046,223,225,222,210,191
174,05127,61,15,16,17,17,16
175,05129,30,3,4,4,5,5
176,05131,2176,297,304,301,287,263
177,05133,989,19,16,13,11,10
178,05135,113,24,27,29,30,31
179,05137,69,16,17,17,17,16
180,05139,499,62,66,67,66,63
181,05141,53,8,10,10,11,10
182,05143,6298,227,207,188,170,152
183,05145,322,83,99,111,117,120
184,05147,21,1,1,1,1,1
185,05149,1066,28,22,18,14,11
186,06001,13213,1236,1393,1587,1772,1890
187,06003,2,0,0,0,0,0
188,06005,164,59,69,75,77,69
189,06007,1095,376,454,498,514,505
190,06009,147,32,40,48,56,60
191,06011,362,48,50,49,45,41
192,06013,9182,1572,1623,1662,1679,1665
193,06015,99,10,15,19,23,26
194,06017,729,223,265,296,322,329
195,06019,17290,2585,2790,2802,2617,2273
196,06021,360,42,43,44,41,39
197,06023,282,44,59,78,99,122
198,06025,9693,219,185,160,135,115
199,06027,89,13,16,18,18,17
200,06029,23583,2407,2571,2532,2323,2036
201,06031,4453,117,118,120,116,108
202,06033,220,63,78,95,110,122
203,06035,638,6,8,9,10,12
204,06037,208563,15040,17058,18838,19665,19095
205,06039,2302,423,437,426,393,343
206,06041,5327,332,366,390,387,372
207,06043,61,9,11,14,16,17
208,06045,431,161,191,202,201,191
209,06047,5012,810,841,819,736,624
210,06049,5,6,12,22,35,43
211,06051,154,14,16,17,17,17
212,06053,5293,703,765,795,786,735
213,06055,1046,236,263,280,284,276
214,06057,322,79,92,107,116,121
215,06059,39641,2603,2748,2987,3194,3314
216,06061,2186,441,495,532,546,543
217,06063,34,5,8,11,12,15
218,06065,40452,3452,3706,3860,3813,3555
219,06067,10795,1735,1889,2029,2090,2103
220,06069,715,43,46,48,47,42
221,06071,35712,3372,3573,3683,3645,3498
222,06073,32330,4775,5485,5912,6081,6006
223,06075,7548,1037,1206,1352,1430,1431
224,06077,12303,1242,1219,1178,1099,990
225,06079,2093,508,540,546,537,511
226,06081,6110,697,765,823,869,903
227,06083,6704,743,795,804,783,741
228,06085,11687,1655,1928,2197,2399,2567
229,06087,1238,259,296,338,374,392
230,06089,418,173,217,265,309,327
231,06091,3,3,4,5,6,6
232,06093,93,21,31,41,54,64
233,06095,4029,724,785,821,825,784
234,06097,3556,738,810,871,899,891
235,06099,9665,710,694,689,680,665
236,06101,942,205,223,230,226,209
237,06103,276,111,137,160,175,173
238,06105,5,2,3,4,5,6
239,06107,10475,887,920,922,890,826
240,06109,152,39,50,62,73,78
241,06111,8146,948,1062,1176,1253,1282
242,06113,1721,288,333,357,357,337
243,06115,600,170,188,194,185,171
244,08001,6491,500,579,656,711,750
245,08003,230,8,9,9,9,9
246,08005,7311,423,520,630,742,833
247,08007,36,3,4,5,6,8
248,08009,15,0,0,0,0,0
249,08011,9,2,3,3,4,4
250,08013,2046,225,243,264,278,283
251,08014,473,54,65,74,81,85
252,08015,303,10,13,13,14,14
253,08017,9,0,1,1,1,1
254,08019,30,2,2,2,3,2
255,08021,23,2,3,4,5,6
256,08023,23,0,0,0,0,0
257,08025,72,0,0,0,0,0
258,08027,11,1,1,1,1,1
259,08029,121,24,28,35,41,45
260,08031,10224,430,473,516,554,580
261,08033,1,0,0,1,1,1
262,08035,1734,201,216,237,252,257
263,08037,1123,57,60,63,61,60
264,08039,105,16,21,26,30,32
265,08041,5006,635,707,765,807,827
266,08043,125,31,41,48,56,60
267,08045,767,60,58,54,51,47
268,08047,16,1,1,2,2,3
269,08049,46,5,6,7,8,9
270,08051,272,9,10,12,13,13
271,08053,3,0,0,0,0,0
272,08055,8,1,1,2,2,2
273,08057,9,1,1,0,0,0
274,08059,4177,420,493,569,629,668
275,08061,0,0,0,0,0,0
276,08063,51,4,5,5,6,6
277,08065,77,6,7,7,8,8
278,08067,212,29,32,35,40,42
279,08069,1554,260,297,331,357,371
280,08071,17,6,8,9,11,10
281,08073,8,1,1,1,1,1
282,08075,651,8,11,16,21,24
283,08077,306,132,158,176,185,182
284,08079,18,0,0,0,0,0
285,08081,31,5,5,6,7,7
286,08083,112,12,14,15,17,17
287,08085,305,33,42,50,55,60
288,08087,685,7,10,12,14,18
289,08089,71,15,21,26,29,29
290,08091,13,0,0,0,0,0
291,08093,42,4,4,5,6,7
292,08095,19,1,1,1,1,1
293,08097,187,6,6,6,7,7
294,08099,53,5,7,9,10,10
295,08101,693,145,181,216,250,274
296,08103,16,2,2,2,2,2
297,08105,89,3,4,4,5,5
298,08107,125,15,20,22,25,25
299,08109,106,1,1,2,2,2
300,08111,2,0,0,0,0,0
301,08113,89,9,9,8,7,7
302,08115,11,1,0,0,0,1
303,08117,328,10,11,13,16,18
304,08119,132,19,22,26,29,30
305,08121,48,0,0,0,1,1
306,08123,3709,217,275,332,382,412
307,08125,63,5,6,7,8,8
308,09001,17956,313,356,403,451,490
309,09003,12761,284,296,309,319,326
310,09005,1610,37,40,44,48,53
311,09007,1396,28,32,39,44,44
312,09009,13145,254,276,293,314,335
313,09011,1433,92,101,111,125,141
314,09013,1056,50,62,76,89,101
315,09015,726,36,40,44,47,49
316,10001,2287,121,121,121,121,116
317,10003,7206,337,337,335,332,325
318,10005,5839,183,189,192,190,186
319,11001,NaN,415,457,498,531,554
320,12001,4142,522,510,491,465,427
321,12003,907,45,42,40,36,32
322,12005,4440,620,595,541,470,396
323,12007,494,80,77,71,62,53
324,12009,6064,868,855,833,806,767
325,12011,62268,3581,3405,3200,2953,2683
326,12013,475,52,51,46,40,33
327,12015,2238,317,332,335,332,315
328,12017,1539,235,245,241,234,219
329,12019,3282,428,439,432,411,379
330,12021,10334,423,399,367,331,294
331,12023,2873,313,297,262,222,182
332,12027,1351,63,57,50,42,35
333,12029,547,63,65,61,55,48
334,12031,23437,1803,1717,1613,1483,1350
335,12033,9508,1017,957,866,757,642
336,12035,1070,189,205,210,204,190
337,12037,418,42,43,41,37,31
338,12039,1884,220,204,178,148,119
339,12041,363,38,37,35,30,27
340,12043,401,13,13,13,12,11
341,12045,648,94,84,69,52,38
342,12047,618,27,25,22,20,17
343,12049,963,66,59,50,41,34
344,12051,1762,76,66,57,48,40
345,12053,2022,295,318,323,315,295
346,12055,1435,229,219,204,187,170
347,12057,32587,2380,2259,2126,1949,1746
348,12059,505,59,57,54,49,44
349,12061,2523,229,221,203,185,165
350,12063,1821,213,203,181,154,129
351,12065,453,53,47,39,33,27
352,12067,146,23,24,23,21,19
353,12069,5161,688,677,627,563,496
354,12071,16529,909,843,778,711,645
355,12073,4965,694,728,728,703,651
356,12075,684,98,97,94,87,77
357,12077,400,22,22,22,21,18
358,12079,700,50,47,41,36,31
359,12081,9288,610,585,552,505,449
360,12083,6511,1518,1491,1378,1218,1042
361,12085,3825,135,120,108,98,90
362,12086,132461,9564,7938,6349,4959,3833
363,12087,1526,180,171,157,142,128
364,12089,1233,162,167,163,151,134
365,12091,3502,510,491,446,392,340
366,12093,1039,96,90,81,70,60
367,12095,31719,2796,2751,2633,2463,2251
368,12097,9696,797,729,647,559,473
369,12099,37020,2754,2602,2427,2208,1968
370,12101,7080,1001,1030,1004,929,830
371,12103,17879,1247,1163,1083,1001,921
372,12105,14301,1281,1192,1094,987,872
373,12107,1508,172,171,165,154,141
374,12109,3635,345,355,349,330,298
375,12111,5772,596,553,501,443,389
376,12113,3939,405,399,382,360,329
377,12115,6231,746,759,744,700,638
378,12117,7118,720,710,696,662,616
379,12119,1303,144,157,157,147,135
380,12121,1454,139,134,123,107,92
381,12123,961,116,112,100,83,67
382,12125,310,41,44,43,39,35
383,12127,7876,893,899,880,837,783
384,12129,692,89,90,81,72,60
385,12131,1408,153,151,144,129,113
386,12133,867,113,108,96,80,65
387,13001,671,43,41,37,33,28
388,13003,319,16,14,12,10,8
389,13005,437,15,14,12,10,8
390,13007,63,2,2,2,2,2
391,13009,1048,87,88,89,87,83
392,13011,271,30,32,31,30,28
393,13013,1289,149,158,157,149,135
394,13015,1868,153,148,139,129,118
395,13017,436,36,36,35,31,28
396,13019,295,28,27,26,25,24
397,13021,3616,422,398,368,334,296
398,13023,227,26,28,29,28,26
399,13025,249,31,32,32,31,29
400,13027,412,38,37,35,31,26
401,13029,657,67,67,63,56,49
402,13031,1262,140,138,130,119,108
403,13033,467,50,52,50,47,43
404,13035,490,25,27,28,30,29
405,13037,203,5,6,6,6,5
406,13039,737,108,118,120,115,105
407,13043,254,27,25,23,21,18
408,13045,1881,135,141,139,133,123
409,13047,637,88,98,104,106,100
410,13049,425,27,26,24,22,18
411,13051,5703,641,643,626,590,533
412,13053,761,26,25,22,18,14
413,13055,266,44,50,55,55,53
414,13057,3462,350,367,375,368,352
415,13059,2047,188,190,183,167,148
416,13061,86,1,1,1,1,1
417,13063,5006,474,488,488,471,437
418,13065,196,11,11,11,10,9
419,13067,13564,1069,1045,1013,974,932
420,13069,1462,85,77,67,59,50
421,13071,1546,41,40,37,34,29
422,13073,2241,291,291,275,252,222
423,13075,438,36,37,35,31,27
424,13077,1503,132,129,126,121,119
425,13079,102,13,15,16,17,17
426,13081,374,13,14,15,14,15
427,13083,126,20,22,23,24,22
428,13085,377,39,40,40,38,33
429,13087,793,66,68,68,65,58
430,13089,13923,1137,1177,1186,1166,1116
431,13091,221,19,22,24,25,26
432,13093,252,9,10,12,13,13
433,13095,2694,79,80,82,83,81
434,13097,2635,206,204,196,184,170
435,13099,360,6,6,6,6,6
436,13101,222,3,3,3,2,2
437,13103,727,104,109,108,102,94
438,13105,358,44,47,47,44,41
439,13107,511,61,55,50,44,38
440,13109,250,35,35,34,32,28
441,13111,334,47,51,53,52,46
442,13113,1120,138,156,168,175,173
443,13115,1504,151,157,154,147,131
444,13117,2270,305,320,321,309,286
445,13119,401,39,42,43,40,36
446,13121,20276,1730,1721,1657,1538,1378
447,13123,620,112,120,117,105,91
448,13125,24,2,2,2,2,2
449,13127,2533,159,146,130,112,95
450,13129,1183,102,98,91,84,75
451,13131,480,57,58,56,52,48
452,13133,308,32,34,32,30,26
453,13135,19808,1383,1380,1355,1295,1216
454,13137,1141,93,95,95,90,80
455,13139,6080,437,426,392,348,300
456,13141,318,21,22,23,21,20
457,13143,213,30,32,33,33,34
458,13145,656,42,41,38,35,32
459,13147,305,60,64,65,63,57
460,13149,143,16,17,18,17,17
461,13151,3364,405,398,375,345,308
462,13153,1976,220,220,216,207,197
463,13155,167,11,12,13,13,13
464,13157,1063,117,120,115,105,95
465,13159,162,20,23,24,25,24
466,13161,451,45,43,38,33,28
467,13163,497,52,46,39,32,25
468,13165,244,13,12,11,10,9
469,13167,241,15,17,17,17,16
470,13169,306,53,58,59,58,54
471,13171,274,27,29,28,27,24
472,13173,219,11,11,10,10,9
473,13175,910,111,110,105,94,79
474,13177,539,16,19,20,21,22
475,13179,720,119,132,141,138,130
476,13181,141,8,7,7,7,6
477,13183,126,16,17,18,18,19
478,13185,3178,186,165,143,121,102
479,13187,342,60,67,68,67,62
480,13189,352,48,49,47,45,42
481,13191,184,29,31,31,30,27
482,13193,177,9,10,11,11,11
483,13195,394,61,63,60,57,52
484,13197,150,11,11,11,12,11
485,13199,390,26,26,26,26,24
486,13201,143,7,7,7,7,5
487,13205,650,26,29,30,30,29
488,13207,461,44,48,48,47,44
489,13209,153,26,28,28,25,22
490,13211,274,33,34,33,31,28
491,13213,604,69,70,69,64,59
492,13215,4748,371,354,327,293,253
493,13217,1787,182,178,170,156,138
494,13219,437,40,42,44,45,43
495,13221,214,27,30,31,30,27
496,13223,1678,207,211,209,199,189
497,13225,385,40,43,44,44,41
498,13227,380,63,66,65,60,53
499,13229,400,24,25,25,23,21
500,13231,215,24,25,25,25,23
501,13233,802,91,95,94,88,79
502,13235,115,11,12,13,14,13
503,13237,428,48,49,49,45,40
504,13239,29,1,1,1,1,1
505,13241,215,31,32,33,32,30
506,13243,271,8,9,9,8,8
507,13245,4355,616,600,557,494,428
508,13247,1318,147,150,148,140,126
509,13249,66,3,3,3,3,3
510,13251,198,23,23,22,21,20
511,13253,196,14,14,13,11,10
512,13255,937,92,97,97,95,89
513,13257,621,53,54,54,50,45
514,13259,255,5,5,4,4,3
515,13261,762,29,31,31,31,31
516,13263,138,8,7,7,7,6
517,13265,13,2,2,2,2,2
518,13267,502,72,69,62,53,45
519,13269,87,13,14,15,14,13
520,13271,278,30,30,30,28,26
521,13273,302,7,8,8,8,8
522,13275,1123,110,111,105,94,82
523,13277,1333,48,44,40,37,32
524,13279,755,78,77,70,62,53
525,13281,143,19,20,21,20,19
526,13283,124,19,19,18,16,13
527,13285,2290,76,69,64,58,52
528,13287,246,6,7,7,7,6
529,13289,118,16,17,18,18,16
530,13291,263,48,49,50,47,44
531,13293,535,34,39,42,43,40
532,13295,705,111,125,132,136,134
533,13297,1113,166,176,182,177,163
534,13299,1144,57,52,47,43,39
535,13301,77,6,6,6,6,6
536,13303,475,40,42,41,40,36
537,13305,773,126,120,107,90,74
538,13307,39,2,2,2,2,1
539,13309,91,7,8,8,9,8
540,13311,353,55,61,63,61,56
541,13313,3527,234,215,190,165,140
542,13315,181,8,8,9,10,10
543,13317,193,14,14,13,12,11
544,13319,215,18,18,17,16,15
545,13321,447,16,17,18,19,19
546,15001,131,11,14,17,22,28
547,15003,3111,1757,2125,2415,2608,2699
548,15005,0,0,0,0,0,0
549,15007,48,1,2,2,3,3
550,15009,185,57,77,98,116,133
551,16001,8949,1523,1558,1509,1409,1272
552,16003,19,1,1,1,0,0
553,16005,391,139,162,178,187,187
554,16007,15,5,6,8,10,9
555,16009,64,12,12,12,11,10
556,16011,244,100,119,131,134,132
557,16013,576,8,9,10,11,10
558,16015,48,11,12,12,11,11
559,16017,183,69,82,95,99,100
560,16019,1052,362,399,408,397,368
561,16021,35,4,4,4,4,4
562,16023,0,0,0,0,0,0
563,16025,1,0,0,0,0,0
564,16027,5772,960,938,850,727,598
565,16029,31,3,3,2,2,2
566,16031,518,47,45,43,40,36
567,16033,8,7,8,6,4,3
568,16035,16,1,1,1,1,1
569,16037,10,1,0,0,0,0
570,16039,212,48,51,53,52,49
571,16041,51,5,5,5,5,4
572,16043,84,23,27,29,29,28
573,16045,179,35,35,35,33,30
574,16047,162,24,26,29,29,29
575,16049,31,6,7,8,10,11
576,16051,198,56,62,64,62,58
577,16053,474,36,37,36,34,32
578,16055,1791,369,401,410,396,367
579,16057,99,39,47,55,61,64
580,16059,25,7,7,7,7,7
581,16061,1,0,0,0,0,0
582,16063,56,4,4,4,4,4
583,16065,165,45,49,54,56,57
584,16067,478,53,52,48,43,38
585,16069,159,32,38,44,46,48
586,16071,13,1,2,2,2,2
587,16073,263,28,28,27,24,21
588,16075,384,58,59,59,55,51
589,16077,55,9,10,10,10,9
590,16079,100,49,59,65,65,62
591,16081,82,11,12,12,12,11
592,16083,1412,180,186,184,173,160
593,16085,59,9,10,11,12,12
594,16087,205,21,20,18,16,14
595,17001,519,180,208,219,210,188
596,17003,37,3,4,4,5,6
597,17005,60,18,21,22,22,21
598,17007,765,36,39,43,46,49
599,17009,14,0,0,0,0,0
600,17011,205,87,103,108,105,95
601,17013,9,3,3,4,4,4
602,17015,56,16,20,23,25,25
603,17017,231,29,31,33,31,29
604,17019,1669,207,221,236,245,248
605,17021,142,39,48,56,57,54
606,17023,82,19,22,24,25,24
607,17025,23,5,6,7,7,8
608,17027,407,43,49,55,58,57
609,17029,472,143,156,159,156,143
610,17031,111447,4353,4738,5004,5049,4886
611,17033,29,3,3,3,3,4
612,17035,55,14,17,20,21,21
613,17037,936,118,130,139,147,155
614,17039,33,6,8,9,10,10
615,17041,116,15,17,18,19,20
616,17043,12233,841,1003,1163,1285,1357
617,17045,28,4,5,6,7,8
618,17047,18,5,5,5,6,6
619,17049,155,53,69,80,82,78
620,17051,66,17,21,26,31,32
621,17053,49,8,10,12,13,14
622,17055,178,73,87,96,99,93
623,17057,33,15,25,33,39,40
624,17059,51,9,11,13,13,12
625,17061,43,9,12,15,17,18
626,17063,323,58,63,68,70,68
627,17065,29,8,10,11,12,13
628,17067,53,16,21,25,28,29
629,17069,18,2,2,2,2,2
630,17071,12,2,2,3,2,2
631,17073,234,71,85,94,97,97
632,17075,263,28,32,35,39,41
633,17077,717,81,97,108,118,122
634,17079,59,2,2,3,4,4
635,17081,286,72,91,103,110,107
636,17083,105,26,30,35,38,40
637,17085,125,20,23,27,30,32
638,17087,67,12,15,17,19,20
639,17089,9759,483,570,656,724,761
640,17091,1782,90,96,100,105,107
641,17093,1377,109,124,137,148,151
642,17095,299,68,84,99,110,118
643,17097,12670,644,767,882,969,1010
644,17099,766,226,270,305,329,333
645,17101,47,11,14,17,20,22
646,17103,171,37,45,51,56,60
647,17105,115,32,39,47,55,59
648,17107,112,44,56,65,71,70
649,17109,143,23,30,37,44,48
650,17111,3189,322,369,417,459,487
651,17113,651,220,280,333,367,384
652,17115,624,201,255,300,324,331
653,17117,179,68,79,89,98,104
654,17119,2591,503,540,562,571,557
655,17121,156,49,60,68,73,74
656,17123,26,8,10,13,16,17
657,17125,47,10,12,13,14,14
658,17127,39,8,10,12,14,15
659,17129,56,10,13,14,16,16
660,17131,75,14,16,17,18,19
661,17133,318,57,64,71,74,74
662,17135,170,45,53,59,63,64
663,17137,249,53,62,68,70,67
664,17139,73,24,28,31,34,34
665,17141,410,44,47,52,56,59
666,17143,1607,374,413,437,445,439
667,17145,184,38,46,51,54,53
668,17147,61,17,20,23,25,25
669,17149,21,6,7,8,9,10
670,17151,9,3,4,4,3,3
671,17153,93,3,3,3,3,4
672,17155,13,4,5,5,6,7
673,17157,464,55,63,67,68,65
674,17159,19,1,2,2,3,3
675,17161,1745,186,196,201,202,197
676,17163,4006,402,423,430,421,397
677,17165,132,37,43,48,51,52
678,17167,1247,406,465,498,502,487
679,17169,18,2,3,3,3,3
680,17171,21,9,12,17,18,18
681,17173,79,25,30,34,36,33
682,17175,7,0,0,0,0,0
683,17177,327,19,22,24,27,28
684,17179,518,211,255,290,308,315
685,17181,321,32,35,37,37,35
686,17183,234,77,94,106,117,123
687,17185,35,2,2,3,3,4
688,17187,190,18,21,23,24,24
689,17189,66,15,18,20,21,22
690,17191,61,20,25,29,31,31
691,17193,68,20,24,28,31,33
692,17195,355,72,82,89,96,100
693,17197,9236,659,783,904,992,1034
694,17199,399,105,117,126,128,125
695,17201,3779,119,124,134,147,159
696,17203,151,37,47,53,56,56
697,18001,101,19,24,27,31,33
698,18003,3902,223,221,220,219,216
699,18005,793,58,67,73,77,78
700,18007,61,6,6,6,6,6
701,18009,64,10,11,12,12,12
702,18011,678,57,58,58,57,54
703,18013,73,14,15,16,17,18
704,18015,191,15,17,19,20,20
705,18017,1795,52,57,61,61,61
706,18019,1233,218,239,250,250,240
707,18021,121,37,43,46,47,47
708,18023,434,31,35,40,44,46
709,18025,45,4,5,5,6,6
710,18027,273,44,47,50,51,50
711,18029,508,87,95,100,100,98
712,18031,337,22,26,28,31,32
713,18033,232,29,32,32,34,35
714,18035,730,151,182,210,232,244
715,18037,696,106,106,106,101,96
716,18039,4843,166,151,136,121,110
717,18041,189,40,43,44,42,40
718,18043,779,160,177,187,189,186
719,18045,74,22,25,27,27,26
720,18047,242,28,32,35,36,33
721,18049,168,42,46,49,48,45
722,18051,225,53,60,66,67,66
723,18053,526,63,68,73,73,73
724,18055,250,25,27,30,31,34
725,18057,2763,372,403,428,440,436
726,18059,660,56,61,64,66,70
727,18061,338,46,55,60,66,67
728,18063,1887,132,142,150,151,152
729,18065,383,44,46,46,47,47
730,18067,890,87,91,94,94,94
731,18069,122,13,15,16,17,18
732,18071,586,31,33,35,35,35
733,18073,243,32,34,36,38,39
734,18075,91,15,18,21,23,23
735,18077,163,26,28,31,33,35
736,18079,225,20,22,23,24,25
737,18081,1757,137,152,167,175,179
738,18083,154,49,56,61,64,65
739,18085,852,67,64,64,60,57
740,18087,559,22,22,22,21,21
741,18089,7570,539,563,578,583,568
742,18091,911,135,150,162,167,169
743,18093,346,38,40,42,43,43
744,18095,979,193,225,246,262,268
745,18097,15860,1020,1140,1241,1301,1313
746,18099,784,59,59,55,50,46
747,18101,45,6,7,7,7,7
748,18103,274,29,33,37,40,40
749,18105,756,196,216,235,246,250
750,18107,354,21,22,24,24,25
751,18109,476,64,72,80,85,88
752,18111,118,6,7,8,8,8
753,18113,678,41,40,37,36,33
754,18115,65,10,10,10,10,9
755,18117,171,15,17,19,20,20
756,18119,90,17,19,21,22,22
757,18121,51,16,19,21,22,21
758,18123,186,12,12,12,12,12
759,18125,53,16,19,21,22,22
760,18127,1316,259,283,296,303,302
761,18129,171,30,34,38,40,41
762,18131,83,7,8,8,9,9
763,18133,288,36,40,45,47,48
764,18135,122,19,22,24,25,25
765,18137,208,25,28,32,34,35
766,18139,80,8,10,10,11,11
767,18141,3500,392,405,409,402,386
768,18143,268,26,28,31,31,30
769,18145,553,37,43,47,51,53
770,18147,136,34,37,39,39,38
771,18149,178,25,27,28,28,28
772,18151,210,30,33,34,36,36
773,18153,126,16,18,20,21,21
774,18155,52,6,7,7,6,6
775,18157,1211,153,154,154,153,153
776,18159,138,30,34,35,33,30
777,18161,41,8,8,8,8,7
778,18163,1963,538,582,598,589,562
779,18165,52,8,10,11,12,12
780,18167,651,172,199,219,232,233
781,18169,169,24,24,25,26,25
782,18171,22,1,1,2,2,2
783,18173,581,118,126,130,129,124
784,18175,140,32,35,37,37,38
785,18177,377,129,148,159,165,163
786,18179,168,42,46,46,46,44
787,18181,369,29,32,33,35,35
788,18183,152,27,28,28,27,26
789,19001,30,1,1,2,2,2
790,19003,16,1,1,1,1,1
791,19005,155,7,8,9,9,9
792,19007,49,9,10,12,12,12
793,19009,28,2,2,2,2,2
794,19011,156,30,33,34,36,36
795,19013,3127,172,176,176,174,166
796,19015,258,30,30,29,27,25
797,19017,226,43,47,50,51,51
