,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19,2020-12-19-2020-12-26,2020-12-26-2021-01-02,2021-01-02-2021-01-09,2021-01-09-2021-01-16,2021-01-16-2021-01-23,2021-01-23-2021-01-30
reich_CU_select,,,,,,7.0,59.0,76.0,30.0,134.0,28.0,71.0,98.0,35.0,49.0,63.0,2.0,5.0,78.0,13.0,30.0,33.0,124.0,6.0,17.0,123.0,162.0,82.0,5.0,150.0,371.0,41.0
reich_DDS_NBDS,,,,,,,,,34.0,70.0,13.0,259.0,58.0,16.0,53.0,40.0,45.0,20.0,80.0,46.0,31.0,39.0,67.0,108.0,147.0,69.0,75.0,89.0,71.0,79.0,6.0,75.0
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,,,,65.0,52.0,1.0,89.0,44.0,149.0,189.0,101.0,218.0,25.0,42.0,,,186.0
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,,,,96.0,50.0,68.0,0.0,4.0,151.0,63.0,74.0,46.0,147.0,395.0,467.0,76.0,110.0
reich_GT_DeepCOVID,,,,,,,177.0,93.0,61.0,40.0,43.0,33.0,3.0,3.0,9.0,28.0,54.0,20.0,41.0,8.0,14.0,75.0,39.0,2.0,154.0,131.0,39.0,44.0,33.0,39.0,90.0,22.0
reich_IHME_CurveFit,,,,,,109.0,,16.0,27.0,19.0,14.0,,18.0,27.0,57.0,,17.0,7.0,,,21.0,23.0,,,,13.0,,127.0,273.0,,,
reich_IowaStateLW_STEM,,,,,,46.0,131.0,72.0,60.0,82.0,,60.0,3.0,6.0,83.0,35.0,97.0,71.0,95.0,78.0,78.0,93.0,75.0,154.0,142.0,112.0,136.0,203.0,162.0,53.0,7.0,5.0
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_JCB_PRM,,,,,,,,,5.0,63.0,66.0,42.0,12.0,6.0,9.0,14.0,43.0,24.0,43.0,25.0,27.0,31.0,34.0,31.0,14.0,43.0,46.0,59.0,123.0,188.0,109.0,
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,,,,63.0,,59.0,79.0,52.0,134.0,141.0,119.0,95.0,138.0,24.0,27.0,47.0,
reich_JHU_IDD_CovidSP,,,,,,11.0,6.0,27.0,22.0,18.0,62.0,21.0,24.0,14.0,37.0,3.0,51.0,23.0,69.0,50.0,79.0,98.0,116.0,194.0,91.0,75.0,75.0,166.0,200.0,154.0,106.0,0.0
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,,,123.0,102.0,,,,,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,,,67.0,104.0,77.0,68.0,39.0,17.0,11.0,48.0,19.0,0.0,76.0,445.0,108.0,129.0,28.0,24.0,49.0,245.0,160.0
reich_LANL_GrowthRate,,,,,,34.0,8.0,5.0,1.0,28.0,28.0,32.0,78.0,49.0,83.0,35.0,83.0,51.0,83.0,82.0,110.0,118.0,13.0,112.0,152.0,187.0,146.0,15.0,4.0,227.0,,226.0
reich_LNQ_ens1,,,,,,,,35.0,30.0,29.0,5.0,1.0,58.0,20.0,64.0,22.0,42.0,21.0,40.0,43.0,29.0,8.0,5.0,72.0,52.0,57.0,118.0,30.0,92.0,80.0,124.0,61.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,7.0,30.0,27.0,97.0
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,,,152.0,138.0,164.0,195.0,188.0,277.0,354.0,350.0,324.0,488.0,538.0,392.0,432.0,431.0
reich_MIT_ISOLAT_Mixtures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MITCovAlliance_SIR,,,,,,159.0,64.0,94.0,82.0,108.0,,77.0,,,73.0,24.0,80.0,4.0,,,23.0,,,,,,,,,,,75.0
reich_MOBS_GLEAM_COVID,,,,,,14.0,8.0,4.0,17.0,29.0,9.0,18.0,24.0,14.0,64.0,31.0,15.0,23.0,17.0,10.0,13.0,18.0,39.0,48.0,113.0,14.0,20.0,4.0,14.0,83.0,227.0,143.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,,,61.0,,13.0,89.0,132.0,111.0,72.0,57.0,,,,
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,,,78.0,50.0,52.0,48.0,15.0,222.0,294.0,192.0,44.0,12.0,153.0,,,
reich_OliverWyman_Navigator,,,,,,37.0,78.0,71.0,52.0,79.0,58.0,25.0,35.0,3.0,34.0,3.0,20.0,16.0,23.0,10.0,26.0,4.0,5.0,86.0,115.0,100.0,80.0,61.0,174.0,175.0,193.0,24.0
reich_PSI_DRAFT,,,,,,79.0,61.0,71.0,83.0,105.0,66.0,5.0,55.0,33.0,41.0,52.0,108.0,108.0,108.0,64.0,144.0,83.0,102.0,184.0,245.0,225.0,287.0,247.0,285.0,366.0,304.0,62.0
reich_RobertWalraven_ESG,,,,,,105.0,18.0,105.0,16.0,34.0,547.0,24.0,80.0,16.0,78.0,45.0,89.0,83.0,133.0,120.0,41.0,164.0,153.0,200.0,,204.0,219.0,194.0,131.0,75.0,154.0,36.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,,54.0,57.0,26.0,45.0,31.0,17.0,63.0,44.0,82.0,52.0,95.0,52.0,35.0,123.0,207.0,181.0,22.0,75.0,306.0,309.0,311.0,253.0
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,,,3.0,13.0,45.0,28.0,45.0,0.0,19.0,7.0,26.0,34.0,91.0,39.0,150.0,110.0,132.0,98.0,191.0,73.0,160.0,68.0
reich_TTU_squider,,,,,,,,,,,,,,,,,,,11.0,29.0,5.0,13.0,149.0,188.0,194.0,373.0,610.0,102.0,74.0,404.0,491.0,420.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,,,23.0,56.0,2.0,33.0,109.0,137.0,10.0,95.0,25.0,78.0,76.0,248.0,198.0,25.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCLA_SuEIR,,,,,,38.0,16.0,38.0,34.0,24.0,29.0,11.0,50.0,43.0,96.0,44.0,94.0,74.0,105.0,102.0,112.0,150.0,100.0,223.0,266.0,158.0,212.0,233.0,282.0,310.0,286.0,82.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,,,68.0,35.0,86.0,173.0,10.0,59.0,219.0,,84.0,3.0,43.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,,58.0,30.0,12.0,26.0,19.0,8.0,5.0,11.0,46.0,41.0,106.0,20.0,24.0,16.0,31.0,96.0,196.0,151.0
reich_UMass_MechBayes,,,,,,68.0,20.0,13.0,1.0,44.0,2.0,5.0,62.0,10.0,33.0,47.0,23.0,2.0,17.0,56.0,30.0,61.0,122.0,78.0,196.0,16.0,50.0,310.0,110.0,78.0,97.0,5.0
reich_UMich_RidgeTfReg,,,,,,,,56.0,,,61.0,,,,,,165.0,30.0,34.0,36.0,43.0,81.0,59.0,,,,,,,163.0,177.0,32.0
reich_USACE_ERDC_SEIR,,,,,,98.0,81.0,32.0,130.0,165.0,144.0,16.0,89.0,86.0,69.0,186.0,152.0,150.0,,182.0,,359.0,,,1108.0,982.0,837.0,,,,,
reich_UT_Mobility,,,,,,99.0,95.0,57.0,135.0,125.0,,135.0,20.0,,,62.0,452.0,179.0,39.0,37.0,70.0,110.0,113.0,31.0,68.0,6.0,197.0,169.0,204.0,512.0,,
SIkJaun1_hyper7,,,,,,20.0,73.0,66.0,35.0,77.0,60.0,26.0,14.0,31.0,32.0,6.0,9.0,24.0,82.0,20.0,9.0,23.0,177.0,50.0,39.0,4.0,59.0,34.0,234.0,18.0,64.0,73.0
SIkJaun1_hyper7_smooth7,,,,,,16.0,149.0,73.0,37.0,143.0,52.0,47.0,13.0,41.0,36.0,4.0,7.0,94.0,167.0,19.0,25.0,68.0,240.0,150.0,251.0,256.0,46.0,9.0,181.0,57.0,161.0,43.0
SIkJaun1_window_noval,,,,,,22.0,65.0,63.0,55.0,78.0,63.0,29.0,16.0,35.0,31.0,19.0,4.0,22.0,49.0,12.0,5.0,17.0,166.0,16.0,58.0,21.0,59.0,8.0,138.0,51.0,64.0,65.0
SIkJaun10_hyper7,,,,,,31.0,70.0,64.0,34.0,73.0,58.0,24.0,17.0,29.0,47.0,9.0,8.0,23.0,84.0,37.0,8.0,19.0,167.0,11.0,16.0,85.0,79.0,24.0,88.0,121.0,114.0,210.0
SIkJaun10_hyper7_smooth7,,,,,,9.0,146.0,71.0,36.0,140.0,73.0,40.0,29.0,40.0,46.0,13.0,8.0,78.0,162.0,36.0,24.0,65.0,209.0,132.0,209.0,43.0,95.0,148.0,195.0,58.0,205.0,96.0
SIkJaun10_window_noval,,,,,,21.0,63.0,62.0,53.0,76.0,61.0,28.0,17.0,33.0,31.0,19.0,3.0,21.0,47.0,13.0,7.0,16.0,156.0,5.0,43.0,1.0,71.0,24.0,67.0,96.0,93.0,3.0
UMich_RidgeTfReg,,,,308.0,255.0,153.0,145.0,65.0,42.0,38.0,58.0,60.0,32.0,39.0,1.0,29.0,19.0,3.0,25.0,,,,,,,,,,,,,
USC_SI_kJalpha,,,,,,65.0,214.0,132.0,46.0,81.0,65.0,26.0,26.0,14.0,116.0,1.0,42.0,61.0,72.0,17.0,16.0,22.0,143.0,7.0,24.0,19.0,106.0,101.0,275.0,26.0,54.0,69.0
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,14.0,106.0,,,,,,,,
YYG_ParamSearch,,,,,,45.0,36.0,17.0,17.0,15.0,42.0,31.0,21.0,22.0,66.0,26.0,83.0,40.0,16.0,,,,,,,,,,,,,
 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
