,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_CU_nochange,,,,,,,,,,,,,,,,,,63.0,11.0,92.0,70.0,39.0,40.0,58.0,143.0,357.0
reich_CU_scenario_high,,,,,,,,,,,,,,,,,,68.0,21.0,86.0,64.0,49.0,44.0,55.0,140.0,355.0
reich_CU_scenario_low,,,,,,,,,,,,,,,,,,57.0,2.0,95.0,75.0,15.0,39.0,56.0,139.0,351.0
reich_CU_scenario_mid,,,,,,,,,,,,,,,,,,62.0,10.0,90.0,75.0,19.0,50.0,47.0,134.0,351.0
reich_CU_select,,,,,371.0,226.0,122.0,43.0,165.0,83.0,2.0,128.0,54.0,57.0,1.0,173.0,0.0,62.0,10.0,90.0,75.0,19.0,50.0,56.0,139.0,351.0
reich_DDS_NBDS,,,,,,,,2033.0,961.0,1178.0,1.0,118.0,37.0,37.0,24.0,207.0,14.0,28.0,78.0,79.0,71.0,95.0,21.0,157.0,270.0,443.0
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,,,28.0,94.0,,115.0,29.0,70.0,198.0,190.0,429.0
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,,,60.0,3.0,65.0,54.0,64.0,6.0,9.0,111.0,278.0
reich_GT_DeepCOVID,,,,,,72.0,228.0,256.0,,,16.0,107.0,51.0,19.0,0.0,,38.0,45.0,0.0,80.0,136.0,52.0,32.0,93.0,218.0,430.0
reich_IHME_CurveFit,,,,,249.0,,107.0,55.0,377.0,74.0,,152.0,42.0,8.0,,68.0,94.0,,,88.0,69.0,,,,92.0,
reich_IowaStateLW_STEM,,,,,92.0,166.0,16.0,49.0,183.0,,118.0,218.0,88.0,92.0,93.0,70.0,57.0,44.0,32.0,119.0,96.0,103.0,57.0,165.0,214.0,425.0
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_JCB_PRM,,,,,,,,45.0,77.0,6.0,32.0,14.0,58.0,66.0,2.0,49.0,37.0,80.0,8.0,73.0,76.0,61.0,3.0,27.0,68.0,279.0
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,,,74.0,,97.0,78.0,66.0,24.0,114.0,153.0,335.0
reich_JHU_IDD_CovidSP,,,,,211.0,123.0,33.0,17.0,80.0,36.0,33.0,55.0,9.0,46.0,2.0,16.0,3.0,22.0,61.0,124.0,104.0,96.0,70.0,95.0,130.0,251.0
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,,114.0,103.0,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,,115.0,48.0,45.0,7.0,22.0,61.0,45.0,101.0,66.0,86.0,65.0,41.0,121.0,209.0
reich_LANL_GrowthRate,,,,,326.0,292.0,117.0,50.0,11.0,108.0,38.0,3.0,40.0,2.0,2.0,77.0,15.0,20.0,43.0,113.0,101.0,11.0,263.0,47.0,238.0,488.0
reich_LNQ_ens1,,,,,,,110.0,102.0,97.0,88.0,52.0,0.0,31.0,34.0,16.0,32.0,27.0,16.0,53.0,99.0,87.0,27.0,117.0,26.0,16.0,397.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,,41.0,39.0,102.0,93.0,103.0,83.0,114.0,170.0,276.0
reich_MITCovAlliance_SIR,,,,,312.0,403.0,331.0,268.0,12.0,,44.0,,,45.0,16.0,33.0,16.0,,,91.0,,,,,,
reich_MOBS_GLEAM_COVID,,,,,289.0,106.0,410.0,521.0,444.0,48.0,58.0,11.0,61.0,88.0,16.0,39.0,178.0,16.0,92.0,135.0,127.0,7.0,114.0,125.0,201.0,386.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,,35.0,,26.0,28.0,46.0,188.0,367.0
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,,2.0,57.0,121.0,84.0,63.0,81.0,119.0,280.0,347.0
reich_OliverWyman_Navigator,,,,,207.0,11.0,210.0,14.0,21.0,93.0,17.0,42.0,7.0,9.0,22.0,140.0,115.0,12.0,63.0,77.0,85.0,38.0,91.0,64.0,127.0,308.0
reich_PSI_DRAFT,,,,,382.0,136.0,572.0,777.0,756.0,29.0,60.0,42.0,26.0,46.0,2.0,13.0,9.0,45.0,74.0,141.0,130.0,114.0,79.0,363.0,379.0,400.0
reich_RobertWalraven_ESG,,,,,531.0,216.0,5.0,117.0,6.0,153.0,37.0,28.0,51.0,79.0,56.0,29.0,31.0,39.0,99.0,109.0,126.0,142.0,18.0,187.0,40.0,406.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,491.0,347.0,38.0,7.0,123.0,150.0,101.0,100.0,141.0,15.0,95.0,84.0,88.0,65.0,94.0,214.0,279.0
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,,173.0,77.0,3.0,37.0,82.0,108.0,69.0,32.0,94.0,75.0,102.0,81.0,42.0,49.0,167.0
reich_TTU_squider,,,,,,,,,,,,,,,,,,91.0,16.0,108.0,33.0,13.0,86.0,5.0,54.0,216.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,,32.0,42.0,101.0,33.0,67.0,74.0,72.0,13.0,417.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCLA_SuEIR,,,,,317.0,84.0,6.0,13.0,5.0,13.0,48.0,125.0,62.0,2.0,36.0,72.0,62.0,45.0,2.0,94.0,90.0,20.0,13.0,202.0,276.0,482.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,,152.0,147.0,74.0,141.0,71.0,293.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,21.0,8.0,44.0,183.0,20.0,91.0,129.0,119.0,17.0,120.0,119.0,197.0,382.0
reich_UMass_MechBayes,,,,,224.0,51.0,24.0,22.0,32.0,109.0,66.0,10.0,53.0,25.0,0.0,66.0,21.0,37.0,13.0,45.0,54.0,46.0,117.0,27.0,133.0,253.0
reich_UMich_RidgeTfReg,,,,,,,339.0,,,503.0,,177.0,119.0,94.0,119.0,177.0,177.0,140.0,56.0,13.0,6.0,42.0,,,,
reich_USACE_ERDC_SEIR,,,,,144.0,74.0,791.0,31.0,81.0,28.0,54.0,3.0,69.0,61.0,8.0,63.0,23.0,,1.0,,25.0,,,115.0,184.0,48.0
reich_UT_Mobility,,,,,218.0,699.0,778.0,996.0,884.0,,68.0,89.0,,,131.0,192.0,11.0,11.0,84.0,116.0,88.0,94.0,261.0,6.0,159.0,382.0
UMich_RidgeTfReg,,,196.0,428.0,370.0,133.0,1110.0,857.0,536.0,250.0,85.0,91.0,67.0,67.0,110.0,150.0,173.0,144.0,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,60.0,17.0,,,
USC_SI_kJalpha,,,,,200.0,165.0,10.0,17.0,54.0,128.0,99.0,12.0,27.0,2.0,12.0,176.0,67.0,30.0,41.0,66.0,59.0,45.0,204.0,47.0,40.0,268.0
YYG_ParamSearch,,,,,196.0,31.0,42.0,104.0,144.0,81.0,79.0,59.0,12.0,40.0,24.0,22.0,64.0,39.0,,,,,,,,
