,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_LANL_GrowthRate,,,,,,39.0,9.0,27.0,40.0,28.0,57.0,52.0,40.0,18.0,24.0,12.0,33.0,67.0,52.0,50.0,73.0,74.0,71.0,105.0,58.0,37.0
reich_LNQ_ens1,,,,,,,,29.0,16.0,7.0,46.0,37.0,9.0,8.0,6.0,1.0,22.0,45.0,16.0,20.0,29.0,17.0,31.0,77.0,29.0,119.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,,,5.0,3.0,4.0,20.0,28.0,38.0,41.0,54.0
reich_MITCovAlliance_SIR,,,,,,344.0,98.0,103.0,26.0,8.0,,10.0,,,2.0,7.0,9.0,14.0,,,32.0,,,,,
reich_MOBS_GLEAM_COVID,,,,,,27.0,14.0,5.0,23.0,8.0,36.0,25.0,16.0,1.0,29.0,47.0,5.0,38.0,0.0,23.0,6.0,29.0,54.0,34.0,31.0,70.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,,,12.0,,4.0,62.0,33.0,5.0
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,,,67.0,48.0,70.0,88.0,65.0,124.0,81.0,119.0
reich_OliverWyman_Navigator,,,,,,16.0,58.0,52.0,11.0,22.0,33.0,8.0,17.0,9.0,36.0,15.0,16.0,21.0,2.0,3.0,3.0,12.0,31.0,53.0,39.0,54.0
reich_PSI_DRAFT,,,,,,27.0,6.0,20.0,7.0,11.0,38.0,28.0,12.0,59.0,187.0,34.0,19.0,14.0,7.0,62.0,77.0,55.0,28.0,99.0,11.0,92.0
reich_RobertWalraven_ESG,,,,,,42.0,5.0,33.0,15.0,28.0,5.0,50.0,33.0,34.0,30.0,20.0,35.0,82.0,52.0,61.0,36.0,69.0,58.0,121.0,,20.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,,24.0,29.0,2.0,,,6.0,12.0,,43.0,31.0,59.0,56.0,,,,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,,,5.0,8.0,9.0,13.0,5.0,35.0,27.0,17.0,27.0,35.0,9.0,71.0,8.0,8.0
reich_TTU_squider,,,,,,,,,,,,,,,,,,,9.0,6.0,29.0,59.0,42.0,120.0,56.0,44.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,,,5.0,3.0,47.0,2.0,40.0,126.0,15.0,30.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCLA_SuEIR,,,,,,25.0,6.0,3.0,35.0,5.0,50.0,26.0,11.0,9.0,26.0,14.0,2.0,31.0,20.0,6.0,32.0,50.0,28.0,84.0,14.0,14.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,,,83.0,46.0,75.0,2.0,75.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,,30.0,44.0,8.0,34.0,2.0,19.0,12.0,37.0,60.0,28.0,38.0,76.0
reich_UMass_MechBayes,,,,,,33.0,13.0,104.0,4.0,9.0,41.0,34.0,15.0,11.0,6.0,7.0,32.0,36.0,5.0,0.0,3.0,23.0,36.0,57.0,49.0,158.0
reich_UMich_RidgeTfReg,,,,,,,,15.0,,,45.0,,11.0,6.0,9.0,1.0,19.0,51.0,39.0,34.0,52.0,71.0,39.0,,,
reich_USACE_ERDC_SEIR,,,,,,8.0,11.0,270.0,59.0,44.0,7.0,7.0,14.0,51.0,41.0,44.0,27.0,13.0,,75.0,,107.0,,,220.0,228.0
reich_UT_Mobility,,,,,,14.0,54.0,103.0,29.0,40.0,,19.0,10.0,,,42.0,11.0,52.0,22.0,31.0,4.0,16.0,7.0,84.0,44.0,45.0
UMich_RidgeTfReg,,,,7.0,9.0,8.0,5.0,0.0,26.0,12.0,36.0,27.0,12.0,7.0,10.0,1.0,21.0,50.0,39.0,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,13.0,84.0,,
USC_SI_kJalpha,,,,,,13.0,73.0,228.0,25.0,17.0,42.0,27.0,17.0,10.0,25.0,3.0,12.0,35.0,1.0,8.0,1.0,13.0,70.0,53.0,54.0,60.0
YYG_ParamSearch,,,,,,13.0,25.0,39.0,17.0,10.0,29.0,24.0,7.0,1.0,2.0,7.0,9.0,27.0,11.0,,,,,,,
