,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19,2020-12-19-2020-12-26,2020-12-26-2021-01-02,2021-01-02-2021-01-09,2021-01-09-2021-01-16,2021-01-16-2021-01-23,2021-01-23-2021-01-30
reich_CU_scenario_mid,,,,,,,,,,,,,,,,,,,70.0,149.0,157.0,331.0,253.0,542.0,247.0,331.0,290.0,108.0,160.0,198.0,205.0,110.0
reich_CU_select,,,,,,271.0,14.0,24.0,121.0,115.0,145.0,94.0,164.0,47.0,284.0,90.0,98.0,41.0,70.0,149.0,157.0,331.0,253.0,542.0,232.0,308.0,285.0,182.0,142.0,184.0,205.0,110.0
reich_DDS_NBDS,,,,,,,,,85.0,80.0,49.0,219.0,50.0,21.0,98.0,5.0,117.0,169.0,148.0,265.0,347.0,601.0,510.0,522.0,441.0,165.0,243.0,156.0,2393.0,286.0,1238.0,218.0
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,,,,114.0,234.0,251.0,447.0,557.0,520.0,166.0,2964.0,18.0,413.0,244.0,,,641.0
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,,,,177.0,308.0,419.0,428.0,299.0,322.0,846.0,294.0,346.0,388.0,210.0,331.0,81.0,166.0
reich_GT_DeepCOVID,,,,,,,362.0,183.0,53.0,13.0,,38.0,51.0,36.0,98.0,46.0,106.0,151.0,98.0,277.0,394.0,492.0,352.0,,233.0,18.0,201.0,292.0,215.0,127.0,205.0,148.0
reich_IHME_CurveFit,,,,,,42.0,,2.0,44.0,50.0,19.0,,13.0,106.0,74.0,,83.0,91.0,,,213.0,387.0,,,,32.0,,163.0,25.0,,,
reich_IowaStateLW_STEM,,,,,,23.0,11.0,29.0,80.0,57.0,,72.0,48.0,68.0,97.0,64.0,121.0,185.0,162.0,303.0,441.0,651.0,625.0,867.0,611.0,245.0,93.0,165.0,184.0,82.0,203.0,95.0
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_JCB_PRM,,,,,,,,,6.0,42.0,39.0,24.0,29.0,2.0,18.0,22.0,69.0,127.0,85.0,177.0,335.0,412.0,408.0,507.0,201.0,572.0,555.0,211.0,239.0,556.0,452.0,
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,,,,62.0,,308.0,490.0,551.0,512.0,266.0,130.0,132.0,87.0,57.0,33.0,39.0,
reich_JHU_IDD_CovidSP,,,,,,284.0,224.0,310.0,221.0,176.0,127.0,130.0,111.0,65.0,31.0,5.0,47.0,128.0,120.0,294.0,407.0,615.0,627.0,991.0,500.0,311.0,314.0,462.0,429.0,15.0,49.0,17.0
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,,,619.0,629.0,,,,,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,,,120.0,471.0,76.0,7.0,79.0,84.0,200.0,316.0,315.0,432.0,570.0,732.0,447.0,406.0,536.0,659.0,462.0,475.0,201.0
reich_LANL_GrowthRate,,,,,,4.0,53.0,27.0,73.0,71.0,104.0,89.0,77.0,91.0,120.0,146.0,158.0,226.0,210.0,325.0,430.0,702.0,342.0,306.0,86.0,74.0,209.0,182.0,179.0,66.0,,333.0
reich_LNQ_ens1,,,,,,,,1.0,38.0,1.0,17.0,6.0,3.0,18.0,3.0,67.0,108.0,129.0,100.0,208.0,226.0,412.0,340.0,205.0,108.0,90.0,90.0,277.0,267.0,180.0,47.0,46.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,523.0,509.0,240.0,205.0
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,,,175.0,349.0,447.0,691.0,668.0,1179.0,966.0,270.0,647.0,330.0,160.0,233.0,176.0,151.0
reich_MIT_ISOLAT_Mixtures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MITCovAlliance_SIR,,,,,,177.0,107.0,47.0,27.0,40.0,,2.0,,,115.0,124.0,161.0,102.0,,,416.0,,,,,,,,,,,105.0
reich_MOBS_GLEAM_COVID,,,,,,44.0,12.0,12.0,58.0,50.0,164.0,79.0,166.0,113.0,70.0,15.0,80.0,122.0,138.0,283.0,432.0,406.0,493.0,503.0,340.0,249.0,702.0,122.0,426.0,119.0,227.0,229.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,,,413.0,,456.0,581.0,257.0,389.0,179.0,24.0,,,,
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,,,168.0,310.0,439.0,684.0,635.0,1017.0,659.0,345.0,485.0,576.0,973.0,,,
reich_OliverWyman_Navigator,,,,,,122.0,189.0,95.0,33.0,51.0,75.0,1.0,52.0,22.0,66.0,77.0,121.0,100.0,21.0,209.0,245.0,375.0,552.0,482.0,350.0,123.0,144.0,60.0,919.0,208.0,10.0,92.0
reich_PSI_DRAFT,,,,,,890.0,36.0,21.0,84.0,85.0,126.0,107.0,110.0,42.0,35.0,150.0,98.0,209.0,138.0,220.0,544.0,544.0,690.0,910.0,719.0,712.0,357.0,308.0,635.0,252.0,473.0,4.0
reich_RobertWalraven_ESG,,,,,,98.0,15.0,63.0,11.0,4.0,41.0,94.0,114.0,115.0,157.0,126.0,168.0,239.0,197.0,345.0,397.0,642.0,666.0,283.0,,101.0,1141.0,321.0,551.0,88.0,236.0,120.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,,54.0,18.0,24.0,22.0,103.0,99.0,127.0,190.0,179.0,322.0,463.0,628.0,509.0,790.0,650.0,232.0,271.0,497.0,25.0,119.0,165.0,90.0
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,,,23.0,19.0,34.0,49.0,78.0,138.0,115.0,247.0,344.0,489.0,416.0,361.0,480.0,372.0,4.0,71.0,76.0,63.0,429.0,13.0
reich_TTU_squider,,,,,,,,,,,,,,,,,,,45.0,251.0,400.0,647.0,688.0,899.0,939.0,622.0,714.0,293.0,388.0,236.0,148.0,178.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,,,68.0,165.0,147.0,189.0,270.0,555.0,222.0,409.0,388.0,170.0,125.0,241.0,299.0,3.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCLA_SuEIR,,,,,,40.0,75.0,27.0,16.0,5.0,23.0,58.0,55.0,71.0,32.0,86.0,117.0,172.0,163.0,313.0,464.0,709.0,751.0,838.0,1054.0,81.0,79.0,15.0,80.0,197.0,158.0,103.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,,,592.0,406.0,784.0,616.0,212.0,388.0,328.0,,562.0,249.0,26.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,,127.0,13.0,77.0,118.0,134.0,276.0,423.0,388.0,494.0,486.0,302.0,281.0,722.0,160.0,444.0,122.0,225.0,243.0
reich_UMass_MechBayes,,,,,,3.0,93.0,12.0,21.0,1.0,13.0,22.0,2.0,42.0,16.0,85.0,103.0,141.0,136.0,204.0,74.0,324.0,44.0,371.0,453.0,94.0,339.0,200.0,139.0,158.0,176.0,32.0
reich_UMich_RidgeTfReg,,,,,,,,17.0,,,19.0,,150.0,126.0,98.0,84.0,47.0,72.0,64.0,215.0,342.0,562.0,624.0,,,,,,,486.0,210.0,427.0
reich_USACE_ERDC_SEIR,,,,,,65.0,98.0,105.0,411.0,408.0,382.0,351.0,434.0,312.0,533.0,218.0,245.0,213.0,,356.0,,392.0,,,1649.0,1053.0,733.0,,,,,
reich_UT_Mobility,,,,,,50.0,32.0,34.0,107.0,87.0,,26.0,5.0,,,9.0,78.0,167.0,164.0,202.0,77.0,329.0,48.0,221.0,553.0,1275.0,420.0,1012.0,948.0,513.0,,
SIkJaun1_hyper7,,,,,,88.0,177.0,100.0,37.0,35.0,40.0,3.0,54.0,3.0,21.0,50.0,69.0,107.0,88.0,175.0,191.0,193.0,375.0,15.0,380.0,201.0,122.0,159.0,86.0,92.0,86.0,78.0
SIkJaun1_hyper7_smooth7,,,,,,112.0,285.0,76.0,76.0,77.0,108.0,6.0,68.0,26.0,13.0,31.0,59.0,57.0,22.0,165.0,137.0,153.0,345.0,547.0,908.0,503.0,20.0,32.0,210.0,114.0,124.0,91.0
SIkJaun1_window_noval,,,,,,87.0,85.0,111.0,37.0,35.0,38.0,3.0,35.0,4.0,25.0,57.0,69.0,107.0,74.0,189.0,194.0,118.0,423.0,20.0,315.0,201.0,122.0,174.0,6.0,92.0,83.0,44.0
SIkJaun10_hyper7,,,,,,86.0,186.0,97.0,33.0,39.0,35.0,6.0,48.0,33.0,26.0,60.0,98.0,114.0,79.0,187.0,214.0,209.0,412.0,70.0,187.0,37.0,207.0,275.0,287.0,91.0,179.0,133.0
SIkJaun10_hyper7_smooth7,,,,,,110.0,282.0,120.0,72.0,73.0,104.0,20.0,63.0,8.0,106.0,19.0,86.0,66.0,4.0,4.0,93.0,96.0,401.0,263.0,670.0,297.0,144.0,440.0,30.0,26.0,189.0,148.0
SIkJaun10_window_noval,,,,,,85.0,84.0,109.0,33.0,31.0,35.0,6.0,32.0,8.0,29.0,61.0,72.0,112.0,79.0,194.0,211.0,155.0,459.0,91.0,11.0,57.0,216.0,303.0,174.0,65.0,132.0,73.0
UMich_RidgeTfReg,,,,461.0,254.0,37.0,367.0,237.0,87.0,9.0,42.0,46.0,58.0,32.0,23.0,1.0,47.0,111.0,76.0,,,,,,,,,,,,,
USC_SI_kJalpha,,,,,,122.0,498.0,477.0,20.0,29.0,17.0,12.0,29.0,29.0,15.0,79.0,96.0,144.0,64.0,179.0,144.0,348.0,446.0,506.0,32.0,167.0,136.0,136.0,128.0,46.0,6.0,56.0
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,665.0,819.0,,,,,,,,
YYG_ParamSearch,,,,,,11.0,48.0,3.0,8.0,44.0,12.0,4.0,16.0,41.0,74.0,84.0,117.0,144.0,107.0,,,,,,,,,,,,,
 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
