,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19,2020-12-19-2020-12-26,2020-12-26-2021-01-02,2021-01-02-2021-01-09,2021-01-09-2021-01-16,2021-01-16-2021-01-23,2021-01-23-2021-01-30
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCLA_SuEIR,,,10.0,2.0,14.0,13.0,20.0,6.0,3.0,11.0,16.0,41.0,1.0,33.0,0.0,5.0,13.0,23.0,9.0,11.0,19.0,35.0,20.0,42.0,15.0,1.0,23.0,14.0,8.0,8.0,,3.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UMass_MechBayes,,,9.0,3.0,8.0,3.0,15.0,4.0,4.0,1.0,2.0,39.0,13.0,39.0,9.0,6.0,3.0,2.0,11.0,5.0,20.0,24.0,16.0,23.0,10.0,14.0,9.0,8.0,2.0,1.0,8.0,18.0
reich_UMich_RidgeTfReg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_USACE_ERDC_SEIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UT_Mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIkJaun1_hyper7,,,10.0,5.0,11.0,2.0,19.0,5.0,7.0,15.0,29.0,35.0,26.0,31.0,5.0,23.0,23.0,6.0,1.0,10.0,16.0,34.0,15.0,18.0,20.0,9.0,6.0,17.0,2.0,4.0,2.0,21.0
SIkJaun1_hyper7_smooth7,,,10.0,5.0,7.0,23.0,4.0,5.0,8.0,20.0,28.0,33.0,27.0,37.0,4.0,20.0,22.0,4.0,1.0,11.0,19.0,30.0,35.0,11.0,28.0,15.0,0.0,3.0,19.0,4.0,3.0,13.0
SIkJaun1_window_noval,,,9.0,5.0,11.0,2.0,19.0,5.0,7.0,18.0,13.0,35.0,11.0,31.0,12.0,5.0,23.0,6.0,1.0,10.0,18.0,34.0,15.0,14.0,20.0,9.0,6.0,17.0,8.0,6.0,14.0,21.0
SIkJaun10_hyper7,,,10.0,5.0,11.0,2.0,19.0,5.0,7.0,15.0,29.0,35.0,26.0,31.0,5.0,23.0,23.0,6.0,1.0,10.0,16.0,34.0,15.0,18.0,20.0,9.0,6.0,17.0,2.0,4.0,2.0,21.0
SIkJaun10_hyper7_smooth7,,,10.0,5.0,7.0,23.0,4.0,5.0,8.0,20.0,28.0,33.0,27.0,37.0,4.0,20.0,22.0,4.0,1.0,11.0,19.0,30.0,35.0,11.0,28.0,15.0,0.0,3.0,19.0,4.0,3.0,13.0
SIkJaun10_window_noval,,,9.0,5.0,11.0,2.0,19.0,5.0,7.0,18.0,13.0,35.0,11.0,31.0,12.0,5.0,23.0,6.0,1.0,10.0,18.0,34.0,15.0,14.0,20.0,9.0,6.0,17.0,8.0,6.0,14.0,21.0
UMich_RidgeTfReg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC_SI_kJalpha,,,10.0,1.0,5.0,3.0,19.0,5.0,5.0,16.0,11.0,35.0,28.0,20.0,4.0,15.0,18.0,2.0,4.0,6.0,20.0,27.0,19.0,10.0,5.0,8.0,3.0,17.0,2.0,4.0,2.0,21.0
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,10.0,14.0,,,,,,,,,,,
YYG_ParamSearch,,,9.0,8.0,17.0,2.0,16.0,7.0,10.0,11.0,14.0,25.0,17.0,21.0,7.0,1.0,,,,,,,,,,,,,,,,
 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
