,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19,2020-12-19-2020-12-26,2020-12-26-2021-01-02,2021-01-02-2021-01-09,2021-01-09-2021-01-16,2021-01-16-2021-01-23,2021-01-23-2021-01-30
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,0.0,,2.0,
reich_JHU_IDD_CovidSP,,,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,10.0,9.0,8.0,9.0,7.0,5.0,8.0,8.0,10.0,4.0,11.0,6.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,4.0,0.0,4.0,4.0,1.0,2.0,10.0,9.0,2.0,3.0,6.0,4.0,1.0,1.0,4.0,2.0,106.0,53.0,1.0,3.0,
reich_LANL_GrowthRate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_LNQ_ens1,,,,,,0.0,0.0,0.0,2.0,3.0,5.0,10.0,9.0,7.0,6.0,6.0,4.0,7.0,7.0,9.0,2.0,8.0,5.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MIT_ISOLAT_Mixtures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MITCovAlliance_SIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MOBS_GLEAM_COVID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,1.0,3.0,2.0,5.0,1.0,6.0,3.0,5.0,4.0,0.0,1.0,,,,,
reich_OliverWyman_Navigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_PSI_DRAFT,,,,0.0,0.0,,0.0,0.0,2.0,3.0,5.0,10.0,9.0,8.0,9.0,7.0,5.0,4.0,6.0,7.0,7.0,3.0,4.0,3.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
reich_RobertWalraven_ESG,,,,,,,,0.0,2.0,3.0,,8.0,8.0,5.0,8.0,7.0,4.0,8.0,5.0,4.0,7.0,4.0,8.0,15.0,9.0,4.0,2.0,0.0,2.0,1.0,2.0,0.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_TTU_squider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCLA_SuEIR,,,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,8.0,7.0,2.0,6.0,2.0,3.0,6.0,7.0,8.0,3.0,8.0,6.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UMass_MechBayes,,,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,6.0,4.0,4.0,1.0,2.0,1.0,0.0,3.0,4.0,1.0,1.0,22.0,8.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0
reich_UMich_RidgeTfReg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_USACE_ERDC_SEIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UT_Mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIkJaun1_hyper7,,,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0
SIkJaun1_hyper7_smooth7,,,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,13.0,2.0,4.0,4.0,2.0,2.0,2.0,5.0,1.0,5.0,4.0,0.0,8.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0
SIkJaun1_window_noval,,,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,6.0,4.0,4.0,3.0,2.0,2.0,0.0,4.0,1.0,4.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
SIkJaun10_hyper7,,,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0
SIkJaun10_hyper7_smooth7,,,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,13.0,2.0,4.0,4.0,2.0,2.0,2.0,5.0,1.0,5.0,4.0,0.0,8.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0
SIkJaun10_window_noval,,,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,6.0,4.0,4.0,3.0,2.0,2.0,0.0,4.0,1.0,4.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
UMich_RidgeTfReg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC_SI_kJalpha,,,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,0.0,2.0,5.0,1.0,4.0,3.0,3.0,2.0,5.0,5.0,2.0,10.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,
YYG_ParamSearch,,,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
