,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_TTU_squider,,,,,,,,,,,,,,,,10.0,8.0,1.0,2.0,6.0,4.0,9.0,14.0,3.0,11.0,
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,9.0,1.0,9.0,0.0,4.0,1.0,4.0,7.0,12.0,4.0,
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,2.0,4.0,2.0,18.0,3.0,
reich_UCLA_SuEIR,,,6.0,4.0,5.0,11.0,4.0,1.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,8.0,0.0,2.0,4.0,4.0,5.0,1.0,7.0,29.0,2.0,
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,4.0,12.0,2.0,2.0,10.0,11.0,19.0,
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,2.0,5.0,6.0,5.0,11.0,5.0,0.0,1.0,7.0,1.0,5.0,0.0,13.0,0.0,
reich_UMass_MechBayes,,,1.0,4.0,6.0,1.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,10.0,0.0,5.0,0.0,6.0,3.0,10.0,5.0,15.0,1.0,
reich_UMich_RidgeTfReg,,,,,4.0,,,7.0,,11.0,13.0,11.0,10.0,12.0,6.0,7.0,2.0,5.0,1.0,5.0,,,,,,
reich_USACE_ERDC_SEIR,,,5.0,8.0,5.0,3.0,8.0,7.0,5.0,8.0,8.0,5.0,5.0,10.0,9.0,,5.0,,20.0,,,40.0,58.0,85.0,,
reich_UT_Mobility,,,11.0,10.0,0.0,1.0,4.0,,3.0,0.0,,,5.0,0.0,3.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,21.0,4.0,32.0,
UMich_RidgeTfReg,6.0,21.0,19.0,22.0,11.0,16.0,18.0,9.0,4.0,7.0,8.0,3.0,2.0,4.0,1.0,8.0,,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,
USC_SI_kJalpha,,,1.0,5.0,10.0,4.0,6.0,1.0,6.0,0.0,4.0,2.0,1.0,2.0,2.0,10.0,1.0,9.0,2.0,5.0,3.0,3.0,2.0,19.0,5.0,
YYG_ParamSearch,,,4.0,4.0,6.0,2.0,10.0,6.0,1.0,3.0,4.0,0.0,0.0,2.0,2.0,10.0,,,,,,,,,,
