,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_CU_nochange,,,,,,,,,,,,,,,,,15.0,2.0,6.0,14.0,13.0,10.0,2.0,60.0,84.0,39.0
reich_CU_scenario_high,,,,,,,,,,,,,,,,,15.0,1.0,5.0,14.0,13.0,10.0,3.0,61.0,82.0,38.0
reich_CU_scenario_low,,,,,,,,,,,,,,,,,14.0,0.0,5.0,11.0,14.0,9.0,3.0,60.0,83.0,39.0
reich_CU_scenario_mid,,,,,,,,,,,,,,,,,14.0,2.0,6.0,15.0,14.0,9.0,2.0,59.0,82.0,38.0
reich_CU_select,,,,25.0,10.0,37.0,16.0,3.0,6.0,23.0,10.0,13.0,19.0,12.0,4.0,14.0,14.0,2.0,6.0,15.0,14.0,9.0,3.0,60.0,83.0,39.0
reich_DDS_NBDS,,,,,,,56.0,68.0,131.0,21.0,20.0,8.0,23.0,28.0,31.0,2.0,4.0,19.0,34.0,21.0,42.0,19.0,29.0,39.0,67.0,1.0
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,,3.0,23.0,36.0,22.0,9.0,23.0,16.0,24.0,57.0,3.0
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,,4.0,17.0,33.0,12.0,24.0,10.0,28.0,11.0,32.0,3.0
reich_GT_DeepCOVID,,,,,12.0,27.0,12.0,23.0,9.0,10.0,12.0,10.0,1.0,7.0,5.0,1.0,0.0,5.0,25.0,12.0,30.0,29.0,18.0,0.0,53.0,11.0
reich_IHME_CurveFit,,,,15.0,,40.0,26.0,5.0,15.0,,1.0,9.0,41.0,,1.0,1.0,,,14.0,35.0,,,,19.0,,29.0
reich_IowaStateLW_STEM,,,,3.0,15.0,36.0,18.0,11.0,,32.0,6.0,10.0,7.0,8.0,16.0,5.0,2.0,20.0,33.0,19.0,27.0,27.0,20.0,23.0,43.0,14.0
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,,3.0,20.0,,8.0,26.0,44.0,4.0,50.0,84.0,
reich_JCB_PRM,,,,,,,15.0,21.0,8.0,13.0,9.0,3.0,1.0,5.0,4.0,1.0,5.0,15.0,29.0,11.0,15.0,24.0,38.0,16.0,18.0,28.0
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,,18.0,,7.0,10.0,4.0,12.0,37.0,4.0,29.0,33.0
reich_JHU_IDD_CovidSP,,,,2.0,2.0,8.0,22.0,49.0,63.0,44.0,44.0,39.0,31.0,33.0,23.0,14.0,16.0,10.0,26.0,23.0,47.0,61.0,2.0,48.0,59.0,25.0
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,23.0,24.0,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,17.0,1.0,4.0,3.0,9.0,16.0,11.0,18.0,11.0,35.0,23.0,5.0,55.0,55.0,12.0
reich_LANL_GrowthRate,,,,8.0,16.0,36.0,24.0,22.0,8.0,34.0,11.0,4.0,3.0,9.0,1.0,6.0,8.0,28.0,38.0,32.0,3.0,0.0,4.0,45.0,56.0,23.0
reich_LNQ_ens1,,,,,,30.0,18.0,5.0,2.0,23.0,5.0,1.0,3.0,1.0,1.0,6.0,4.0,17.0,26.0,6.0,15.0,19.0,19.0,21.0,66.0,6.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,14.0,4.0,14.0,1.0,12.0,8.0,30.0,1.0,43.0,7.0
reich_MITCovAlliance_SIR,,,,8.0,21.0,39.0,18.0,1.0,,13.0,,,43.0,76.0,115.0,7.0,,,43.0,,,,,,,
reich_MOBS_GLEAM_COVID,,,,15.0,21.0,36.0,8.0,44.0,16.0,5.0,16.0,0.0,1.0,5.0,14.0,10.0,8.0,7.0,20.0,3.0,5.0,8.0,32.0,2.0,27.0,15.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,12.0,,10.0,14.0,16.0,16.0,29.0,5.0
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,11.0,2.0,20.0,8.0,16.0,13.0,9.0,49.0,43.0,26.0
reich_OliverWyman_Navigator,,,,10.0,11.0,26.0,12.0,21.0,10.0,15.0,4.0,48.0,3.0,21.0,13.0,1.0,4.0,8.0,29.0,15.0,18.0,15.0,24.0,2.0,12.0,37.0
reich_PSI_DRAFT,,,,17.0,27.0,24.0,68.0,137.0,115.0,18.0,4.0,7.0,8.0,9.0,2.0,7.0,7.0,32.0,48.0,16.0,14.0,30.0,44.0,21.0,7.0,13.0
reich_RobertWalraven_ESG,,,,17.0,26.0,49.0,30.0,21.0,14.0,42.0,16.0,20.0,22.0,12.0,10.0,25.0,20.0,38.0,42.0,39.0,3.0,32.0,13.0,24.0,35.0,57.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,4.0,9.0,3.0,4.0,9.0,5.0,3.0,6.0,25.0,8.0,8.0,15.0,42.0,12.0,16.0,1.0
reich_TTU_squider,,,,,,,,,,,,,,,,,12.0,34.0,49.0,26.0,0.0,9.0,15.0,34.0,54.0,28.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,22.0,6.0,22.0,2.0,13.0,1.0,23.0,29.0,70.0,8.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,9.0,22.0,12.0,68.0,65.0
reich_UCLA_SuEIR,,,,15.0,20.0,38.0,14.0,15.0,19.0,30.0,4.0,8.0,2.0,8.0,4.0,8.0,2.0,18.0,35.0,19.0,23.0,47.0,5.0,38.0,89.0,23.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,37.0,9.0,17.0,10.0,35.0,7.0,4.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,8.0,6.0,19.0,15.0,7.0,4.0,16.0,9.0,0.0,4.0,37.0,7.0,21.0,23.0
reich_UMass_MechBayes,,,,9.0,10.0,28.0,18.0,1.0,12.0,33.0,9.0,5.0,8.0,1.0,2.0,7.0,4.0,19.0,27.0,2.0,8.0,30.0,10.0,36.0,72.0,27.0
reich_UMich_RidgeTfReg,,,,,,,,,2.0,,1.0,1.0,0.0,0.0,2.0,7.0,3.0,22.0,36.0,22.0,31.0,,,,,
reich_USACE_ERDC_SEIR,,,,10.0,11.0,1.0,7.0,0.0,6.0,19.0,5.0,8.0,5.0,2.0,0.0,1.0,,4.0,,0.0,,,21.0,16.0,32.0,
reich_UT_Mobility,,,,16.0,2.0,26.0,141.0,195.0,,3.0,14.0,,,8.0,16.0,18.0,7.0,29.0,41.0,6.0,15.0,3.0,15.0,59.0,47.0,27.0
UMich_RidgeTfReg,,0.0,6.0,15.0,23.0,46.0,8.0,113.0,5.0,42.0,9.0,20.0,2.0,8.0,4.0,6.0,3.0,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,28.0,13.0,,,,
USC_SI_kJalpha,,,,5.0,10.0,21.0,4.0,12.0,9.0,18.0,6.0,4.0,5.0,9.0,5.0,1.0,6.0,9.0,31.0,4.0,11.0,17.0,22.0,14.0,67.0,4.0
YYG_ParamSearch,,,,15.0,17.0,24.0,3.0,29.0,11.0,15.0,8.0,5.0,3.0,7.0,4.0,5.0,1.0,,,,,,,,,
