,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,11.0,11.0,26.0,22.0,14.0,37.0,171.0,193.0,436.0,162.0,
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,29.0,261.0,93.0,547.0,165.0,
reich_UCLA_SuEIR,,,15.0,17.0,2.0,22.0,14.0,36.0,48.0,4.0,0.0,8.0,38.0,42.0,31.0,55.0,12.0,88.0,7.0,57.0,52.0,275.0,114.0,548.0,131.0,
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,31.0,2.0,69.0,352.0,131.0,396.0,575.0,
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,45.0,50.0,16.0,94.0,78.0,5.0,67.0,45.0,5.0,13.0,253.0,69.0,368.0,209.0,
reich_UMass_MechBayes,,,19.0,31.0,26.0,23.0,13.0,51.0,3.0,4.0,3.0,16.0,18.0,44.0,13.0,26.0,17.0,44.0,8.0,5.0,3.0,153.0,125.0,330.0,300.0,
reich_UMich_RidgeTfReg,,,,,1.0,,,6.0,,41.0,62.0,134.0,97.0,89.0,62.0,0.0,22.0,59.0,13.0,22.0,,,,,,
reich_USACE_ERDC_SEIR,,,65.0,71.0,97.0,244.0,249.0,230.0,250.0,210.0,197.0,186.0,153.0,160.0,222.0,,213.0,,322.0,,,323.0,735.0,906.0,,
reich_UT_Mobility,,,6.0,35.0,32.0,14.0,10.0,,8.0,6.0,,,39.0,102.0,32.0,57.0,35.0,81.0,67.0,38.0,79.0,70.0,243.0,72.0,63.0,
UMich_RidgeTfReg,231.0,214.0,158.0,158.0,68.0,73.0,49.0,12.0,54.0,46.0,45.0,46.0,12.0,22.0,40.0,0.0,,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,15.0,52.0,,,,,
USC_SI_kJalpha,,,52.0,77.0,16.0,7.0,10.0,46.0,11.0,17.0,4.0,25.0,22.0,22.0,47.0,32.0,34.0,47.0,39.0,10.0,22.0,209.0,127.0,218.0,343.0,
YYG_ParamSearch,,,4.0,22.0,20.0,5.0,0.0,42.0,15.0,3.0,3.0,7.0,35.0,48.0,28.0,12.0,,,,,,,,,,
