,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_RobertWalraven_ESG,,,5.0,6.0,9.0,13.0,9.0,7.0,2.0,11.0,2.0,12.0,18.0,7.0,7.0,20.0,25.0,29.0,59.0,5.0,35.0,3.0,60.0,141.0,35.0,
reich_RPI_UW_Mob_Collision,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,6.0,1.0,4.0,9.0,3.0,9.0,0.0,0.0,12.0,23.0,4.0,17.0,8.0,26.0,26.0,19.0,
reich_TTU_squider,,,,,,,,,,,,,,,,12.0,13.0,2.0,15.0,38.0,37.0,37.0,31.0,38.0,9.0,
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,7.0,2.0,26.0,29.0,7.0,27.0,3.0,22.0,6.0,35.0,
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,7.0,14.0,29.0,1.0,23.0,
reich_UCLA_SuEIR,,,5.0,4.0,3.0,7.0,2.0,10.0,2.0,7.0,1.0,7.0,8.0,6.0,1.0,9.0,9.0,27.0,59.0,12.0,9.0,56.0,6.0,0.0,16.0,
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,53.0,10.0,28.0,7.0,70.0,69.0,16.0,
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,9.0,4.0,9.0,5.0,3.0,1.0,14.0,12.0,34.0,30.0,11.0,34.0,23.0,2.0,
reich_UMass_MechBayes,,,3.0,0.0,1.0,4.0,1.0,6.0,3.0,5.0,0.0,4.0,9.0,6.0,8.0,3.0,5.0,11.0,24.0,10.0,16.0,9.0,39.0,25.0,2.0,
reich_UMich_RidgeTfReg,,,,,7.0,,,8.0,,11.0,8.0,10.0,14.0,5.0,3.0,8.0,13.0,34.0,46.0,19.0,,,,,,
reich_USACE_ERDC_SEIR,,,1.0,1.0,6.0,8.0,3.0,5.0,3.0,3.0,2.0,7.0,11.0,3.0,3.0,,4.0,,26.0,,,4.0,14.0,40.0,,
reich_UT_Mobility,,,5.0,0.0,3.0,2.0,11.0,,4.0,6.0,,,10.0,18.0,13.0,4.0,9.0,21.0,27.0,9.0,76.0,7.0,3.0,12.0,24.0,
UMich_RidgeTfReg,1.0,0.0,5.0,7.0,7.0,10.0,0.0,8.0,1.0,7.0,3.0,8.0,10.0,3.0,1.0,8.0,,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,7.0,17.0,,,,,
USC_SI_kJalpha,,,3.0,1.0,10.0,9.0,1.0,8.0,4.0,10.0,0.0,5.0,7.0,3.0,7.0,2.0,2.0,16.0,23.0,12.0,17.0,0.0,29.0,40.0,31.0,
YYG_ParamSearch,,,5.0,4.0,2.0,5.0,1.0,6.0,3.0,5.0,2.0,5.0,9.0,1.0,2.0,4.0,,,,,,,,,,
