,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19,2020-12-19-2020-12-26,2020-12-26-2021-01-02,2021-01-02-2021-01-09,2021-01-09-2021-01-16,2021-01-16-2021-01-23,2021-01-23-2021-01-30
reich_LNQ_ens1,,,,,,,0.0,2.0,8.0,6.0,21.0,3.0,11.0,14.0,5.0,3.0,16.0,18.0,16.0,11.0,6.0,16.0,21.0,24.0,26.0,74.0,1.0,14.0,55.0,46.0,25.0,16.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,42.0,13.0,20.0,1.0,42.0
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,,8.0,5.0,5.0,16.0,29.0,34.0,39.0,49.0,46.0,2.0,41.0,18.0,31.0,3.0,50.0
reich_MIT_ISOLAT_Mixtures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MITCovAlliance_SIR,,,,,37.0,9.0,1.0,5.0,8.0,,22.0,,,23.0,43.0,56.0,18.0,,,4.0,,,,,,,,,,,1.0,27.0
reich_MOBS_GLEAM_COVID,,,,,17.0,3.0,62.0,11.0,35.0,1.0,16.0,6.0,0.0,14.0,4.0,16.0,3.0,20.0,19.0,20.0,1.0,12.0,22.0,28.0,38.0,41.0,17.0,56.0,7.0,31.0,28.0,82.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,,2.0,,0.0,6.0,32.0,41.0,42.0,21.0,,,,,
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,,10.0,10.0,1.0,7.0,5.0,5.0,0.0,9.0,7.0,45.0,33.0,,,,
reich_OliverWyman_Navigator,,,,,11.0,2.0,17.0,14.0,3.0,2.0,15.0,4.0,0.0,13.0,8.0,10.0,7.0,9.0,4.0,0.0,9.0,10.0,25.0,24.0,38.0,51.0,6.0,53.0,5.0,26.0,22.0,51.0
reich_PSI_DRAFT,,,,,5.0,21.0,2.0,0.0,8.0,6.0,21.0,1.0,16.0,30.0,7.0,8.0,2.0,13.0,6.0,13.0,4.0,20.0,38.0,33.0,51.0,93.0,26.0,3.0,31.0,25.0,58.0,37.0
reich_RobertWalraven_ESG,,,,,9.0,6.0,83.0,9.0,5.0,7.0,23.0,1.0,20.0,3.0,3.0,10.0,18.0,25.0,23.0,13.0,28.0,29.0,35.0,52.0,69.0,90.0,13.0,26.0,83.0,22.0,19.0,77.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,7.0,22.0,1.0,14.0,14.0,9.0,,,,,,,,,,,,,,,,,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,,9.0,5.0,10.0,1.0,4.0,3.0,12.0,10.0,1.0,2.0,4.0,12.0,40.0,50.0,78.0,6.0,26.0,76.0,75.0,35.0,15.0
reich_TTU_squider,,,,,,,,,,,,,,,,,,39.0,22.0,23.0,39.0,54.0,69.0,81.0,77.0,75.0,22.0,27.0,45.0,5.0,7.0,11.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,,18.0,16.0,10.0,22.0,21.0,41.0,22.0,79.0,50.0,47.0,40.0,127.0,82.0,70.0,48.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCLA_SuEIR,,,,,9.0,4.0,7.0,10.0,5.0,2.0,15.0,6.0,7.0,12.0,2.0,3.0,12.0,19.0,20.0,20.0,18.0,28.0,47.0,47.0,59.0,71.0,23.0,1.0,58.0,64.0,52.0,41.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,,11.0,4.0,22.0,30.0,19.0,37.0,4.0,,3.0,54.0,11.0,44.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,19.0,2.0,21.0,3.0,18.0,15.0,14.0,7.0,6.0,16.0,22.0,32.0,33.0,27.0,68.0,19.0,7.0,38.0,99.0
reich_UMass_MechBayes,,,,,3.0,13.0,1.0,3.0,6.0,4.0,20.0,2.0,11.0,15.0,5.0,0.0,9.0,14.0,1.0,19.0,32.0,12.0,1.0,19.0,2.0,30.0,27.0,47.0,26.0,33.0,27.0,75.0
reich_UMich_RidgeTfReg,,,,,,,9.0,,,11.0,,,22.0,17.0,24.0,23.0,6.0,9.0,9.0,2.0,5.0,15.0,,,,,,,3.0,3.0,1.0,22.0
reich_USACE_ERDC_SEIR,,,,,3.0,12.0,13.0,21.0,15.0,20.0,7.0,28.0,10.0,7.0,16.0,11.0,1.0,,9.0,,29.0,,,65.0,98.0,125.0,,,,,,
reich_UT_Mobility,,,,,12.0,4.0,2.0,3.0,9.0,,21.0,3.0,,,6.0,15.0,12.0,20.0,17.0,7.0,9.0,18.0,35.0,48.0,68.0,82.0,38.0,8.0,47.0,,,2.0
SIkJaun1_hyper7,,,,,4.0,12.0,15.0,11.0,3.0,2.0,17.0,6.0,6.0,11.0,2.0,9.0,8.0,10.0,5.0,3.0,21.0,8.0,5.0,20.0,32.0,37.0,13.0,13.0,57.0,41.0,53.0,12.0
SIkJaun1_hyper7_smooth7,,,,,4.0,6.0,17.0,14.0,4.0,2.0,16.0,8.0,1.0,13.0,2.0,21.0,7.0,8.0,4.0,16.0,30.0,10.0,6.0,8.0,23.0,62.0,5.0,43.0,53.0,49.0,55.0,12.0
SIkJaun1_window_noval,,,,,4.0,13.0,12.0,11.0,3.0,2.0,17.0,6.0,7.0,12.0,2.0,9.0,9.0,12.0,5.0,6.0,14.0,7.0,23.0,21.0,51.0,47.0,14.0,4.0,66.0,47.0,56.0,14.0
SIkJaun10_hyper7,,,,,4.0,12.0,15.0,11.0,3.0,2.0,17.0,6.0,7.0,11.0,3.0,9.0,9.0,10.0,5.0,3.0,22.0,4.0,6.0,22.0,35.0,40.0,9.0,0.0,63.0,46.0,60.0,26.0
SIkJaun10_hyper7_smooth7,,,,,4.0,6.0,16.0,14.0,4.0,2.0,17.0,8.0,1.0,13.0,2.0,21.0,6.0,7.0,4.0,16.0,30.0,7.0,6.0,9.0,27.0,63.0,2.0,32.0,54.0,49.0,60.0,8.0
SIkJaun10_window_noval,,,,,4.0,13.0,12.0,11.0,3.0,2.0,17.0,6.0,7.0,12.0,2.0,9.0,9.0,12.0,5.0,6.0,14.0,6.0,24.0,22.0,52.0,50.0,17.0,9.0,72.0,50.0,58.0,27.0
UMich_RidgeTfReg,,,78.0,77.0,64.0,43.0,29.0,24.0,8.0,7.0,8.0,14.0,5.0,2.0,10.0,10.0,1.0,9.0,,,,,,,,,,,,,,
USC_SI_kJalpha,,,,,7.0,4.0,4.0,9.0,4.0,4.0,19.0,4.0,4.0,13.0,3.0,3.0,7.0,11.0,6.0,11.0,18.0,7.0,20.0,25.0,34.0,62.0,18.0,35.0,51.0,37.0,55.0,15.0
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,13.0,21.0,,,,,,,,,
YYG_ParamSearch,,,,,14.0,4.0,8.0,14.0,2.0,2.0,14.0,7.0,7.0,10.0,2.0,0.0,4.0,4.0,,,,,,,,,,,,,,
 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
