,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,,,9.0,9.0,17.0,28.0,14.0,30.0,33.0,59.0,56.0,96.0,76.0,10.0,28.0,29.0
reich_TTU_squider,,,,,,,,,,,,,,,,,,,39.0,71.0,71.0,116.0,112.0,95.0,106.0,60.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,,,28.0,29.0,25.0,49.0,73.0,20.0,48.0,54.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCLA_SuEIR,,,,,,11.0,9.0,3.0,2.0,7.0,2.0,5.0,11.0,18.0,17.0,33.0,27.0,44.0,51.0,98.0,96.0,128.0,146.0,93.0,136.0,52.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,,,101.0,80.0,57.0,9.0,151.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,,121.0,20.0,17.0,32.0,26.0,22.0,39.0,46.0,43.0,41.0,32.0,131.0
reich_UMass_MechBayes,,,,,,8.0,4.0,0.0,1.0,5.0,7.0,1.0,8.0,86.0,11.0,26.0,6.0,15.0,24.0,39.0,36.0,66.0,23.0,21.0,4.0,27.0
reich_UMich_RidgeTfReg,,,,,,,,2.0,,,5.0,,9.0,10.0,22.0,30.0,21.0,43.0,50.0,83.0,64.0,80.0,42.0,,,
reich_USACE_ERDC_SEIR,,,,,,10.0,9.0,13.0,1.0,2.0,7.0,3.0,7.0,40.0,9.0,17.0,7.0,1.0,,26.0,,56.0,,,28.0,43.0
reich_UT_Mobility,,,,,,2.0,26.0,27.0,7.0,11.0,,22.0,13.0,,,26.0,68.0,32.0,25.0,47.0,62.0,59.0,138.0,271.0,253.0,547.0
UMich_RidgeTfReg,,,,1.0,2.0,4.0,4.0,2.0,0.0,1.0,2.0,2.0,9.0,10.0,22.0,31.0,22.0,43.0,50.0,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,120.0,51.0,,
USC_SI_kJalpha,,,,,,4.0,6.0,13.0,0.0,2.0,15.0,2.0,2.0,7.0,11.0,34.0,14.0,25.0,9.0,32.0,42.0,85.0,95.0,107.0,149.0,90.0
YYG_ParamSearch,,,,,,3.0,4.0,0.0,1.0,1.0,2.0,3.0,10.0,5.0,19.0,27.0,14.0,30.0,28.0,,,,,,,
