,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_CU_nochange,,,,,,,,,,,,,,,,,237.0,123.0,132.0,55.0,111.0,1.0,185.0,505.0,577.0,424.0
reich_CU_scenario_high,,,,,,,,,,,,,,,,,247.0,127.0,146.0,64.0,117.0,8.0,188.0,509.0,574.0,429.0
reich_CU_scenario_low,,,,,,,,,,,,,,,,,219.0,114.0,123.0,47.0,94.0,5.0,185.0,502.0,570.0,424.0
reich_CU_scenario_mid,,,,,,,,,,,,,,,,,244.0,127.0,143.0,62.0,112.0,11.0,185.0,508.0,573.0,414.0
reich_CU_select,,,,195.0,488.0,1099.0,407.0,90.0,274.0,6.0,92.0,232.0,62.0,170.0,59.0,262.0,244.0,127.0,143.0,62.0,112.0,11.0,185.0,502.0,570.0,424.0
reich_DDS_NBDS,,,,,,,1044.0,1167.0,2357.0,14.0,308.0,143.0,211.0,37.0,179.0,206.0,154.0,237.0,115.0,260.0,377.0,401.0,299.0,406.0,549.0,325.0
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,,6.0,65.0,166.0,264.0,200.0,93.0,127.0,201.0,225.0,96.0
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,,130.0,48.0,27.0,136.0,124.0,231.0,24.0,214.0,41.0,257.0
reich_GT_DeepCOVID,,,,,459.0,,,,,205.0,193.0,248.0,177.0,72.0,210.0,,164.0,79.0,106.0,174.0,51.0,162.0,181.0,212.0,50.0,82.0
reich_IHME_CurveFit,,,,543.0,,693.0,229.0,144.0,65.0,,795.0,776.0,273.0,,41.0,214.0,,,44.0,186.0,,,,120.0,,176.0
reich_IowaStateLW_STEM,,,,500.0,574.0,923.0,312.0,397.0,,357.0,409.0,302.0,172.0,65.0,234.0,82.0,44.0,44.0,7.0,221.0,227.0,341.0,203.0,65.0,84.0,59.0
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,,103.0,137.0,,49.0,180.0,219.0,20.0,135.0,374.0,
reich_JCB_PRM,,,,,,,57.0,87.0,115.0,138.0,243.0,239.0,104.0,42.0,8.0,103.0,56.0,64.0,6.0,184.0,194.0,249.0,43.0,2.0,14.0,163.0
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,,70.0,,13.0,186.0,228.0,333.0,15.0,9.0,57.0,453.0
reich_JHU_IDD_CovidSP,,,,350.0,467.0,979.0,451.0,127.0,102.0,287.0,174.0,248.0,138.0,21.0,7.0,60.0,24.0,70.0,159.0,294.0,471.0,667.0,312.0,548.0,465.0,552.0
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,621.0,601.0,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,346.0,130.0,235.0,57.0,125.0,215.0,50.0,180.0,80.0,150.0,181.0,75.0,252.0,29.0,219.0
reich_LANL_GrowthRate,,,,857.0,649.0,1284.0,1043.0,628.0,159.0,318.0,150.0,131.0,206.0,1.0,9.0,227.0,138.0,136.0,81.0,368.0,211.0,204.0,268.0,290.0,285.0,88.0
reich_LNQ_ens1,,,,,,874.0,376.0,109.0,116.0,250.0,27.0,49.0,35.0,69.0,9.0,29.0,23.0,108.0,52.0,171.0,222.0,76.0,233.0,24.0,305.0,28.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,254.0
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,0.0,16.0,63.0,294.0,359.0,408.0,188.0,169.0,268.0,184.0
reich_MITCovAlliance_SIR,,,,560.0,931.0,1623.0,1180.0,663.0,,636.0,,,427.0,495.0,503.0,25.0,,,131.0,,,,,,,
reich_MOBS_GLEAM_COVID,,,,694.0,587.0,836.0,751.0,1652.0,19.0,141.0,125.0,85.0,124.0,148.0,59.0,282.0,220.0,197.0,145.0,45.0,68.0,96.0,31.0,2.0,343.0,81.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,35.0,,240.0,375.0,25.0,139.0,175.0,287.0
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,20.0,80.0,122.0,243.0,232.0,381.0,199.0,627.0,488.0,830.0
reich_OliverWyman_Navigator,,,,620.0,365.0,774.0,215.0,451.0,9.0,87.0,9.0,106.0,94.0,39.0,80.0,115.0,83.0,211.0,50.0,35.0,132.0,146.0,86.0,123.0,429.0,806.0
reich_PSI_DRAFT,,,,804.0,941.0,533.0,1047.0,3139.0,47.0,257.0,16.0,164.0,68.0,10.0,52.0,163.0,101.0,85.0,255.0,411.0,88.0,521.0,501.0,83.0,696.0,345.0
reich_RobertWalraven_ESG,,,,926.0,87.0,1860.0,793.0,16.0,702.0,278.0,170.0,131.0,147.0,246.0,337.0,430.0,51.0,37.0,45.0,393.0,487.0,48.0,232.0,708.0,971.0,465.0
reich_RPI_UW_Mob_Collision,,,,,,,,,1074.0,1029.0,805.0,1539.0,419.0,280.0,240.0,235.0,239.0,202.0,104.0,2.0,119.0,117.0,53.0,148.0,167.0,221.0
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,414.0,470.0,116.0,34.0,154.0,293.0,94.0,2.0,47.0,128.0,137.0,138.0,437.0,31.0,105.0,86.0
reich_TTU_squider,,,,,,,,,,,,,,,,,782.0,792.0,748.0,28.0,226.0,328.0,218.0,318.0,242.0,51.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,8.0,85.0,93.0,50.0,208.0,276.0,17.0,88.0,614.0,249.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,190.0,35.0,43.0,483.0,392.0
reich_UCLA_SuEIR,,,,732.0,571.0,1174.0,448.0,650.0,402.0,159.0,155.0,148.0,134.0,36.0,75.0,14.0,53.0,94.0,84.0,235.0,207.0,271.0,139.0,245.0,482.0,127.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,306.0,396.0,491.0,262.0,167.0,82.0,328.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,267.0,90.0,55.0,287.0,229.0,201.0,143.0,35.0,71.0,97.0,62.0,12.0,338.0,101.0
reich_UMass_MechBayes,,,,655.0,315.0,955.0,685.0,394.0,251.0,48.0,110.0,63.0,33.0,39.0,54.0,76.0,47.0,2.0,79.0,83.0,161.0,184.0,212.0,79.0,270.0,53.0
reich_UMich_RidgeTfReg,,,,,,669.0,,,1788.0,,236.0,86.0,90.0,97.0,129.0,60.0,117.0,200.0,38.0,103.0,165.0,,,,,
reich_USACE_ERDC_SEIR,,,,394.0,362.0,709.0,554.0,262.0,256.0,11.0,9.0,94.0,36.0,64.0,16.0,133.0,,139.0,,39.0,,,251.0,201.0,392.0,
reich_UT_Mobility,,,,583.0,168.0,90.0,1111.0,2714.0,,835.0,387.0,,,479.0,269.0,47.0,98.0,171.0,30.0,21.0,93.0,104.0,573.0,687.0,57.0,271.0
UMich_RidgeTfReg,,175.0,508.0,759.0,866.0,315.0,850.0,3193.0,2683.0,885.0,715.0,294.0,170.0,42.0,167.0,0.0,113.0,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,375.0,507.0,,,,
USC_SI_kJalpha,,,,299.0,247.0,436.0,594.0,78.0,100.0,167.0,297.0,29.0,62.0,35.0,57.0,58.0,159.0,149.0,32.0,144.0,24.0,103.0,177.0,121.0,42.0,2.0
YYG_ParamSearch,,,,661.0,489.0,1015.0,388.0,37.0,81.0,122.0,81.0,137.0,56.0,102.0,34.0,43.0,80.0,,,,,,,,,
