,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19,2020-12-19-2020-12-26,2020-12-26-2021-01-02,2021-01-02-2021-01-09,2021-01-09-2021-01-16,2021-01-16-2021-01-23,2021-01-23-2021-01-30
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,,93.0,110.0,,,,,,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,,58.0,91.0,114.0,1.0,47.0,32.0,13.0,12.0,20.0,1.0,27.0,270.0,27.0,128.0,93.0,47.0,22.0,206.0,119.0,107.0
reich_LANL_GrowthRate,,,,,10.0,8.0,30.0,13.0,13.0,50.0,19.0,50.0,40.0,55.0,59.0,14.0,56.0,30.0,82.0,70.0,71.0,7.0,14.0,62.0,165.0,131.0,103.0,72.0,272.0,,179.0,387.0
reich_LNQ_ens1,,,,,,,20.0,36.0,11.0,40.0,5.0,32.0,20.0,39.0,52.0,11.0,40.0,11.0,57.0,5.0,10.0,7.0,8.0,2.0,79.0,117.0,75.0,1.0,122.0,135.0,57.0,175.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,32.0,22.0,20.0,77.0,173.0
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,,116.0,152.0,138.0,164.0,195.0,188.0,277.0,354.0,341.0,353.0,414.0,425.0,453.0,471.0,341.0
reich_MIT_ISOLAT_Mixtures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MITCovAlliance_SIR,,,,,141.0,73.0,79.0,88.0,85.0,,76.0,,,53.0,61.0,24.0,25.0,,,3.0,,,,,,,,,,,7.0,208.0
reich_MOBS_GLEAM_COVID,,,,,27.0,17.0,26.0,15.0,1.0,35.0,11.0,46.0,10.0,39.0,66.0,41.0,3.0,25.0,43.0,8.0,10.0,4.0,15.0,58.0,40.0,25.0,79.0,26.0,43.0,118.0,104.0,92.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,,26.0,,34.0,17.0,66.0,123.0,60.0,111.0,,,,,
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,,40.0,64.0,30.0,24.0,29.0,114.0,195.0,171.0,17.0,190.0,186.0,,,,
reich_OliverWyman_Navigator,,,,,50.0,37.0,61.0,17.0,82.0,9.0,24.0,7.0,5.0,9.0,52.0,31.0,11.0,51.0,38.0,37.0,14.0,8.0,7.0,46.0,103.0,88.0,70.0,63.0,205.0,205.0,12.0,257.0
reich_PSI_DRAFT,,,,,43.0,64.0,52.0,87.0,79.0,95.0,8.0,32.0,32.0,17.0,83.0,49.0,126.0,69.0,72.0,116.0,52.0,109.0,92.0,167.0,227.0,273.0,116.0,214.0,400.0,293.0,36.0,210.0
reich_RobertWalraven_ESG,,,,,78.0,29.0,11.0,20.0,9.0,570.0,6.0,57.0,2.0,45.0,71.0,23.0,95.0,90.0,129.0,9.0,120.0,152.0,100.0,156.0,193.0,204.0,15.0,41.0,119.0,154.0,45.0,389.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,9.0,46.0,35.0,32.0,5.0,51.0,5.0,59.0,41.0,62.0,65.0,26.0,43.0,38.0,129.0,184.0,32.0,55.0,181.0,334.0,305.0,239.0,262.0
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,,16.0,10.0,25.0,64.0,11.0,20.0,17.0,21.0,0.0,3.0,84.0,50.0,73.0,114.0,129.0,237.0,111.0,12.0,180.0,72.0,64.0
reich_TTU_squider,,,,,,,,,,,,,,,,,,45.0,13.0,29.0,13.0,98.0,204.0,188.0,254.0,438.0,184.0,103.0,252.0,388.0,359.0,420.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,,87.0,67.0,23.0,68.0,103.0,157.0,96.0,126.0,13.0,140.0,46.0,266.0,179.0,1.0,69.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCLA_SuEIR,,,,,4.0,22.0,18.0,37.0,6.0,56.0,1.0,22.0,34.0,67.0,72.0,27.0,84.0,56.0,108.0,71.0,105.0,90.0,120.0,172.0,168.0,205.0,83.0,183.0,337.0,275.0,62.0,35.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,,46.0,48.0,8.0,104.0,7.0,62.0,89.0,,47.0,66.0,91.0,442.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,35.0,69.0,46.0,3.0,27.0,42.0,0.0,4.0,10.0,21.0,52.0,34.0,21.0,89.0,42.0,30.0,86.0,110.0,107.0
reich_UMass_MechBayes,,,,,29.0,32.0,3.0,9.0,45.0,25.0,11.0,31.0,5.0,12.0,2.0,58.0,21.0,14.0,60.0,2.0,49.0,59.0,89.0,122.0,38.0,65.0,243.0,76.0,143.0,105.0,13.0,239.0
reich_UMich_RidgeTfReg,,,,,,,32.0,,,79.0,,,,,,207.0,6.0,2.0,52.0,15.0,48.0,62.0,,,,,,,225.0,198.0,38.0,145.0
reich_USACE_ERDC_SEIR,,,,,63.0,94.0,27.0,71.0,120.0,98.0,13.0,60.0,85.0,20.0,49.0,145.0,78.0,,147.0,,289.0,,,839.0,913.0,883.0,,,,,,
reich_UT_Mobility,,,,,116.0,67.0,69.0,94.0,110.0,,111.0,41.0,,,39.0,325.0,115.0,2.0,35.0,95.0,146.0,113.0,76.0,147.0,8.0,196.0,282.0,248.0,384.0,,,706.0
SIkJaun1_hyper7,,,,,7.0,41.0,60.0,12.0,72.0,24.0,28.0,8.0,18.0,10.0,29.0,28.0,12.0,80.0,29.0,26.0,22.0,95.0,76.0,38.0,15.0,80.0,92.0,147.0,39.0,95.0,41.0,190.0
SIkJaun1_hyper7_smooth7,,,,,11.0,70.0,58.0,11.0,110.0,21.0,43.0,9.0,21.0,19.0,34.0,35.0,26.0,122.0,30.0,42.0,44.0,127.0,133.0,133.0,68.0,85.0,132.0,167.0,40.0,190.0,16.0,432.0
SIkJaun1_window_noval,,,,,50.0,40.0,59.0,30.0,73.0,27.0,29.0,7.0,26.0,10.0,26.0,42.0,11.0,52.0,27.0,12.0,22.0,87.0,71.0,39.0,9.0,80.0,87.0,71.0,109.0,95.0,30.0,207.0
SIkJaun10_hyper7,,,,,4.0,41.0,60.0,11.0,72.0,23.0,28.0,7.0,17.0,12.0,32.0,28.0,12.0,81.0,33.0,26.0,22.0,94.0,71.0,36.0,35.0,82.0,83.0,135.0,71.0,102.0,17.0,175.0
SIkJaun10_hyper7_smooth7,,,,,13.0,70.0,58.0,11.0,109.0,26.0,42.0,6.0,21.0,21.0,36.0,36.0,24.0,122.0,35.0,42.0,44.0,124.0,131.0,130.0,13.0,93.0,99.0,181.0,56.0,195.0,40.0,401.0
SIkJaun10_window_noval,,,,,50.0,40.0,59.0,30.0,72.0,27.0,28.0,7.0,26.0,10.0,26.0,42.0,11.0,52.0,27.0,12.0,21.0,86.0,70.0,37.0,11.0,81.0,83.0,64.0,114.0,97.0,25.0,192.0
UMich_RidgeTfReg,,,234.0,202.0,155.0,98.0,60.0,21.0,48.0,18.0,52.0,45.0,36.0,12.0,12.0,33.0,20.0,10.0,,,,,,,,,,,,,,
USC_SI_kJalpha,,,,,79.0,125.0,98.0,30.0,78.0,33.0,31.0,2.0,10.0,96.0,36.0,75.0,22.0,74.0,27.0,38.0,36.0,95.0,68.0,58.0,19.0,108.0,124.0,191.0,27.0,91.0,41.0,174.0
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,55.0,4.0,,,,,,,,,
YYG_ParamSearch,,,,,7.0,52.0,11.0,35.0,26.0,6.0,36.0,5.0,18.0,41.0,57.0,23.0,61.0,7.0,,,,,,,,,,,,,,
 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
