,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,6.0,19.0,,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,3.0,17.0,15.0,26.0,41.0,18.0,1.0,7.0,4.0,30.0,20.0,31.0,23.0,4.0,18.0,
reich_LANL_GrowthRate,,,22.0,17.0,8.0,19.0,5.0,8.0,5.0,5.0,4.0,3.0,8.0,13.0,0.0,6.0,3.0,0.0,4.0,20.0,8.0,6.0,6.0,9.0,33.0,32.0
reich_LNQ_ens1,,,,,6.0,15.0,1.0,6.0,2.0,6.0,4.0,2.0,4.0,0.0,2.0,1.0,15.0,9.0,7.0,18.0,12.0,5.0,47.0,8.0,0.0,
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,34.0,30.0,28.0,36.0,54.0,48.0,58.0,28.0,28.0,45.0,
reich_MITCovAlliance_SIR,,,16.0,14.0,14.0,20.0,1.0,,3.0,,,2.0,10.0,10.0,13.0,,,8.0,,,,,,,,
reich_MOBS_GLEAM_COVID,,,18.0,11.0,3.0,0.0,16.0,2.0,7.0,4.0,7.0,8.0,12.0,1.0,19.0,18.0,2.0,2.0,1.0,12.0,4.0,13.0,9.0,8.0,4.0,
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,9.0,,4.0,8.0,5.0,28.0,22.0,3.0,
reich_NotreDame_mobility,,,,,,,,,,,,,,,,5.0,5.0,4.0,1.0,14.0,35.0,11.0,12.0,4.0,62.0,
reich_OliverWyman_Navigator,,,13.0,4.0,2.0,9.0,0.0,7.0,1.0,2.0,7.0,3.0,5.0,1.0,13.0,7.0,5.0,1.0,4.0,5.0,3.0,8.0,9.0,24.0,30.0,
reich_PSI_DRAFT,,,11.0,13.0,12.0,12.0,21.0,3.0,1.0,0.0,6.0,2.0,1.0,1.0,21.0,27.0,19.0,4.0,7.0,13.0,3.0,15.0,2.0,12.0,1.0,
reich_RobertWalraven_ESG,,,28.0,18.0,31.0,24.0,,20.0,5.0,10.0,4.0,4.0,3.0,5.0,24.0,17.0,8.0,9.0,25.0,34.0,31.0,11.0,39.0,79.0,43.0,
reich_RPI_UW_Mob_Collision,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,3.0,9.0,2.0,7.0,3.0,16.0,11.0,0.0,8.0,0.0,17.0,1.0,6.0,4.0,19.0,31.0,
reich_TTU_squider,,,,,,,,,,,,,,,,25.0,14.0,13.0,2.0,11.0,6.0,28.0,18.0,17.0,36.0,
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,7.0,11.0,6.0,3.0,8.0,3.0,9.0,4.0,14.0,36.0,
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,30.0,8.0,11.0,23.0,9.0,
reich_UCLA_SuEIR,,,12.0,2.0,7.0,5.0,17.0,7.0,6.0,0.0,9.0,1.0,7.0,0.0,19.0,8.0,2.0,1.0,8.0,15.0,7.0,26.0,5.0,5.0,27.0,
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,1.0,10.0,12.0,23.0,138.0,118.0,65.0,
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,7.0,17.0,3.0,16.0,17.0,1.0,6.0,4.0,8.0,8.0,8.0,14.0,14.0,5.0,
reich_UMass_MechBayes,,,12.0,4.0,2.0,8.0,2.0,5.0,1.0,3.0,7.0,7.0,12.0,11.0,9.0,9.0,5.0,8.0,1.0,9.0,4.0,5.0,13.0,3.0,18.0,
reich_UMich_RidgeTfReg,,,,,16.0,,,3.0,,8.0,3.0,6.0,11.0,8.0,13.0,14.0,2.0,2.0,10.0,27.0,,,,,,
reich_USACE_ERDC_SEIR,,,6.0,1.0,11.0,12.0,1.0,5.0,3.0,5.0,4.0,2.0,10.0,9.0,5.0,,18.0,,17.0,,,5.0,24.0,51.0,,
reich_UT_Mobility,,,13.0,3.0,2.0,3.0,16.0,,6.0,2.0,,,7.0,3.0,4.0,12.0,45.0,28.0,17.0,42.0,6.0,14.0,22.0,0.0,43.0,
UMich_RidgeTfReg,2.0,0.0,17.0,16.0,14.0,13.0,2.0,1.0,3.0,1.0,8.0,6.0,9.0,4.0,15.0,14.0,,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,19.0,1.0,,,,,
USC_SI_kJalpha,,,12.0,5.0,3.0,12.0,10.0,3.0,2.0,4.0,9.0,0.0,8.0,2.0,17.0,1.0,8.0,6.0,5.0,13.0,1.0,11.0,14.0,26.0,41.0,
YYG_ParamSearch,,,14.0,1.0,2.0,2.0,15.0,4.0,7.0,4.0,11.0,5.0,10.0,7.0,11.0,9.0,,,,,,,,,,
