,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_CU_scenario_low,,,,,,,,,,,,,,,,5.0,5.0,30.0,0.0,45.0,41.0,10.0,30.0,46.0,55.0,12.0
reich_CU_scenario_mid,,,,,,,,,,,,,,,,5.0,4.0,27.0,1.0,46.0,44.0,12.0,29.0,46.0,55.0,10.0
reich_CU_select,,,17.0,29.0,9.0,23.0,14.0,5.0,10.0,2.0,19.0,12.0,5.0,11.0,22.0,5.0,4.0,27.0,1.0,46.0,44.0,10.0,30.0,46.0,55.0,12.0
reich_DDS_NBDS,,,,,,2.0,20.0,9.0,29.0,5.0,18.0,11.0,10.0,15.0,5.0,9.0,8.0,23.0,5.0,0.0,12.0,39.0,30.0,64.0,40.0,
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,7.0,19.0,31.0,10.0,7.0,24.0,37.0,21.0,75.0,36.0,
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,7.0,19.0,27.0,15.0,3.0,31.0,16.0,36.0,33.0,103.0,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,10.0,2.0,30.0,2.0,16.0,8.0,19.0,41.0,32.0,22.0,
reich_GT_DeepCOVID,,,,4.0,29.0,8.0,22.0,5.0,19.0,6.0,,2.0,6.0,30.0,28.0,14.0,6.0,,15.0,1.0,12.0,,26.0,80.0,47.0,
reich_IHME_CurveFit,,,11.0,,16.0,6.0,7.0,41.0,,9.0,9.0,0.0,,1.0,8.0,,,19.0,26.0,,,,26.0,,14.0,27.0
reich_IowaStateLW_STEM,,,5.0,12.0,10.0,15.0,3.0,,30.0,8.0,29.0,22.0,38.0,72.0,6.0,21.0,6.0,24.0,22.0,36.0,1.0,15.0,52.0,4.0,56.0,
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,2.0,18.0,,18.0,13.0,35.0,59.0,8.0,91.0,,
reich_JCB_PRM,,,,,,7.0,19.0,19.0,18.0,3.0,18.0,7.0,14.0,18.0,5.0,13.0,11.0,35.0,6.0,20.0,8.0,18.0,24.0,45.0,45.0,
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,19.0,,21.0,15.0,23.0,5.0,2.0,75.0,30.0,46.0,
reich_JHU_IDD_CovidSP,,,30.0,16.0,43.0,29.0,49.0,52.0,32.0,11.0,15.0,6.0,10.0,19.0,17.0,25.0,3.0,25.0,11.0,4.0,25.0,72.0,96.0,32.0,90.0,
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,10.0,8.0,,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,25.0,35.0,12.0,10.0,8.0,17.0,21.0,30.0,5.0,21.0,1.0,41.0,3.0,85.0,32.0,
reich_LANL_GrowthRate,,,27.0,20.0,38.0,12.0,2.0,15.0,44.0,27.0,25.0,21.0,2.0,2.0,11.0,2.0,23.0,46.0,7.0,28.0,22.0,44.0,16.0,31.0,28.0,46.0
reich_LNQ_ens1,,,,,18.0,6.0,8.0,9.0,31.0,2.0,16.0,4.0,0.0,3.0,1.0,10.0,15.0,31.0,4.0,25.0,9.0,25.0,66.0,52.0,57.0,
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,72.0,
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,34.0,15.0,15.0,15.0,40.0,44.0,27.0,98.0,35.0,89.0,
reich_MITCovAlliance_SIR,,,34.0,48.0,48.0,26.0,28.0,,4.0,,,25.0,9.0,0.0,28.0,,,15.0,,,,,,,,
reich_MOBS_GLEAM_COVID,,,14.0,22.0,12.0,12.0,14.0,3.0,26.0,12.0,28.0,0.0,20.0,7.0,1.0,15.0,10.0,21.0,14.0,23.0,0.0,14.0,43.0,61.0,59.0,
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,30.0,,25.0,2.0,12.0,54.0,38.0,77.0,
reich_NotreDame_mobility,,,,,,,,,,,,,,,,16.0,25.0,54.0,36.0,28.0,40.0,67.0,59.0,91.0,96.0,
reich_OliverWyman_Navigator,,,12.0,3.0,25.0,8.0,11.0,6.0,23.0,9.0,18.0,8.0,14.0,7.0,0.0,16.0,13.0,25.0,17.0,25.0,11.0,11.0,58.0,3.0,55.0,
reich_PSI_DRAFT,,,15.0,7.0,7.0,4.0,16.0,2.0,30.0,7.0,4.0,42.0,14.0,24.0,17.0,23.0,35.0,60.0,15.0,7.0,24.0,18.0,20.0,57.0,18.0,
reich_RobertWalraven_ESG,,,35.0,16.0,33.0,9.0,5.0,9.0,43.0,16.0,41.0,21.0,10.0,7.0,31.0,4.0,29.0,22.0,3.0,13.0,3.0,13.0,59.0,92.0,151.0,
reich_RPI_UW_Mob_Collision,,,,,,,,3.0,32.0,4.0,,,2.0,8.0,,3.0,16.0,53.0,20.0,,,,,,0.0,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,3.0,16.0,1.0,10.0,11.0,4.0,8.0,9.0,25.0,4.0,17.0,4.0,15.0,31.0,67.0,35.0,
reich_TTU_squider,,,,,,,,,,,,,,,,27.0,9.0,21.0,11.0,10.0,32.0,26.0,83.0,25.0,86.0,
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,18.0,13.0,35.0,2.0,9.0,20.0,24.0,25.0,60.0,31.0,
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,35.0,19.0,95.0,51.0,190.0,
reich_UCLA_SuEIR,,,17.0,10.0,11.0,15.0,21.0,2.0,22.0,12.0,22.0,14.0,12.0,6.0,3.0,9.0,15.0,29.0,7.0,0.0,22.0,22.0,31.0,80.0,69.0,
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,35.0,47.0,11.0,2.0,139.0,44.0,67.0,
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,30.0,25.0,9.0,4.0,14.0,9.0,18.0,20.0,27.0,4.0,10.0,47.0,56.0,70.0,
reich_UMass_MechBayes,,,17.0,8.0,30.0,2.0,12.0,1.0,25.0,1.0,19.0,4.0,12.0,11.0,6.0,14.0,6.0,22.0,4.0,34.0,1.0,11.0,60.0,35.0,54.0,
reich_UMich_RidgeTfReg,,,,,14.0,,,13.0,,23.0,44.0,21.0,6.0,2.0,9.0,0.0,20.0,47.0,18.0,6.0,,,,,,
reich_USACE_ERDC_SEIR,,,6.0,4.0,1.0,19.0,50.0,55.0,22.0,31.0,9.0,18.0,38.0,37.0,34.0,,33.0,,64.0,,,101.0,159.0,147.0,,
reich_UT_Mobility,,,16.0,7.0,25.0,2.0,17.0,,25.0,0.0,,,21.0,18.0,0.0,18.0,9.0,10.0,7.0,23.0,2.0,29.0,18.0,28.0,90.0,
UMich_RidgeTfReg,8.0,5.0,1.0,9.0,9.0,7.0,5.0,1.0,27.0,11.0,32.0,21.0,0.0,7.0,8.0,0.0,,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,13.0,9.0,,,,,
USC_SI_kJalpha,,,6.0,4.0,59.0,11.0,20.0,2.0,23.0,5.0,23.0,2.0,14.0,0.0,3.0,12.0,12.0,22.0,12.0,20.0,7.0,16.0,37.0,48.0,39.0,
YYG_ParamSearch,,,10.0,11.0,16.0,1.0,17.0,3.0,22.0,2.0,23.0,7.0,5.0,8.0,2.0,13.0,,,,,,,,,,
