,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19,2020-12-19-2020-12-26,2020-12-26-2021-01-02,2021-01-02-2021-01-09,2021-01-09-2021-01-16,2021-01-16-2021-01-23,2021-01-23-2021-01-30
reich_CU_scenario_mid,,,,,,,,,,,,,,,,1.0,3.0,0.0,1.0,4.0,7.0,7.0,15.0,36.0,23.0,2.0,24.0,15.0,22.0,26.0,,8.0
reich_CU_select,,,6.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,0.0,1.0,4.0,7.0,7.0,15.0,36.0,23.0,4.0,23.0,15.0,22.0,26.0,,8.0
reich_DDS_NBDS,,,,,,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,7.0,4.0,7.0,25.0,8.0,2.0,9.0,6.0,38.0,28.0,,17.0
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,,,,,,,15.0,4.0,21.0,4.0,6.0,,,32.0,24.0,70.0,19.0
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,3.0,10.0,8.0,3.0,26.0,17.0,14.0,15.0,12.0,14.0,18.0,18.0,19.0
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,15.0,3.0,9.0,15.0,3.0,35.0,20.0,,17.0
reich_GT_DeepCOVID,,,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,4.0,3.0,0.0,18.0,3.0,3.0,5.0,12.0,39.0,21.0,,4.0
reich_IHME_CurveFit,,,4.0,,2.0,0.0,3.0,0.0,,1.0,0.0,2.0,,1.0,0.0,,,1.0,0.0,,,,6.0,,12.0,10.0,,,,,8.0,17.0
reich_IowaStateLW_STEM,,,2.0,4.0,3.0,3.0,6.0,,1.0,6.0,5.0,2.0,2.0,9.0,2.0,1.0,0.0,3.0,5.0,4.0,2.0,2.0,1.0,10.0,8.0,18.0,11.0,15.0,30.0,26.0,,23.0
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,1.0,2.0,,1.0,3.0,8.0,4.0,10.0,26.0,,,,,,,,
reich_JCB_PRM,,,,,,3.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,11.0,6.0,2.0,17.0,3.0,0.0,20.0,10.0,,,,
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,6.0,,4.0,2.0,1.0,6.0,2.0,3.0,19.0,1.0,1.0,7.0,12.0,,21.0,,22.0
reich_JHU_IDD_CovidSP,,,3.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,5.0,4.0,1.0,8.0,25.0,24.0,7.0,17.0,10.0,90.0,77.0,44.0,50.0,,71.0
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,10.0,1.0,10.0,20.0,3.0,5.0,25.0,0.0,53.0,49.0,,33.0
reich_LANL_GrowthRate,,,4.0,5.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,9.0,5.0,4.0,29.0,14.0,4.0,14.0,,37.0,38.0,,8.0
reich_LNQ_ens1,,,,,2.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,4.0,10.0,2.0,8.0,28.0,10.0,10.0,4.0,11.0,46.0,25.0,,5.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,12.0,2.0,35.0,12.0,,15.0
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,7.0,5.0,6.0,7.0,3.0,2.0,3.0,7.0,8.0,4.0,14.0,32.0,13.0,11.0,2.0,45.0,40.0
reich_MIT_ISOLAT_Mixtures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MITCovAlliance_SIR,,,2.0,4.0,1.0,1.0,1.0,,0.0,,,1.0,1.0,3.0,3.0,,,4.0,,,,,,,,,,,53.0,46.0,,
reich_MOBS_GLEAM_COVID,,,4.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,8.0,0.0,5.0,18.0,6.0,6.0,20.0,9.0,28.0,7.0,49.0,2.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,3.0,,1.0,5.0,1.0,2.0,19.0,1.0,,,,,,,
reich_NotreDame_mobility,,,,,,,,,,,,,,,,0.0,3.0,0.0,1.0,3.0,10.0,10.0,16.0,30.0,25.0,25.0,,,,,,
reich_OliverWyman_Navigator,,,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,7.0,4.0,5.0,20.0,11.0,5.0,14.0,6.0,35.0,10.0,37.0,12.0
reich_PSI_DRAFT,,,5.0,5.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,10.0,9.0,11.0,22.0,0.0,21.0,20.0,3.0,35.0,25.0,39.0,35.0
reich_RobertWalraven_ESG,,,5.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,3.0,4.0,8.0,6.0,7.0,32.0,3.0,10.0,4.0,10.0,43.0,34.0,57.0,0.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,7.0,1.0,6.0,5.0,2.0,6.0,28.0,24.0,22.0,21.0,33.0,19.0
reich_TTU_squider,,,,,,,,,,,,,,,,2.0,1.0,5.0,3.0,0.0,7.0,6.0,8.0,11.0,6.0,8.0,9.0,4.0,24.0,18.0,22.0,17.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,5.0,2.0,7.0,3.0,1.0,6.0,4.0,2.0,24.0,6.0,3.0,1.0,14.0,41.0,3.0,46.0,17.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,24.0,11.0,0.0,16.0,,19.0,8.0,34.0,7.0
reich_UCLA_SuEIR,,,3.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,3.0,0.0,1.0,3.0,11.0,2.0,8.0,34.0,26.0,11.0,6.0,30.0,35.0,60.0,,17.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,1.0,1.0,12.0,6.0,1.0,19.0,11.0,,1.0,8.0,47.0,24.0,,6.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,1.0,2.0,3.0,2.0,1.0,0.0,6.0,6.0,1.0,4.0,4.0,0.0,12.0,3.0,18.0,32.0,39.0,15.0,7.0,,11.0
reich_UMass_MechBayes,,,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,4.0,22.0,9.0,4.0,10.0,3.0,34.0,32.0,21.0,6.0
reich_UMich_RidgeTfReg,,,,,,,,1.0,,1.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,3.0,1.0,2.0,,,,,,,2.0,9.0,47.0,12.0,,28.0
reich_USACE_ERDC_SEIR,,,1.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,4.0,3.0,,3.0,,5.0,,,4.0,12.0,0.0,,,,,,,,
reich_UT_Mobility,,,1.0,2.0,2.0,0.0,2.0,,2.0,7.0,,,4.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,18.0,15.0,21.0,7.0,12.0,3.0,,,27.0,,5.0
SIkJaun1_hyper7,,,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,3.0,0.0,4.0,9.0,4.0,1.0,21.0,13.0,5.0,14.0,5.0,45.0,29.0,14.0,3.0
SIkJaun1_hyper7_smooth7,,,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,3.0,5.0,8.0,3.0,23.0,11.0,0.0,33.0,7.0,29.0,17.0,66.0,5.0
SIkJaun1_window_noval,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,3.0,0.0,4.0,8.0,4.0,5.0,28.0,13.0,5.0,14.0,1.0,45.0,31.0,19.0,1.0
SIkJaun10_hyper7,,,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,3.0,0.0,4.0,9.0,4.0,1.0,21.0,13.0,5.0,14.0,5.0,45.0,29.0,14.0,3.0
SIkJaun10_hyper7_smooth7,,,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,3.0,5.0,8.0,3.0,23.0,11.0,0.0,33.0,7.0,29.0,17.0,66.0,5.0
SIkJaun10_window_noval,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,3.0,0.0,4.0,8.0,4.0,5.0,28.0,13.0,5.0,14.0,1.0,45.0,31.0,19.0,1.0
UMich_RidgeTfReg,5.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
USC_SI_kJalpha,,,3.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,3.0,1.0,3.0,6.0,4.0,1.0,21.0,5.0,5.0,16.0,5.0,45.0,29.0,14.0,3.0
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,3.0,9.0,,,,,,,,,,,
YYG_ParamSearch,,,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
