,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_IowaStateLW_STEM,,,17.0,5.0,24.0,27.0,20.0,,37.0,38.0,8.0,13.0,37.0,23.0,4.0,12.0,1.0,16.0,23.0,5.0,30.0,10.0,43.0,22.0,7.0,
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,5.0,22.0,,14.0,6.0,6.0,24.0,17.0,67.0,,
reich_JCB_PRM,,,,,,4.0,5.0,13.0,9.0,9.0,7.0,11.0,16.0,1.0,17.0,17.0,12.0,26.0,23.0,14.0,18.0,18.0,51.0,26.0,16.0,
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,28.0,,2.0,2.0,6.0,11.0,13.0,51.0,18.0,17.0,
reich_JHU_IDD_CovidSP,,,17.0,27.0,27.0,35.0,60.0,72.0,71.0,33.0,50.0,49.0,47.0,20.0,41.0,31.0,3.0,15.0,30.0,31.0,28.0,32.0,53.0,9.0,4.0,
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,22.0,10.0,,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,25.0,30.0,14.0,2.0,47.0,18.0,14.0,31.0,25.0,32.0,6.0,19.0,33.0,40.0,65.0,
reich_LANL_GrowthRate,,,14.0,19.0,33.0,10.0,26.0,24.0,30.0,23.0,12.0,0.0,2.0,14.0,11.0,23.0,30.0,38.0,33.0,19.0,16.0,13.0,8.0,60.0,29.0,40.0
reich_LNQ_ens1,,,,,14.0,18.0,7.0,9.0,17.0,21.0,11.0,10.0,6.0,18.0,11.0,7.0,18.0,13.0,8.0,0.0,5.0,4.0,31.0,21.0,22.0,
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,33.0,10.0,1.0,7.0,15.0,18.0,9.0,80.0,41.0,48.0,
reich_MITCovAlliance_SIR,,,2.0,1.0,19.0,22.0,12.0,,27.0,,,10.0,23.0,16.0,22.0,,,24.0,,,,,,,,
reich_MOBS_GLEAM_COVID,,,6.0,9.0,16.0,14.0,4.0,1.0,24.0,2.0,30.0,14.0,12.0,0.0,27.0,22.0,5.0,16.0,12.0,3.0,4.0,19.0,11.0,48.0,14.0,
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,21.0,,5.0,20.0,0.0,50.0,29.0,1.0,
reich_NotreDame_mobility,,,,,,,,,,,,,,,,10.0,26.0,57.0,36.0,27.0,10.0,68.0,34.0,102.0,53.0,
reich_OliverWyman_Navigator,,,9.0,4.0,14.0,8.0,4.0,6.0,15.0,5.0,30.0,3.0,9.0,16.0,19.0,2.0,21.0,13.0,5.0,12.0,15.0,0.0,35.0,3.0,17.0,
reich_PSI_DRAFT,,,18.0,25.0,27.0,9.0,34.0,36.0,28.0,6.0,50.0,20.0,14.0,15.0,4.0,12.0,25.0,41.0,7.0,10.0,11.0,37.0,36.0,65.0,31.0,
reich_RobertWalraven_ESG,,,22.0,1.0,37.0,38.0,24.0,25.0,25.0,28.0,16.0,10.0,14.0,34.0,19.0,2.0,38.0,17.0,41.0,41.0,7.0,14.0,80.0,52.0,50.0,
reich_RPI_UW_Mob_Collision,,,,,,,,0.0,17.0,16.0,,,,,,,,,,,,,,,,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,12.0,16.0,12.0,8.0,7.0,15.0,17.0,17.0,19.0,15.0,3.0,10.0,8.0,41.0,14.0,28.0,
reich_TTU_squider,,,,,,,,,,,,,,,,75.0,61.0,50.0,16.0,16.0,11.0,33.0,1.0,68.0,65.0,
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,9.0,26.0,23.0,15.0,2.0,15.0,26.0,24.0,49.0,8.0,
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,40.0,31.0,76.0,16.0,92.0,
reich_UCLA_SuEIR,,,13.0,9.0,22.0,6.0,5.0,1.0,19.0,8.0,14.0,4.0,4.0,17.0,12.0,4.0,22.0,18.0,13.0,2.0,1.0,28.0,22.0,65.0,8.0,
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,37.0,13.0,12.0,14.0,153.0,68.0,45.0,
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,22.0,18.0,2.0,31.0,21.0,5.0,13.0,6.0,0.0,7.0,14.0,16.0,42.0,4.0,
reich_UMass_MechBayes,,,6.0,1.0,12.0,5.0,0.0,6.0,19.0,16.0,5.0,7.0,13.0,2.0,17.0,19.0,8.0,11.0,18.0,13.0,8.0,19.0,46.0,16.0,3.0,
reich_UMich_RidgeTfReg,,,,,,,,34.0,,34.0,0.0,1.0,2.0,17.0,3.0,2.0,25.0,27.0,21.0,5.0,,,,,,
reich_USACE_ERDC_SEIR,,,25.0,22.0,12.0,17.0,17.0,31.0,26.0,1.0,13.0,19.0,25.0,17.0,36.0,,42.0,,16.0,,,2.0,72.0,91.0,,
reich_UT_Mobility,,,13.0,3.0,7.0,3.0,16.0,,6.0,1.0,,,37.0,9.0,4.0,7.0,14.0,33.0,7.0,47.0,49.0,50.0,49.0,44.0,80.0,
UMich_RidgeTfReg,7.0,1.0,10.0,11.0,21.0,13.0,4.0,6.0,23.0,18.0,14.0,3.0,2.0,25.0,1.0,3.0,,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,
USC_SI_kJalpha,,,3.0,1.0,4.0,7.0,8.0,7.0,17.0,16.0,14.0,4.0,9.0,18.0,17.0,14.0,22.0,12.0,9.0,1.0,10.0,22.0,46.0,7.0,10.0,
YYG_ParamSearch,,,8.0,8.0,15.0,17.0,3.0,1.0,16.0,15.0,7.0,6.0,9.0,13.0,8.0,9.0,,,,,,,,,,
