,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_DDS_NBDS,,,,,,84.0,20.0,38.0,15.0,26.0,27.0,35.0,196.0,9.0,19.0,48.0,57.0,40.0,64.0,21.0,39.0,63.0,16.0,32.0,55.0,
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,36.0,41.0,,72.0,47.0,15.0,48.0,4.0,35.0,40.0,
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,34.0,7.0,105.0,174.0,46.0,36.0,19.0,116.0,11.0,91.0,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,30.0,75.0,41.0,47.0,42.0,7.0,52.0,36.0,8.0,41.0,
reich_GT_DeepCOVID,,,,90.0,46.0,84.0,17.0,37.0,18.0,45.0,21.0,46.0,195.0,52.0,6.0,8.0,19.0,76.0,15.0,58.0,1.0,59.0,23.0,6.0,42.0,
reich_IHME_CurveFit,,,6.0,,77.0,83.0,75.0,109.0,,105.0,77.0,96.0,,100.0,92.0,,,86.0,23.0,,,,18.0,,71.0,143.0
reich_IowaStateLW_STEM,,,23.0,63.0,3.0,80.0,45.0,,16.0,67.0,24.0,44.0,127.0,28.0,27.0,37.0,30.0,47.0,74.0,86.0,14.0,12.0,64.0,31.0,4.0,
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,41.0,30.0,,80.0,45.0,39.0,31.0,29.0,32.0,,
reich_JCB_PRM,,,,,,76.0,39.0,75.0,25.0,34.0,13.0,50.0,184.0,37.0,1.0,56.0,63.0,36.0,7.0,28.0,30.0,77.0,21.0,1.0,36.0,
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,46.0,,51.0,50.0,62.0,0.0,21.0,60.0,7.0,49.0,
reich_JHU_IDD_CovidSP,,,43.0,71.0,97.0,9.0,38.0,103.0,88.0,3.0,26.0,85.0,153.0,21.0,8.0,47.0,47.0,67.0,19.0,38.0,10.0,29.0,72.0,61.0,1.0,
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,32.0,46.0,,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,35.0,116.0,139.0,41.0,44.0,34.0,50.0,36.0,19.0,59.0,7.0,79.0,16.0,24.0,5.0,
reich_LANL_GrowthRate,,,33.0,41.0,40.0,80.0,51.0,28.0,3.0,47.0,42.0,39.0,201.0,41.0,3.0,41.0,33.0,81.0,2.0,42.0,22.0,80.0,22.0,22.0,26.0,17.0
reich_LNQ_ens1,,,,,20.0,87.0,2.0,61.0,4.0,42.0,24.0,53.0,213.0,46.0,18.0,10.0,0.0,82.0,37.0,35.0,20.0,61.0,28.0,1.0,29.0,
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,39.0,
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,66.0,48.0,60.0,34.0,74.0,43.0,1.0,23.0,14.0,6.0,
reich_MITCovAlliance_SIR,,,43.0,10.0,59.0,52.0,27.0,,5.0,,,30.0,186.0,78.0,8.0,,,25.0,,,,,,,,
reich_MOBS_GLEAM_COVID,,,39.0,9.0,109.0,6.0,15.0,67.0,2.0,72.0,41.0,24.0,169.0,63.0,2.0,18.0,29.0,44.0,62.0,41.0,22.0,32.0,11.0,23.0,49.0,
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,73.0,,40.0,1.0,41.0,30.0,4.0,36.0,
reich_NotreDame_mobility,,,,,,,,,,,,,,,,13.0,7.0,90.0,6.0,23.0,20.0,61.0,111.0,41.0,91.0,
reich_OliverWyman_Navigator,,,8.0,50.0,18.0,89.0,43.0,48.0,38.0,43.0,10.0,51.0,193.0,49.0,4.0,25.0,25.0,75.0,19.0,37.0,28.0,43.0,46.0,57.0,32.0,
reich_PSI_DRAFT,,,37.0,12.0,7.0,84.0,53.0,23.0,22.0,41.0,30.0,115.0,184.0,54.0,30.0,59.0,74.0,88.0,65.0,84.0,23.0,23.0,6.0,32.0,56.0,
reich_RobertWalraven_ESG,,,101.0,4.0,21.0,78.0,32.0,73.0,0.0,61.0,55.0,10.0,231.0,25.0,27.0,25.0,28.0,97.0,14.0,64.0,42.0,12.0,90.0,88.0,100.0,
reich_RPI_UW_Mob_Collision,,,,,,,,73.0,92.0,61.0,31.0,51.0,170.0,98.0,69.0,72.0,33.0,73.0,21.0,96.0,8.0,81.0,24.0,17.0,81.0,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,63.0,17.0,66.0,197.0,11.0,70.0,46.0,29.0,71.0,54.0,57.0,13.0,36.0,27.0,35.0,94.0,
reich_TTU_squider,,,,,,,,,,,,,,,,25.0,48.0,42.0,36.0,35.0,14.0,63.0,44.0,76.0,16.0,
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,25.0,12.0,61.0,43.0,46.0,33.0,53.0,25.0,25.0,72.0,
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,4.0,39.0,63.0,16.0,0.0,
reich_UCLA_SuEIR,,,60.0,31.0,3.0,84.0,95.0,35.0,14.0,67.0,3.0,49.0,225.0,80.0,11.0,27.0,8.0,94.0,61.0,11.0,54.0,36.0,27.0,39.0,68.0,
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,47.0,159.0,6.0,16.0,82.0,45.0,14.0,
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,120.0,199.0,60.0,5.0,16.0,30.0,41.0,69.0,43.0,25.0,28.0,15.0,19.0,41.0,
reich_UMass_MechBayes,,,19.0,48.0,46.0,76.0,11.0,57.0,16.0,46.0,21.0,53.0,186.0,36.0,20.0,42.0,44.0,48.0,36.0,64.0,10.0,25.0,32.0,22.0,29.0,
reich_UMich_RidgeTfReg,,,,,22.0,,,12.0,,82.0,34.0,70.0,168.0,19.0,11.0,63.0,64.0,50.0,51.0,53.0,,,,,,
reich_USACE_ERDC_SEIR,,,19.0,37.0,37.0,14.0,50.0,112.0,104.0,38.0,37.0,89.0,118.0,3.0,25.0,,55.0,,73.0,,,48.0,94.0,91.0,,
reich_UT_Mobility,,,7.0,61.0,29.0,79.0,4.0,,22.0,14.0,,,212.0,154.0,128.0,54.0,39.0,32.0,13.0,18.0,31.0,81.0,45.0,39.0,87.0,
UMich_RidgeTfReg,0.0,17.0,40.0,82.0,71.0,41.0,18.0,61.0,22.0,32.0,9.0,53.0,188.0,4.0,14.0,65.0,,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,51.0,27.0,,,,,
USC_SI_kJalpha,,,27.0,71.0,61.0,98.0,23.0,73.0,3.0,62.0,5.0,68.0,184.0,73.0,62.0,37.0,30.0,77.0,65.0,67.0,36.0,31.0,45.0,1.0,90.0,
YYG_ParamSearch,,,38.0,5.0,10.0,88.0,14.0,73.0,39.0,53.0,34.0,50.0,194.0,9.0,11.0,24.0,,,,,,,,,,
