,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
reich_DDS_NBDS,,,,,,117.0,333.0,319.0,219.0,198.0,94.0,67.0,139.0,199.0,148.0,150.0,73.0,108.0,148.0,130.0,26.0,47.0,115.0,141.0,74.0,
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,26.0,70.0,200.0,239.0,139.0,56.0,65.0,38.0,190.0,15.0,
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,26.0,100.0,20.0,89.0,165.0,180.0,20.0,9.0,4.0,65.0,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,139.0,298.0,8.0,239.0,219.0,23.0,11.0,42.0,93.0,113.0,
reich_GT_DeepCOVID,,,,130.0,25.0,516.0,277.0,646.0,292.0,351.0,315.0,481.0,174.0,172.0,14.0,27.0,249.0,107.0,158.0,144.0,42.0,11.0,124.0,1.0,17.0,
reich_IHME_CurveFit,,,107.0,,102.0,399.0,116.0,115.0,,245.0,257.0,198.0,,125.0,115.0,,,177.0,321.0,,,,91.0,,109.0,75.0
reich_IowaStateLW_STEM,,,210.0,146.0,63.0,247.0,203.0,,260.0,303.0,133.0,22.0,53.0,130.0,5.0,52.0,111.0,99.0,263.0,125.0,67.0,43.0,101.0,110.0,37.0,
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,124.0,152.0,,186.0,49.0,2.0,22.0,47.0,149.0,,
reich_JCB_PRM,,,,,,317.0,158.0,52.0,183.0,157.0,36.0,163.0,195.0,260.0,112.0,43.0,71.0,210.0,371.0,298.0,149.0,11.0,64.0,144.0,27.0,
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,48.0,,116.0,122.0,26.0,32.0,31.0,2.0,98.0,80.0,
reich_JHU_IDD_CovidSP,,,12.0,146.0,294.0,538.0,183.0,225.0,127.0,165.0,201.0,10.0,29.0,73.0,45.0,13.0,233.0,89.0,19.0,24.0,113.0,152.0,221.0,143.0,187.0,
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,152.0,59.0,,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,562.0,503.0,483.0,541.0,402.0,28.0,160.0,179.0,482.0,318.0,81.0,72.0,50.0,148.0,14.0,
reich_LANL_GrowthRate,,,218.0,133.0,88.0,511.0,189.0,342.0,116.0,206.0,163.0,309.0,122.0,151.0,100.0,41.0,193.0,81.0,51.0,47.0,131.0,64.0,28.0,45.0,84.0,39.0
reich_LNQ_ens1,,,,,6.0,326.0,54.0,243.0,153.0,48.0,98.0,206.0,145.0,127.0,69.0,42.0,9.0,82.0,113.0,40.0,71.0,20.0,75.0,60.0,147.0,
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,62.0,
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,87.0,285.0,42.0,130.0,105.0,57.0,107.0,34.0,18.0,11.0,
reich_MITCovAlliance_SIR,,,137.0,287.0,627.0,931.0,451.0,,494.0,,,84.0,321.0,427.0,53.0,,,50.0,,,,,,,,
reich_MOBS_GLEAM_COVID,,,225.0,391.0,128.0,228.0,394.0,422.0,128.0,109.0,115.0,277.0,226.0,303.0,111.0,160.0,188.0,29.0,180.0,56.0,1.0,129.0,255.0,4.0,105.0,
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,70.0,,39.0,51.0,25.0,66.0,67.0,68.0,
reich_NotreDame_mobility,,,,,,,,,,,,,,,,32.0,219.0,68.0,96.0,98.0,200.0,123.0,29.0,27.0,4.0,
reich_OliverWyman_Navigator,,,57.0,151.0,119.0,304.0,44.0,254.0,187.0,86.0,56.0,174.0,62.0,115.0,157.0,68.0,66.0,167.0,198.0,46.0,27.0,5.0,8.0,35.0,7.0,
reich_PSI_DRAFT,,,313.0,434.0,33.0,117.0,598.0,298.0,184.0,251.0,36.0,235.0,145.0,205.0,96.0,75.0,327.0,50.0,76.0,83.0,105.0,1.0,87.0,224.0,387.0,
reich_RobertWalraven_ESG,,,460.0,421.0,237.0,522.0,466.0,8.0,176.0,306.0,215.0,411.0,414.0,472.0,308.0,13.0,409.0,164.0,168.0,232.0,5.0,18.0,80.0,60.0,64.0,
reich_RPI_UW_Mob_Collision,,,,,,,,125.0,461.0,303.0,179.0,31.0,22.0,77.0,84.0,125.0,113.0,173.0,263.0,124.0,14.0,46.0,58.0,58.0,31.0,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,434.0,86.0,214.0,126.0,101.0,100.0,78.0,150.0,146.0,319.0,197.0,93.0,33.0,69.0,73.0,97.0,
reich_TTU_squider,,,,,,,,,,,,,,,,142.0,157.0,385.0,461.0,119.0,153.0,125.0,178.0,154.0,206.0,
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,16.0,135.0,80.0,177.0,121.0,16.0,30.0,43.0,110.0,7.0,
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,35.0,51.0,60.0,178.0,117.0,
reich_UCLA_SuEIR,,,137.0,179.0,157.0,197.0,392.0,77.0,296.0,77.0,108.0,121.0,71.0,72.0,92.0,23.0,197.0,181.0,134.0,39.0,43.0,35.0,47.0,109.0,35.0,
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,99.0,137.0,16.0,157.0,8.0,168.0,158.0,
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,285.0,259.0,296.0,254.0,150.0,180.0,40.0,184.0,62.0,1.0,126.0,261.0,0.0,115.0,
reich_UMass_MechBayes,,,9.0,3.0,4.0,333.0,49.0,245.0,89.0,7.0,26.0,131.0,74.0,135.0,28.0,20.0,165.0,51.0,168.0,160.0,119.0,85.0,90.0,32.0,26.0,
reich_UMich_RidgeTfReg,,,,,203.0,,,277.0,,67.0,79.0,67.0,65.0,6.0,129.0,62.0,225.0,143.0,200.0,51.0,,,,,,
reich_USACE_ERDC_SEIR,,,259.0,93.0,298.0,263.0,78.0,79.0,85.0,12.0,16.0,300.0,266.0,366.0,264.0,,451.0,,45.0,,,68.0,93.0,111.0,,
reich_UT_Mobility,,,115.0,35.0,263.0,194.0,642.0,,526.0,200.0,,,188.0,236.0,231.0,201.0,1027.0,443.0,188.0,139.0,28.0,19.0,189.0,106.0,723.0,
UMich_RidgeTfReg,6.0,62.0,223.0,380.0,9.0,219.0,595.0,34.0,293.0,260.0,260.0,258.0,74.0,26.0,142.0,49.0,,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,89.0,20.0,,,,,
USC_SI_kJalpha,,,137.0,245.0,38.0,405.0,136.0,132.0,161.0,63.0,64.0,172.0,11.0,206.0,138.0,42.0,156.0,162.0,295.0,123.0,5.0,11.0,36.0,80.0,20.0,
YYG_ParamSearch,,,178.0,154.0,61.0,315.0,160.0,70.0,183.0,18.0,9.0,161.0,124.0,128.0,16.0,57.0,,,,,,,,,,
