,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19,2020-12-19-2020-12-26,2020-12-26-2021-01-02,2021-01-02-2021-01-09,2021-01-09-2021-01-16,2021-01-16-2021-01-23,2021-01-23-2021-01-30
reich_RPI_UW_Mob_Collision,,,,,,,,,,,3.0,6.0,26.0,3.0,39.0,61.0,82.0,149.0,160.0,194.0,221.0,219.0,242.0,344.0,203.0,223.0,26.0,118.0,241.0,35.0,157.0,24.0
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,,,25.0,3.0,18.0,45.0,64.0,125.0,130.0,147.0,140.0,125.0,113.0,109.0,190.0,158.0,114.0,61.0,13.0,277.0,74.0,168.0
reich_TTU_squider,,,,,,,,,,,,,,,,,,,16.0,19.0,44.0,111.0,299.0,427.0,388.0,289.0,502.0,130.0,127.0,199.0,60.0,131.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,,,80.0,55.0,122.0,99.0,36.0,166.0,327.0,278.0,234.0,6.0,38.0,97.0,265.0,94.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCLA_SuEIR,,,,,,34.0,8.0,31.0,12.0,10.0,37.0,2.0,10.0,19.0,28.0,60.0,85.0,147.0,156.0,197.0,225.0,267.0,296.0,375.0,369.0,127.0,49.0,5.0,147.0,211.0,136.0,265.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,,,186.0,60.0,216.0,200.0,132.0,165.0,6.0,,405.0,195.0,207.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,,35.0,64.0,81.0,114.0,90.0,89.0,74.0,113.0,137.0,61.0,1.0,90.0,382.0,185.0,145.0,155.0,40.0,225.0
reich_UMass_MechBayes,,,,,,100.0,62.0,116.0,56.0,14.0,42.0,9.0,3.0,15.0,14.0,16.0,68.0,116.0,82.0,63.0,49.0,92.0,3.0,174.0,403.0,200.0,98.0,105.0,18.0,104.0,158.0,85.0
reich_UMich_RidgeTfReg,,,,,,,,57.0,,,9.0,,79.0,66.0,44.0,10.0,14.0,97.0,117.0,157.0,186.0,235.0,285.0,,,,,,,379.0,85.0,501.0
reich_USACE_ERDC_SEIR,,,,,,5.0,24.0,258.0,236.0,184.0,299.0,163.0,140.0,190.0,147.0,187.0,87.0,59.0,,265.0,,310.0,,,1391.0,908.0,463.0,,,,,
reich_UT_Mobility,,,,,,2.0,3.0,3.0,2.0,42.0,,48.0,31.0,,,65.0,78.0,1446.0,45.0,79.0,149.0,126.0,332.0,37.0,146.0,285.0,8.0,55.0,329.0,840.0,,
SIkJaun1_hyper7,,,,,,18.0,61.0,33.0,62.0,37.0,8.0,40.0,20.0,2.0,6.0,42.0,61.0,127.0,73.0,85.0,10.0,8.0,19.0,77.0,113.0,191.0,20.0,19.0,71.0,194.0,18.0,72.0
SIkJaun1_hyper7_smooth7,,,,,,41.0,95.0,85.0,120.0,53.0,17.0,43.0,30.0,12.0,5.0,34.0,67.0,108.0,27.0,79.0,115.0,151.0,197.0,283.0,550.0,477.0,40.0,159.0,159.0,197.0,28.0,180.0
SIkJaun1_window_noval,,,,,,18.0,60.0,26.0,57.0,32.0,8.0,34.0,22.0,2.0,8.0,40.0,65.0,125.0,76.0,85.0,23.0,8.0,19.0,73.0,113.0,89.0,20.0,48.0,74.0,194.0,75.0,77.0
SIkJaun10_hyper7,,,,,,26.0,59.0,32.0,60.0,27.0,7.0,37.0,19.0,5.0,7.0,44.0,70.0,130.0,77.0,88.0,11.0,26.0,3.0,16.0,15.0,26.0,30.0,106.0,89.0,88.0,83.0,5.0
SIkJaun10_hyper7_smooth7,,,,,,39.0,90.0,82.0,116.0,40.0,15.0,28.0,20.0,10.0,7.0,23.0,65.0,131.0,32.0,65.0,99.0,106.0,145.0,189.0,363.0,141.0,100.0,178.0,19.0,96.0,81.0,4.0
SIkJaun10_window_noval,,,,,,18.0,59.0,24.0,55.0,30.0,7.0,33.0,21.0,2.0,8.0,40.0,66.0,126.0,78.0,89.0,11.0,26.0,3.0,34.0,15.0,20.0,40.0,132.0,88.0,105.0,123.0,1.0
UMich_RidgeTfReg,,,,176.0,142.0,120.0,111.0,60.0,52.0,66.0,47.0,44.0,52.0,37.0,5.0,14.0,41.0,105.0,117.0,,,,,,,,,,,,,
USC_SI_kJalpha,,,,,,44.0,95.0,267.0,34.0,28.0,5.0,37.0,13.0,12.0,19.0,58.0,73.0,136.0,96.0,65.0,11.0,19.0,7.0,28.0,331.0,402.0,7.0,44.0,64.0,191.0,14.0,111.0
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,206.0,280.0,,,,,,,,
YYG_ParamSearch,,,,,,2.0,21.0,4.0,51.0,49.0,32.0,29.0,28.0,17.0,39.0,51.0,74.0,104.0,76.0,,,,,,,,,,,,,
 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
