,County,302,311,318,325,332,339
292,08095,145,28,28,28,28,28
293,08097,413,60,65,59,49,43
294,08099,410,142,150,123,104,94
295,08101,5736,3890,5833,5895,4114,3448
296,08103,80,75,171,134,84,76
297,08105,185,50,58,49,39,33
298,08107,472,228,297,252,173,145
299,08109,195,0,0,1,2,2
300,08111,19,3,3,3,3,3
301,08113,173,48,61,52,38,31
302,08115,91,21,26,27,25,22
303,08117,1227,165,156,149,144,139
304,08119,483,117,123,116,109,103
305,08121,173,41,43,38,31,27
306,08123,11009,2990,3244,2852,2580,2384
307,08125,283,16,14,13,12,11
308,09001,33067,5270,6147,5877,4676,3938
309,09003,24706,3405,3824,3668,3156,2764
310,09005,3500,1178,1605,1444,1009,844
311,09007,3025,506,592,578,484,418
312,09009,24733,3928,4244,3559,2889,2488
313,09011,5256,412,431,431,424,418
314,09013,2573,327,359,339,287,249
315,09015,2118,306,334,332,303,276
316,10001,4225,431,488,475,429,395
317,10003,16490,2439,2832,2624,2363,2233
318,10005,9341,665,738,759,757,747
319,11001,NaN,1416,1607,1579,1505,1443
320,12001,12113,436,435,436,442,448
321,12003,1941,46,50,55,59,64
322,12005,7912,520,592,608,589,562
323,12007,1344,58,61,59,53,47
324,12009,14112,1066,1061,1005,940,887
325,12011,98377,5930,6438,6367,6010,5571
326,12013,818,46,46,43,39,35
327,12015,4503,390,397,378,357,334
328,12017,4125,683,751,631,567,534
329,12019,7181,387,411,420,418,412
330,12021,16447,854,892,875,840,795
331,12023,4571,103,107,110,111,113
332,12027,2118,520,391,281,243,229
333,12029,943,11,10,10,10,10
334,12031,39745,1269,1382,1472,1541,1604
335,12033,15584,1150,1265,1213,1104,1033
336,12035,2484,130,137,142,145,148
337,12037,813,0,0,0,0,0
338,12039,3179,80,88,77,68,61
339,12041,705,43,48,45,38,33
340,12043,646,9,9,9,9,9
341,12045,1029,23,29,33,38,41
342,12047,952,17,16,14,11,9
343,12049,1713,26,28,32,36,40
344,12051,2401,70,78,83,84,82
345,12053,4440,215,222,226,225,224
346,12055,3372,314,345,347,333,319
347,12057,54326,2585,2712,2684,2585,2492
348,12059,1062,47,47,47,46,46
349,12061,4621,365,386,384,366,347
350,12063,3628,282,302,290,268,248
351,12065,728,4,4,3,4,4
352,12067,1294,2,1,1,1,1
353,12069,9872,502,531,535,522,510
354,12071,27275,1929,2115,2140,2064,1969
355,12073,13947,555,580,582,570,564
356,12075,1308,96,104,96,84,74
357,12077,559,3,3,3,3,3
358,12079,1201,70,74,63,51,43
359,12081,15343,762,822,833,818,796
360,12083,12061,572,627,646,642,634
361,12085,5862,232,246,241,228,215
362,12086,209166,12609,14695,15190,14736,14133
363,12087,2965,276,288,284,269,257
364,12089,2837,169,183,185,181,175
365,12091,7980,730,754,735,693,650
366,12093,1926,87,96,96,92,87
367,12095,53384,2865,3134,3222,3183,3118
368,12097,16693,1225,1386,1410,1350,1280
369,12099,60219,3206,3299,3276,3170,3049
370,12101,13156,1267,1375,1293,1172,1074
371,12103,30006,1889,1873,1770,1658,1549
372,12105,25897,1078,1135,1150,1142,1122
373,12107,2596,59,58,57,57,57
374,12109,7786,476,493,491,482,470
375,12111,10052,357,358,354,344,331
376,12113,6839,562,627,564,509,468
377,12115,11905,767,834,849,837,820
378,12117,11887,763,827,823,784,737
379,12119,3230,96,96,95,94,93
380,12121,3181,62,69,74,78,81
381,12123,1593,49,52,51,49,47
382,12125,1201,3,2,2,3,3
383,12127,14681,623,628,623,612,598
384,12129,1518,85,98,102,98,91
385,12131,3368,260,258,247,232,222
386,12133,1428,77,89,96,98,96
387,13001,1309,10,10,8,8,8
388,13003,569,9,10,9,8,7
389,13005,743,10,9,9,8,7
390,13007,120,5,5,5,5,5
391,13009,2578,39,46,53,58,62
392,13011,702,57,64,64,59,54
393,13013,3171,106,120,130,138,146
394,13015,4720,254,271,285,300,312
395,13017,978,6,5,4,4,4
396,13019,646,18,21,21,20,18
397,13021,7324,254,275,281,280,278
398,13023,696,6,6,5,5,5
399,13025,746,3,3,4,7,10
400,13027,623,3,2,1,1,1
401,13029,1438,24,22,21,21,20
402,13031,3666,29,33,35,35,35
403,13033,1185,14,18,21,22,24
404,13035,984,45,54,56,52,48
405,13037,294,4,1,1,0,0
406,13039,1699,139,154,148,130,118
407,13043,603,0,0,0,0,1
408,13045,5080,296,312,302,282,265
409,13047,1859,203,225,226,216,202
410,13049,772,24,25,22,19,16
411,13051,10411,351,377,382,375,365
412,13053,1942,11,11,11,11,11
413,13055,1175,47,47,46,46,45
414,13057,9515,806,886,881,838,783
415,13059,7560,235,240,233,221,206
416,13061,147,1,1,2,2,1
417,13063,9895,325,338,353,366,375
418,13065,527,0,0,0,0,1
419,13067,27641,1443,1588,1598,1539,1486
420,13069,2780,119,131,133,125,117
421,13071,2588,11,11,12,12,12
422,13073,6000,595,678,672,611,555
423,13075,812,33,36,40,42,46
424,13077,4689,316,363,371,352,319
425,13079,238,3,4,4,4,4
426,13081,901,19,21,22,21,20
427,13083,468,26,24,23,21,21
428,13085,1062,60,71,76,77,75
429,13087,1551,0,0,0,0,0
430,13089,25674,1570,1728,1761,1694,1605
431,13091,1042,6,5,6,6,9
432,13093,464,4,4,4,4,4
433,13095,3628,36,40,40,40,39
434,13097,5195,256,277,280,273,262
435,13099,641,11,10,8,7,7
436,13101,268,3,3,3,3,3
437,13103,2109,64,68,73,78,83
438,13105,1083,111,124,118,102,92
439,13107,1405,14,14,13,8,7
440,13109,540,1,1,1,1,3
441,13111,968,55,59,59,55,51
442,13113,2855,78,89,95,101,105
443,13115,5166,298,315,324,329,331
444,13117,6183,534,602,588,538,501
445,13119,1150,51,51,50,48,48
446,13121,37638,1741,1962,2058,2052,2031
447,13123,1214,38,39,40,40,40
448,13125,78,4,4,4,3,2
449,13127,4134,91,98,103,107,110
450,13129,3219,227,244,245,236,222
451,13131,969,3,3,3,3,4
452,13133,695,14,14,14,13,12
453,13135,36973,1927,2083,2099,1997,1908
454,13137,2135,104,119,123,119,114
455,13139,11974,352,375,392,396,398
456,13141,461,10,10,9,8,6
457,13143,1206,120,133,134,128,120
458,13145,986,8,8,8,8,8
459,13147,753,79,92,90,80,73
460,13149,342,21,21,19,18,16
461,13151,7972,372,401,414,419,418
462,13153,4512,146,151,157,158,159
463,13155,418,9,11,13,15,17
464,13157,3073,223,240,243,239,229
465,13159,430,20,27,28,23,21
466,13161,940,2,2,3,3,3
467,13163,970,27,30,29,27,25
468,13165,496,7,7,7,7,3
469,13167,519,1,6,7,7,7
470,13169,753,27,30,30,30,28
471,13171,620,48,49,43,35,30
472,13173,384,8,7,5,3,1
473,13175,2511,11,10,11,12,15
474,13177,893,13,15,15,16,17
475,13179,1477,41,41,41,40,40
476,13181,297,22,23,20,17,14
477,13183,319,5,5,5,4,4
478,13185,5940,254,287,294,281,269
479,13187,1216,102,119,116,106,97
480,13189,900,19,22,24,26,26
481,13191,358,11,6,4,3,3
482,13193,321,8,7,6,5,4
483,13195,1036,57,62,58,49,42
484,13197,240,0,0,0,0,0
485,13199,749,0,0,0,0,0
486,13201,401,11,7,7,7,7
487,13205,948,14,14,13,11,9
488,13207,988,38,45,49,48,46
489,13209,417,1,1,2,3,3
490,13211,776,20,20,17,14,10
491,13213,1535,338,431,433,368,326
492,13215,7051,105,108,110,111,114
493,13217,3597,185,204,203,191,178
494,13219,1281,21,28,31,35,36
495,13221,521,7,7,7,7,9
496,13223,4494,331,371,361,330,298
497,13225,999,33,36,39,40,41
498,13227,1035,72,79,83,85,86
499,13229,1182,7,7,7,7,7
500,13231,729,27,34,35,35,32
501,13233,2238,66,77,85,90,95
502,13235,432,2,2,2,2,2
503,13237,952,0,0,3,3,5
504,13239,76,3,3,3,3,3
505,13241,528,60,68,65,57,50
506,13243,364,2,2,2,2,2
507,13245,9645,482,511,499,465,427
508,13247,2555,77,78,77,77,77
509,13249,156,3,3,3,3,3
510,13251,494,3,3,2,2,2
511,13253,500,42,46,42,34,28
512,13255,2187,59,58,56,54,53
513,13257,1412,58,63,64,63,62
514,13259,617,7,7,7,7,7
515,13261,1188,19,17,9,4,3
516,13263,224,7,7,7,3,0
517,13265,38,2,2,2,2,2
518,13267,1052,1,0,0,2,5
519,13269,330,9,7,4,2,0
520,13271,640,0,0,0,0,0
521,13273,388,4,4,4,4,4
522,13275,1850,19,21,22,24,25
523,13277,2340,99,115,119,112,103
524,13279,1655,29,33,36,39,41
525,13281,540,22,22,22,21,21
526,13283,378,4,3,3,3,3
527,13285,3775,73,81,85,84,81
528,13287,423,7,7,7,7,7
529,13289,248,2,1,1,1,1
530,13291,1027,6,8,8,6,6
531,13293,1437,187,150,80,44,29
532,13295,2399,186,208,218,216,211
533,13297,3008,177,183,168,142,123
534,13299,2537,22,30,36,42,45
535,13301,208,20,14,14,12,8
536,13303,1034,28,27,25,22,21
537,13305,1536,23,25,27,29,30
538,13307,60,1,1,1,1,1
539,13309,420,6,6,6,6,6
540,13311,1190,73,80,81,79,77
541,13313,7049,706,760,752,709,672
542,13315,350,6,7,6,5,4
543,13317,418,42,41,37,32,30
544,13319,423,21,25,27,24,21
545,13321,702,1,1,2,3,3
546,15001,1509,43,36,35,35,35
547,15003,14598,562,564,556,548,538
548,15005,0,,,,,NaN
549,15007,87,9,9,7,4,3
550,15009,723,5,8,9,10,11
551,16001,22590,2602,2769,2647,2442,2291
552,16003,88,0,0,0,0,0
553,16005,3698,245,256,277,303,325
554,16007,155,60,69,54,41,34
555,16009,233,20,18,14,12,9
556,16011,2330,319,339,323,293,270
557,16013,1166,138,154,157,150,142
558,16015,119,7,6,6,5,5
559,16017,809,164,191,195,182,169
560,16019,6515,768,818,832,833,829
561,16021,316,11,11,14,15,19
562,16023,117,0,0,0,0,0
563,16025,51,2,2,2,2,2
564,16027,13244,1460,1587,1586,1515,1429
565,16029,405,11,13,15,18,20
566,16031,1955,147,151,158,164,168
567,16033,47,1,1,1,1,1
568,16035,334,143,174,153,122,107
569,16037,130,3,3,4,4,4
570,16039,785,76,72,67,63,59
571,16041,551,181,214,185,167,159
572,16043,639,30,35,41,46,50
573,16045,699,228,263,213,183,171
574,16047,873,52,53,54,57,60
575,16049,633,70,69,64,58,54
576,16051,1349,134,139,139,138,136
577,16053,1719,214,214,207,199,190
578,16055,6352,785,816,819,812,798
579,16057,1525,240,273,285,278,266
580,16059,409,24,22,22,22,23
581,16061,165,46,51,47,37,31
582,16063,326,20,19,18,19,20
583,16065,3618,464,497,492,475,462
584,16067,1599,119,123,126,128,129
585,16069,1965,450,471,442,400,363
586,16071,113,23,22,21,20,20
587,16073,537,72,87,89,83,77
588,16075,1430,130,151,161,161,158
589,16077,429,9,9,10,10,10
590,16079,437,78,89,88,79,71
591,16081,468,92,104,97,84,77
592,16083,6209,625,633,637,643,644
593,16085,205,30,29,29,29,28
594,16087,640,103,110,98,86,76
595,17001,4104,1173,1207,1099,999,931
596,17003,226,27,27,26,25,23
597,17005,875,164,179,176,161,147
598,17007,3365,671,737,725,689,655
599,17009,260,60,60,58,56,54
600,17011,1821,743,949,816,645,563
601,17013,194,52,58,62,62,61
602,17015,941,174,178,175,169,163
603,17017,805,287,381,340,276,235
604,17019,9649,1428,1437,1351,1250,1176
605,17021,1631,147,161,189,204,214
606,17023,664,138,159,155,138,119
607,17025,667,271,325,272,237,219
608,17027,2784,556,634,616,567,525
609,17029,2985,384,364,346,333,319
610,17031,268284,30113,30758,31024,31254,31373
611,17033,948,173,216,220,201,183
612,17035,516,52,56,57,57,57
613,17037,4319,448,481,503,513,522
614,17039,542,90,94,90,79,72
615,17041,1197,108,110,114,119,126
616,17043,38670,7190,7678,7152,6562,6069
617,17045,641,382,495,377,246,188
618,17047,185,22,24,24,24,24
619,17049,2267,674,816,751,628,558
620,17051,1347,324,378,373,341,314
621,17053,605,272,383,340,249,205
622,17055,1757,253,258,267,279,295
623,17057,1137,205,209,209,209,210
624,17059,169,24,28,28,28,23
625,17061,692,252,289,251,210,189
626,17063,2264,1194,1534,1294,979,878
627,17065,325,144,186,172,142,128
628,17067,840,539,655,455,336,293
629,17069,105,61,67,40,26,20
630,17071,241,61,63,51,41,34
631,17073,2092,1473,1859,1417,1106,948
632,17075,1360,1022,1147,800,538,448
633,17077,2314,446,482,440,392,357
634,17079,546,102,118,111,93,79
635,17081,1562,411,478,385,328,301
636,17083,1020,481,616,493,385,325
637,17085,933,142,143,139,132,128
638,17087,613,76,80,82,82,81
639,17089,27663,2859,2862,2948,3020,3084
640,17091,7175,3882,4547,3464,2541,2227
641,17093,5298,733,760,786,809,826
642,17095,2301,367,390,398,394,390
643,17097,32825,7837,9158,8039,6773,6123
644,17099,5187,2177,2671,2172,1653,1475
645,17101,712,316,391,321,239,206
646,17103,1564,267,279,280,273,266
647,17105,1863,904,1156,1042,807,710
648,17107,1314,696,951,784,567,492
649,17109,1399,201,210,210,204,199
650,17111,12194,2668,2770,2532,2375,2251
651,17113,7258,1948,2298,2008,1654,1508
652,17115,5670,907,942,930,903,871
653,17117,1762,674,890,779,618,562
654,17119,12032,3647,4569,3842,3055,2739
655,17121,2012,553,645,632,579,539
656,17123,307,118,165,178,142,119
657,17125,553,89,104,109,105,98
658,17127,384,353,432,340,233,196
659,17129,356,205,268,201,147,131
660,17131,611,83,80,79,79,80
661,17133,1684,466,563,515,434,393
662,17135,993,117,120,120,117,114
663,17137,1830,690,841,767,578,495
664,17139,753,100,105,109,112,115
665,17141,2408,553,583,553,513,481
666,17143,7652,2124,2609,2326,1922,1781
667,17145,852,262,257,216,198,188
668,17147,654,223,253,225,192,176
669,17149,883,235,246,240,227,216
670,17151,66,7,7,7,7,7
671,17153,340,65,72,56,46,42
672,17155,197,79,102,88,64,53
673,17157,1906,168,178,184,186,185
674,17159,583,126,145,138,119,106
675,17161,7310,2205,2585,2234,1887,1724
676,17163,11191,1813,2112,1991,1785,1667
677,17165,964,185,197,189,176,164
678,17167,8376,2525,2926,2778,2417,2191
679,17169,199,110,111,75,60,53
680,17171,203,53,61,55,46,39
681,17173,1136,153,163,167,166,165
682,17175,181,51,60,53,40,33
683,17177,2146,282,266,259,257,256
684,17179,5375,2011,2594,2352,1858,1712
685,17181,1040,140,158,150,137,127
686,17183,3148,610,653,646,630,606
687,17185,424,65,66,61,55,49
688,17187,895,183,195,183,170,158
689,17189,550,134,153,145,131,120
690,17191,769,79,84,86,87,87
691,17193,474,110,120,109,96,86
692,17195,3195,548,551,546,547,547
693,17197,32818,9471,11388,10319,8539,7856
694,17199,3063,607,655,604,548,505
695,17201,16528,2084,2087,2016,1943,1873
696,17203,1398,314,296,287,283,279
697,18001,1482,580,714,702,606,546
698,18003,15815,5669,7589,7704,6205,5475
699,18005,2670,1185,1579,1342,1065,1001
700,18007,292,242,377,310,189,154
701,18009,430,64,67,66,64,62
702,18011,2152,570,682,636,554,516
703,18013,300,154,200,148,101,86
704,18015,615,107,103,98,96,92
705,18017,2828,215,237,242,238,229
706,18019,4539,679,764,776,748,714
707,18021,958,360,433,393,340,312
708,18023,1596,325,338,323,305,287
709,18025,250,39,43,42,39,36
710,18027,1350,137,146,151,151,149
711,18029,1888,579,716,723,644,598
712,18031,1122,146,145,147,149,153
713,18033,1567,479,567,551,481,432
714,18035,4423,450,484,503,513,518
715,18037,2184,252,267,269,263,259
716,18039,15455,2976,3319,3228,3011,2783
717,18041,1336,279,322,304,272,244
718,18043,2824,479,548,551,526,502
719,18045,661,128,133,129,123,116
720,18047,591,145,161,140,122,113
721,18049,743,198,231,221,189,166
722,18051,1597,358,397,383,356,335
723,18053,2259,808,986,805,679,640
724,18055,927,157,174,174,168,160
725,18057,11271,3754,4742,4319,3275,2862
726,18059,2219,797,1006,875,680,599
727,18061,1258,198,224,229,219,209
728,18063,5279,1292,1709,1819,1545,1383
729,18065,2186,323,349,357,349,337
730,18067,2892,781,991,928,791,729
731,18069,1022,421,525,477,395,357
732,18071,1877,325,366,370,352,334
733,18073,1238,153,152,149,148,144
734,18075,842,319,355,296,251,230
735,18077,1005,705,1039,829,569,495
736,18079,746,349,412,303,235,208
737,18081,5529,1506,1857,1759,1420,1291
738,18083,1584,352,374,365,342,322
739,18085,3955,884,927,895,846,807
740,18087,1285,323,371,320,263,237
741,18089,24508,5875,6583,5954,5388,4898
742,18091,4080,958,1082,1032,941,887
743,18093,1607,200,207,211,213,217
744,18095,4290,976,1137,1136,1066,1006
745,18097,38327,9703,12335,11318,9354,8798
746,18099,2696,620,713,702,637,583
747,18101,320,68,76,62,50,44
748,18103,1360,333,348,323,295,278
749,18105,4817,1047,1226,1145,1027,970
750,18107,1192,290,297,268,248,237
751,18109,1831,611,771,676,564,525
752,18111,508,123,126,119,114,110
753,18113,2267,580,677,629,554,511
754,18115,213,91,83,70,61,56
755,18117,618,66,72,75,78,79
756,18119,514,252,307,234,187,169
757,18121,475,71,75,77,76,76
758,18123,775,65,69,75,80,84
759,18125,480,41,42,41,40,40
760,18127,7207,2371,2722,2419,2038,1816
761,18129,1108,118,127,132,135,137
762,18131,343,67,63,61,57,56
763,18133,1090,126,130,129,125,119
764,18135,1045,394,431,375,338,314
765,18137,1089,473,614,582,457,404
766,18139,468,69,66,63,63,63
767,18141,15239,2997,3452,3405,3189,3051
768,18143,876,180,207,192,172,160
