,County,221,227,234,241,248,255
231,06091,6,0,0,0,0,0
232,06093,128,23,25,28,29,30
233,06095,5388,470,473,468,456,437
234,06097,5654,727,719,691,647,592
235,06099,14544,716,655,603,556,513
236,06101,1368,124,125,124,122,116
237,06103,417,93,99,100,97,92
238,06105,13,2,3,4,4,5
239,06107,13890,641,584,519,459,401
240,06109,189,18,20,24,28,32
241,06111,10705,813,786,760,734,703
242,06113,2386,241,234,220,205,187
243,06115,909,107,112,114,111,107
244,08001,7482,322,323,328,328,328
245,08003,238,5,5,5,5,4
246,08005,8067,287,292,299,306,311
247,08007,47,5,6,7,8,9
248,08009,16,0,0,0,0,0
249,08011,11,0,0,0,0,0
250,08013,2287,132,129,128,123,120
251,08014,532,31,32,32,31,30
252,08015,316,8,9,9,10,10
253,08017,9,0,0,0,0,0
254,08019,35,2,2,2,2,2
255,08021,31,4,4,4,4,4
256,08023,32,1,1,2,1,1
257,08025,73,0,0,0,0,0
258,08027,17,0,0,0,0,0
259,08029,162,34,35,37,37,36
260,08031,11225,289,288,283,278,265
261,08033,2,1,1,1,1,1
262,08035,1994,117,114,111,109,106
263,08037,1179,18,17,17,16,15
264,08039,121,10,11,12,12,13
265,08041,6007,447,449,449,446,436
266,08043,157,26,29,32,35,37
267,08045,839,23,19,17,15,14
268,08047,17,0,0,0,0,0
269,08049,62,6,7,8,8,8
270,08051,290,7,8,7,8,7
271,08053,3,0,0,0,0,0
272,08055,9,0,0,0,0,0
273,08057,9,0,0,0,0,0
274,08059,4777,330,341,350,354,358
275,08061,0,0,0,0,0,0
276,08063,74,5,5,5,4,4
277,08065,80,3,3,3,2,2
278,08067,240,18,19,18,19,19
279,08069,1938,245,260,270,278,278
280,08071,20,4,4,4,4,5
281,08073,8,0,0,0,0,0
282,08075,684,13,15,16,16,17
283,08077,407,57,58,58,60,61
284,08079,19,0,0,0,0,0
285,08081,34,2,2,2,2,2
286,08083,124,5,5,5,5,5
287,08085,342,21,23,24,24,24
288,08087,713,15,17,20,22,22
289,08089,82,7,8,9,10,10
290,08091,23,1,1,1,1,1
291,08093,43,2,2,2,2,3
292,08095,19,0,0,0,0,0
293,08097,197,3,3,3,3,3
294,08099,84,10,10,11,11,11
295,08101,866,171,183,193,198,197
296,08103,23,2,1,2,1,1
297,08105,94,1,1,1,1,1
298,08107,132,8,9,9,9,9
299,08109,110,2,2,2,2,2
300,08111,4,0,0,0,0,0
301,08113,93,2,2,1,1,1
302,08115,12,0,0,0,0,0
303,08117,363,10,9,9,10,10
304,08119,162,17,17,16,14,14
305,08121,53,1,1,1,1,1
306,08123,4051,163,173,182,189,192
307,08125,63,2,2,2,2,2
308,09001,18774,346,354,361,367,370
309,09003,13392,204,209,213,219,221
310,09005,1688,30,30,31,32,33
311,09007,1446,24,25,26,25,24
312,09009,13622,258,267,270,274,274
313,09011,1554,95,105,114,122,127
314,09013,1126,23,25,26,27,27
315,09015,789,27,28,29,32,32
316,10001,2608,91,88,85,83,77
317,10003,8139,271,260,249,236,224
318,10005,6317,77,71,64,57,50
319,11001,NaN,387,386,382,375,361
320,12001,5193,320,297,271,243,219
321,12003,1151,28,26,25,23,21
322,12005,5355,266,252,238,223,207
323,12007,729,56,54,50,43,38
324,12009,7201,548,519,493,465,431
325,12011,70950,1964,1728,1516,1332,1172
326,12013,568,26,24,22,19,17
327,12015,2656,157,152,148,141,134
328,12017,2082,159,159,155,145,136
329,12019,3960,247,239,221,201,181
330,12021,11604,236,210,185,165,146
331,12023,3335,137,123,108,94,81
332,12027,1478,21,19,17,17,15
333,12029,712,47,43,38,33,29
334,12031,26391,870,804,746,683,625
335,12033,11151,415,366,321,278,243
336,12035,1310,99,96,92,89,86
337,12037,542,33,31,27,23,19
338,12039,2317,104,89,74,61,50
339,12041,460,23,20,19,16,14
340,12043,454,9,7,7,6,5
341,12045,824,37,31,26,22,18
342,12047,697,16,14,12,10,8
343,12049,1092,25,20,17,14,12
344,12051,1969,35,28,23,18,15
345,12053,2601,201,202,197,188,172
346,12055,1821,115,108,101,96,91
347,12057,37013,1045,921,813,710,621
348,12059,622,31,28,26,23,21
349,12061,2834,99,94,88,82,78
350,12063,2335,106,88,75,63,52
351,12065,498,10,10,10,9,9
352,12067,1202,24,21,18,14,12
353,12069,6385,386,356,325,294,267
354,12071,18634,454,400,357,320,287
355,12073,6294,458,442,414,384,349
356,12075,907,58,53,48,44,40
357,12077,433,10,9,9,8,7
358,12079,867,28,24,21,17,14
359,12081,10418,240,220,204,185,169
360,12083,8469,615,570,521,466,413
361,12085,4450,81,71,63,55,48
362,12086,156559,4561,3643,2901,2316,1856
363,12087,1727,50,49,49,48,48
364,12089,1659,118,113,104,96,86
365,12091,4134,185,170,155,141,126
366,12093,1239,38,33,28,23,20
367,12095,35770,1028,919,817,723,635
368,12097,11091,336,301,268,239,210
369,12099,41865,1041,912,793,695,611
370,12101,8028,360,340,322,303,286
371,12103,19888,590,524,460,406,358
372,12105,16894,576,500,435,379,329
373,12107,1774,70,64,61,57,51
374,12109,4321,182,172,162,153,142
375,12111,6975,275,242,214,189,164
376,12113,4659,218,206,191,176,161
377,12115,7193,271,256,241,226,210
378,12117,8006,339,314,285,256,229
379,12119,1848,153,150,142,133,123
380,12121,2431,83,71,61,51,41
381,12123,1199,54,46,40,34,28
382,12125,592,34,31,28,24,22
383,12127,9244,474,459,436,410,380
384,12129,886,45,44,42,40,36
385,12131,1636,58,53,49,44,39
386,12133,1006,37,34,30,27,24
387,13001,885,31,26,22,18,15
388,13003,405,12,10,8,6,5
389,13005,516,11,9,8,7,5
390,13007,71,1,0,1,1,1
391,13009,1652,112,106,97,86,74
392,13011,370,27,25,23,22,20
393,13013,1725,110,102,94,83,74
394,13015,2426,120,109,99,88,78
395,13017,620,25,23,20,17,15
396,13019,379,16,15,14,12,11
397,13021,5375,321,288,256,223,193
398,13023,349,27,26,25,23,20
399,13025,304,17,16,16,15,14
400,13027,476,14,12,11,10,9
401,13029,855,39,36,31,29,26
402,13031,1919,102,92,82,73,64
403,13033,650,36,36,33,30,26
404,13035,564,22,23,23,23,22
405,13037,227,4,4,4,3,3
406,13039,1013,72,71,68,61,57
407,13043,348,15,14,12,10,9
408,13045,2310,106,102,96,88,81
409,13047,860,82,81,78,76,74
410,13049,558,19,16,14,13,11
411,13051,7012,280,250,224,200,177
412,13053,1113,25,23,19,16,13
413,13055,553,48,46,42,37,34
414,13057,4817,345,327,303,275,251
415,13059,2842,160,151,140,126,114
416,13061,111,2,1,1,1,1
417,13063,6458,314,283,252,223,196
418,13065,285,14,13,11,10,8
419,13067,16896,869,794,717,645,572
420,13069,1775,55,48,41,35,31
421,13071,1751,31,27,24,20,17
422,13073,3109,204,183,161,142,124
423,13075,508,16,14,12,11,10
424,13077,2244,168,160,152,141,129
425,13079,151,15,14,14,12,11
426,13081,466,16,17,17,17,17
427,13083,192,19,19,19,19,18
428,13085,669,51,48,45,41,36
429,13087,986,53,49,46,41,37
430,13089,16498,629,570,516,465,423
431,13091,323,25,24,24,23,21
432,13093,283,10,10,11,11,11
433,13095,2977,66,66,64,61,59
434,13097,3154,102,90,80,71,62
435,13099,409,7,7,7,7,6
436,13101,234,2,2,2,1,1
437,13103,1054,84,78,71,64,58
438,13105,464,31,30,28,25,24
439,13107,765,39,33,28,24,20
440,13109,360,17,16,15,13,12
441,13111,439,28,26,25,21,20
442,13113,1568,136,130,124,116,107
443,13115,2269,140,133,120,111,99
444,13117,3079,243,234,219,204,186
445,13119,537,31,30,27,24,22
446,13121,24801,1059,946,845,748,665
447,13123,745,46,44,42,39,36
448,13125,34,2,2,2,2,2
449,13127,3032,88,78,66,56,47
450,13129,1522,64,58,51,45,39
451,13131,662,34,31,27,25,21
452,13133,433,27,25,23,20,17
453,13135,24182,992,879,779,687,601
454,13137,1327,51,47,43,39,36
455,13139,7605,391,350,313,269,231
456,13141,356,10,10,9,8,8
457,13143,330,34,35,35,33,31
458,13145,723,16,14,13,12,11
459,13147,408,33,30,28,25,23
460,13149,169,9,9,8,8,7
461,13151,4399,245,226,207,189,169
462,13153,2616,180,165,148,133,118
463,13155,220,10,9,9,8,7
464,13157,1480,106,96,85,74,64
465,13159,195,10,9,9,8,7
466,13161,639,28,22,19,15,12
467,13163,654,27,22,18,15,12
468,13165,309,8,7,6,5,4
469,13167,312,16,15,14,13,11
470,13169,449,50,48,46,43,39
471,13171,323,14,13,13,13,11
472,13173,247,4,4,4,3,3
473,13175,1323,79,71,60,53,46
474,13177,660,18,20,21,22,21
475,13179,929,84,87,86,82,76
476,13181,192,5,5,4,4,3
477,13183,184,17,17,16,15,13
478,13185,3468,58,50,43,38,32
479,13187,701,62,58,54,48,44
480,13189,512,33,32,29,27,24
481,13191,245,15,14,13,12,11
482,13193,205,10,10,11,11,11
483,13195,532,37,34,32,29,27
484,13197,169,4,4,3,3,3
485,13199,481,17,16,14,13,12
486,13201,212,8,8,7,6,5
487,13205,710,16,17,17,16,16
488,13207,591,35,33,31,29,27
489,13209,213,14,14,12,11,10
490,13211,414,29,28,25,21,19
491,13213,708,27,25,23,21,18
492,13215,5440,126,109,95,83,74
493,13217,2295,121,116,110,103,93
494,13219,551,37,37,36,34,31
495,13221,280,14,13,13,12,11
496,13223,2262,184,174,162,149,134
497,13225,564,42,42,41,38,34
498,13227,517,38,37,35,32,29
499,13229,518,18,16,14,13,11
500,13231,276,19,18,17,15,13
501,13233,1212,66,60,54,47,41
502,13235,210,17,17,16,15,13
503,13237,610,39,36,32,29,26
504,13239,33,0,0,0,0,0
505,13241,278,19,18,17,16,14
506,13243,310,7,6,6,5,5
507,13245,5965,357,322,284,252,219
508,13247,1638,66,61,56,50,45
509,13249,94,3,3,2,2,2
510,13251,281,22,20,18,17,16
511,13253,282,12,11,10,9,8
512,13255,1163,56,54,51,49,44
513,13257,820,49,46,42,38,33
514,13259,354,7,7,6,5,4
515,13261,852,24,24,24,22,22
516,13263,154,4,3,3,3,2
517,13265,19,1,1,1,0,0
518,13267,671,31,27,22,18,15
519,13269,156,13,12,12,10,9
520,13271,347,15,14,14,12,11
521,13273,318,3,4,4,4,4
522,13275,1396,69,64,58,52,47
523,13277,1499,28,23,19,16,13
524,13279,1056,53,45,38,30,25
525,13281,204,15,14,13,12,11
526,13283,204,15,13,11,10,8
527,13285,2588,48,42,37,31,28
528,13287,277,4,4,4,4,4
529,13289,165,10,10,9,8,7
530,13291,474,45,43,39,35,30
531,13293,659,19,19,19,18,17
532,13295,1025,125,124,119,110,101
533,13297,1458,103,97,92,87,82
534,13299,1333,30,25,22,20,17
535,13301,117,6,5,5,5,4
536,13303,609,26,24,23,22,20
537,13305,954,42,39,35,32,28
538,13307,38,0,0,0,0,0
539,13309,147,8,8,7,7,6
540,13311,511,45,44,43,39,35
541,13313,3971,90,77,65,56,47
542,13315,222,7,7,7,7,6
543,13317,222,7,7,7,6,6
544,13319,290,15,14,13,11,10
545,13321,497,12,12,12,11,10
546,15001,340,64,97,124,140,145
547,15003,7584,1842,1933,1952,1898,1774
548,15005,0,0,0,0,0,0
549,15007,57,6,10,15,21,24
550,15009,334,99,124,147,158,159
551,16001,11109,867,796,723,648,582
552,16003,25,1,1,1,1,0
553,16005,612,113,114,111,107,100
554,16007,30,5,5,5,4,4
555,16009,110,14,13,12,11,10
556,16011,446,89,89,84,81,74
557,16013,605,8,9,9,10,10
558,16015,61,7,7,6,5,5
559,16017,213,26,27,28,29,29
560,16019,1755,281,273,255,236,212
561,16021,43,4,3,3,3,3
562,16023,10,10,12,12,11,9
563,16025,4,2,2,2,2,1
564,16027,7205,518,455,395,340,286
565,16029,39,2,2,2,2,2
566,16031,581,18,15,13,11,9
567,16033,21,3,2,1,1,0
568,16035,21,1,1,1,1,1
569,16037,32,2,2,2,2,2
570,16039,279,31,31,32,31,29
571,16041,56,4,4,4,3,3
572,16043,112,15,15,15,15,15
573,16045,210,12,12,13,13,12
574,16047,227,25,25,24,22,21
575,16049,40,6,6,6,7,7
576,16051,349,50,48,46,42,39
577,16053,597,30,29,26,24,21
578,16055,2170,172,178,178,172,164
579,16057,233,68,70,70,67,63
580,16059,70,13,13,12,11,11
581,16061,0,5,5,6,5,4
582,16063,67,3,3,2,2,2
583,16065,237,54,56,56,54,51
584,16067,553,21,18,16,15,13
585,16069,284,50,54,55,56,56
586,16071,21,2,1,1,1,1
587,16073,303,13,12,11,10,9
588,16075,663,60,55,48,42,36
589,16077,113,12,11,10,9,8
590,16079,196,32,33,33,31,28
591,16081,125,9,9,9,8,8
592,16083,1673,97,91,86,80,73
593,16085,84,9,9,9,9,9
594,16087,271,13,11,10,8,7
595,17001,769,93,96,97,94,88
596,17003,44,3,3,3,4,3
597,17005,143,29,31,31,31,29
598,17007,860,20,20,19,19,18
599,17009,20,2,2,2,2,2
600,17011,360,72,74,72,70,65
601,17013,26,6,6,6,6,6
602,17015,133,28,30,30,30,28
603,17017,297,22,21,20,19,17
604,17019,2423,249,255,255,253,245
605,17021,231,35,37,39,38,36
606,17023,116,15,17,18,18,18
607,17025,78,16,17,18,17,16
608,17027,692,79,80,79,76,69
609,17029,952,170,170,162,150,135
610,17031,126003,3511,3512,3453,3343,3183
611,17033,77,14,16,17,15,14
612,17035,137,21,22,21,19,17
613,17037,1103,88,90,90,88,86
614,17039,42,6,7,7,8,8
615,17041,217,25,25,26,25,24
616,17043,14493,926,970,1000,1005,995
617,17045,83,16,18,20,19,20
618,17047,39,7,7,7,7,6
619,17049,523,78,76,73,67,60
620,17051,165,36,39,40,41,39
621,17053,70,10,11,11,10,10
622,17055,337,57,64,68,70,68
623,17057,84,29,33,36,39,41
624,17059,62,5,5,5,5,5
625,17061,105,20,22,23,23,23
626,17063,474,56,58,58,56,54
627,17065,45,7,8,8,8,8
628,17067,136,29,30,31,31,29
629,17069,18,0,0,0,0,0
630,17071,44,9,8,7,7,6
631,17073,460,94,98,100,99,95
632,17075,296,21,21,22,21,21
633,17077,915,91,95,97,96,94
634,17079,124,7,7,7,6,6
635,17081,455,88,92,93,90,83
636,17083,275,58,63,64,61,56
637,17085,173,21,21,22,22,22
638,17087,115,21,22,23,23,22
639,17089,11155,408,419,424,432,428
640,17091,2216,100,101,101,100,98
641,17093,1644,102,101,102,99,96
642,17095,449,65,67,69,68,66
643,17097,14522,715,732,738,729,704
644,17099,1237,212,223,227,224,216
645,17101,135,29,31,33,32,31
646,17103,241,39,42,44,46,48
647,17105,189,35,38,41,42,43
648,17107,260,44,46,48,48,46
649,17109,196,23,27,30,33,36
650,17111,3834,322,331,332,325,314
651,17113,1674,377,394,397,388,366
652,17115,936,225,240,247,252,248
653,17117,345,88,94,98,96,91
654,17119,3982,513,510,494,471,445
655,17121,266,70,72,74,73,70
656,17123,46,9,10,10,11,11
657,17125,84,14,15,16,16,16
658,17127,65,12,13,12,12,12
659,17129,68,7,7,8,8,8
660,17131,99,16,17,17,16,16
661,17133,448,58,56,55,51,48
662,17135,248,41,40,39,37,35
663,17137,481,65,68,69,68,64
664,17139,156,30,30,30,29,28
665,17141,473,36,36,35,35,34
666,17143,2382,278,275,265,254,239
667,17145,287,52,54,53,50,47
668,17147,78,6,6,6,7,7
669,17149,71,20,22,23,24,23
670,17151,19,1,1,1,1,1
671,17153,121,4,5,4,4,4
672,17155,19,1,1,1,1,0
673,17157,730,87,89,88,82,74
674,17159,62,11,12,12,13,13
675,17161,2189,178,180,180,177,174
676,17163,5244,319,307,292,273,253
677,17165,162,16,18,20,22,23
678,17167,1751,289,310,326,326,320
679,17169,21,1,1,1,1,1
680,17171,45,8,8,8,8,7
681,17173,194,47,47,46,42,36
682,17175,22,0,1,0,0,0
683,17177,378,26,26,27,27,26
684,17179,1068,243,255,259,256,246
685,17181,424,33,34,33,31,30
686,17183,329,93,97,100,100,98
687,17185,106,14,15,16,15,15
688,17187,255,27,28,28,26,25
689,17189,111,17,18,18,17,17
690,17191,101,21,22,23,23,22
691,17193,121,21,23,24,23,23
692,17195,503,78,78,79,79,77
693,17197,11447,807,843,873,875,857
694,17199,879,169,168,162,152,141
695,17201,4218,128,133,140,146,149
696,17203,273,57,56,56,54,51
697,18001,185,54,59,59,59,56
698,18003,4953,348,358,363,361,353
699,18005,1050,99,114,126,131,132
700,18007,79,6,7,7,6,6
701,18009,73,9,9,9,9,9
702,18011,833,53,54,55,54,53
703,18013,89,7,7,8,8,9
704,18015,255,18,20,21,21,21
705,18017,1869,43,48,50,53,55
706,18019,1732,206,212,214,210,201
707,18021,227,43,49,53,54,53
708,18023,545,53,58,61,61,61
709,18025,62,7,8,8,8,8
710,18027,480,81,82,82,80,75
711,18029,571,36,36,38,39,38
712,18031,398,20,23,22,23,22
713,18033,331,49,53,57,58,58
714,18035,1140,208,229,242,247,244
715,18037,837,63,62,60,55,51
716,18039,5577,166,155,143,130,119
717,18041,322,41,41,40,38,35
718,18043,1071,131,137,139,139,133
719,18045,93,10,11,12,12,12
720,18047,273,22,23,25,25,23
721,18049,205,22,23,24,24,23
722,18051,313,39,42,43,42,40
723,18053,649,71,76,77,75,73
724,18055,366,43,46,49,50,50
725,18057,3852,439,444,435,414,387
726,18059,818,61,63,66,68,67
727,18061,477,70,74,74,69,63
728,18063,2304,173,184,189,188,185
729,18065,602,56,61,63,64,62
730,18067,1067,50,50,51,49,48
731,18069,163,20,23,25,25,25
732,18071,696,51,54,56,56,56
733,18073,320,38,41,41,41,39
734,18075,128,20,23,25,26,27
735,18077,205,23,23,23,23,23
736,18079,267,17,18,20,21,22
737,18081,2024,120,128,136,139,139
738,18083,339,70,76,81,80,74
739,18085,1024,46,48,49,48,46
740,18087,599,16,16,16,16,15
741,18089,9075,466,474,481,480,472
742,18091,1173,130,136,140,139,138
743,18093,451,39,41,42,43,43
744,18095,1279,204,221,235,246,247
745,18097,18335,1109,1166,1187,1172,1138
746,18099,888,32,31,29,27,24
747,18101,108,13,14,14,13,11
748,18103,316,36,39,40,41,40
749,18105,1093,144,150,153,154,151
750,18107,423,31,34,36,38,38
751,18109,587,70,75,79,81,81
752,18111,143,9,11,12,12,12
753,18113,801,33,33,32,31,29
754,18115,73,3,3,3,3,3
755,18117,237,27,27,28,28,27
756,18119,140,19,20,21,21,21
757,18121,80,12,13,15,15,16
758,18123,196,8,8,8,7,7
759,18125,99,14,14,15,15,15
760,18127,1704,208,222,230,234,233
761,18129,212,20,20,21,20,20
762,18131,99,8,9,9,9,9
763,18133,432,68,73,77,78,75
764,18135,166,25,29,31,33,33
765,18137,244,20,21,22,22,22
766,18139,132,21,23,24,24,22
767,18141,5100,406,406,402,387,367
768,18143,312,23,24,25,25,25
769,18145,618,50,53,56,58,58
770,18147,158,16,16,17,18,18
771,18149,209,13,14,15,16,15
772,18151,271,28,31,32,33,33
773,18153,289,40,44,44,43,38
774,18155,64,6,6,6,6,6
775,18157,1570,174,181,187,186,183
776,18159,185,17,18,19,19,19
777,18161,62,10,10,9,8,8
778,18163,2560,248,246,239,230,218
779,18165,94,19,21,21,21,20
780,18167,1249,288,300,297,279,252
781,18169,206,29,32,34,35,35
782,18171,38,5,6,6,6,6
783,18173,763,85,85,80,75,71
784,18175,218,40,43,44,42,39
785,18177,539,121,127,128,128,123
786,18179,209,28,29,29,29,29
787,18181,439,31,32,32,32,31
788,18183,211,28,29,29,28,28
789,19001,51,5,5,5,4,4
790,19003,22,0,0,0,0,0
791,19005,174,7,7,7,6,6
792,19007,82,15,15,15,15,14
793,19009,41,2,2,2,2,2
794,19011,200,22,21,20,20,19
795,19013,3787,151,144,134,124,112
796,19015,344,28,26,24,22,20
797,19017,298,35,35,34,33,30
798,19019,174,21,22,22,22,21
799,19021,1826,8,7,6,6,5
