,County,186,192,199,206,213,220
66,01133,380,67,67,64,60,56
67,02013,1,1,2,3,5,5
68,02016,3,3,5,8,14,18
69,02020,1338,487,578,656,720,758
70,02050,18,1,2,2,2,2
71,02060,6,0,0,0,0,0
72,02068,1,0,1,1,1,2
73,02070,1,0,0,0,0,0
74,02090,369,80,102,124,142,150
75,02100,4,2,1,1,1,1
76,02105,0,1,1,3,4,4
77,02110,75,26,30,34,36,37
78,02122,272,76,87,93,95,93
79,02130,33,0,0,0,0,0
80,02150,5,1,1,1,1,1
81,02158,3,,,,,NaN
82,02164,0,5,6,6,5,3
83,02170,227,137,161,178,184,181
84,02180,17,0,0,0,0,0
85,02185,8,1,1,1,1,1
86,02188,14,1,1,1,1,0
87,02195,6,0,0,0,0,0
88,02198,3,1,1,1,1,0
89,02220,19,1,1,1,1,1
90,02230,0,0,0,0,0,0
91,02240,13,3,2,2,2,1
92,02261,39,27,28,28,25,20
93,02275,5,0,0,0,0,0
94,02282,3,0,0,0,0,0
95,02290,42,16,14,13,10,8
96,04001,2920,77,73,71,66,60
97,04003,1388,288,325,351,348,320
98,04005,2858,152,150,151,150,145
99,04007,714,163,160,147,133,115
100,04009,366,65,70,71,67,59
101,04011,48,4,5,6,6,7
102,04012,463,32,31,29,28,25
103,04013,108677,8041,7455,6782,6006,5169
104,04015,2698,517,564,584,561,516
105,04017,5078,199,173,146,120,98
106,04019,14963,1970,1993,1970,1871,1718
107,04021,7468,735,652,572,492,419
108,04023,2517,105,82,62,47,35
109,04025,1567,365,396,414,405,377
110,04027,10289,512,403,308,229,165
111,05001,168,69,79,81,80,72
112,05003,180,48,52,53,50,48
113,05005,55,36,50,61,66,69
114,05007,4209,454,442,410,368,318
115,05009,108,50,68,83,95,99
116,05011,114,20,23,25,25,25
117,05013,10,7,10,12,13,13
118,05015,322,52,55,55,53,48
119,05017,306,32,29,26,23,20
120,05019,132,17,22,26,29,29
121,05021,104,20,23,27,29,30
122,05023,174,18,21,26,27,27
123,05025,57,7,8,10,11,11
124,05027,166,50,59,65,66,63
125,05029,122,21,24,26,28,28
126,05031,945,175,194,202,206,200
127,05033,447,124,139,147,146,140
128,05035,1090,77,74,70,66,61
129,05037,150,27,31,35,35,34
130,05039,32,6,6,7,7,8
131,05041,128,26,27,30,30,27
132,05043,139,30,34,37,38,36
133,05045,1063,247,280,295,291,274
134,05047,78,18,23,28,32,35
135,05049,23,4,6,7,9,10
136,05051,652,190,219,237,244,235
137,05053,113,32,37,38,39,37
138,05055,228,67,77,86,92,93
139,05057,167,52,60,64,62,60
140,05059,1397,85,94,97,94,85
141,05061,236,39,39,36,33,29
142,05063,210,58,72,83,88,86
143,05065,34,7,9,12,14,16
144,05067,52,13,15,16,18,19
145,05069,1171,143,162,175,181,178
146,05071,574,80,75,67,60,51
147,05073,46,11,13,15,15,15
148,05075,157,25,31,37,40,41
149,05077,876,20,18,15,12,11
150,05079,1148,13,16,18,19,19
151,05081,80,17,22,26,29,31
152,05083,122,41,46,51,55,58
153,05085,345,125,143,159,167,164
154,05087,245,13,13,14,14,13
155,05089,18,3,3,4,4,5
156,05091,416,95,107,113,112,101
157,05093,539,174,196,201,190,173
158,05095,43,10,13,15,16,16
159,05097,19,6,7,8,9,11
160,05099,124,9,10,11,11,10
161,05101,84,9,11,12,14,14
162,05103,64,31,40,47,51,50
163,05105,42,7,8,10,11,11
164,05107,250,49,53,54,54,52
165,05109,57,17,21,23,24,23
166,05111,119,29,35,40,43,44
167,05113,120,31,33,36,36,36
168,05115,1045,184,185,175,160,139
169,05117,56,14,16,17,18,18
170,05119,4346,839,895,918,902,852
171,05121,137,32,39,44,46,44
172,05123,1067,50,54,58,57,55
173,05125,741,212,223,227,221,210
174,05127,31,7,8,9,11,11
175,05129,22,3,3,4,4,4
176,05131,1402,332,348,350,336,307
177,05133,900,32,27,23,19,16
178,05135,92,17,22,25,27,29
179,05137,43,11,13,14,15,15
180,05139,369,40,46,51,53,52
181,05141,43,5,7,8,10,10
182,05143,5662,454,417,370,322,267
183,05145,220,81,101,121,135,147
184,05147,17,1,1,1,1,1
185,05149,960,38,29,22,16,12
186,06001,10330,2096,2715,3413,3878,3978
187,06003,2,0,0,0,0,0
188,06005,76,29,41,54,59,58
189,06007,758,393,522,612,619,582
190,06009,99,25,34,45,56,62
191,06011,263,47,53,53,49,42
192,06013,6933,1380,1772,2199,2414,2449
193,06015,87,14,23,36,47,51
194,06017,513,222,310,399,459,482
195,06019,12564,2340,2647,2817,2748,2455
196,06021,265,62,73,81,83,79
197,06023,205,28,40,62,87,101
198,06025,9067,371,344,316,278,229
199,06027,40,9,13,16,19,20
200,06029,14651,2355,2989,3223,2998,2584
201,06031,3813,413,498,556,558,495
202,06033,168,65,90,118,143,154
203,06035,555,9,15,24,38,51
204,06037,174017,17291,19971,22399,23298,22371
205,06039,1630,367,409,419,394,357
206,06041,4624,328,375,433,462,459
207,06043,46,11,16,22,26,28
208,06045,257,91,122,147,163,161
209,06047,3245,955,1050,1040,939,800
210,06049,0,0,0,0,0,0
211,06051,112,13,14,16,16,16
212,06053,4002,826,953,1043,1059,1003
213,06055,737,233,288,344,369,361
214,06057,255,69,93,117,134,141
215,06059,34373,5239,6289,7083,7246,6752
216,06061,1605,426,540,616,631,624
217,06063,28,5,8,13,18,23
218,06065,33467,4677,5446,6026,6085,5674
219,06067,8903,2664,3320,3747,3856,3689
220,06069,536,26,33,40,41,40
221,06071,27992,4400,5182,5899,6234,6081
222,06073,26701,6062,6946,7380,7320,6988
223,06075,5932,1001,1291,1507,1589,1567
224,06077,10126,2325,2553,2632,2525,2247
225,06079,1500,461,540,601,626,607
226,06081,5022,634,721,830,917,979
227,06083,5576,824,1005,1120,1132,1083
228,06085,9041,1801,2051,2331,2620,2863
229,06087,907,266,338,432,511,550
230,06089,291,159,217,287,346,383
231,06091,1,0,1,1,2,3
232,06093,61,15,23,34,48,64
233,06095,3129,714,837,955,1032,1057
234,06097,2599,604,740,872,973,1008
235,06099,7861,1672,1759,1764,1693,1517
236,06101,637,193,235,274,289,277
237,06103,189,76,105,141,173,190
238,06105,3,2,4,8,12,15
239,06107,8210,894,987,1034,1009,941
240,06109,126,60,94,123,142,150
241,06111,6392,1529,1848,2164,2395,2448
242,06113,1394,346,421,502,544,534
243,06115,372,119,147,171,179,173
244,08001,5587,476,635,777,868,904
245,08003,219,13,14,15,15,15
246,08005,6541,413,589,801,993,1105
247,08007,27,2,3,5,7,10
248,08009,14,0,0,0,0,0
249,08011,5,1,2,2,3,4
250,08013,1772,164,211,274,339,390
251,08014,382,38,48,59,70,75
252,08015,277,6,9,11,12,11
253,08017,8,1,1,2,2,2
254,08019,26,2,3,3,4,4
255,08021,21,4,6,8,10,11
256,08023,22,0,0,0,0,1
257,08025,72,0,0,0,0,0
258,08027,10,3,4,4,4,3
259,08029,97,14,20,29,38,45
260,08031,9205,520,676,844,965,1029
261,08033,1,1,1,2,3,3
262,08035,1519,227,284,350,410,452
263,08037,964,50,59,65,71,74
264,08039,77,8,12,16,18,20
265,08041,4128,650,841,1031,1192,1299
266,08043,91,26,38,49,57,59
267,08045,624,85,92,97,97,93
268,08047,13,2,3,4,4,5
269,08049,39,6,9,11,13,14
270,08051,219,5,7,8,9,9
271,08053,3,0,0,0,0,0
272,08055,6,1,1,1,2,3
273,08057,8,3,3,3,2,2
274,08059,3654,444,624,822,991,1113
275,08061,0,0,0,0,0,0
276,08063,42,4,5,6,6,6
277,08065,61,6,6,6,6,6
278,08067,187,34,44,54,63,69
279,08069,1255,234,307,372,417,444
280,08071,13,2,4,7,9,10
281,08073,6,1,1,1,2,2
282,08075,645,6,9,15,21,26
283,08077,231,76,97,130,163,174
284,08079,18,1,0,0,0,0
285,08081,23,6,8,10,11,12
286,08083,101,16,21,25,27,29
287,08085,262,18,26,35,44,52
288,08087,672,8,12,20,28,34
289,08089,38,7,9,11,13,13
290,08091,12,0,0,0,0,0
291,08093,40,5,7,11,14,16
292,08095,19,1,1,2,2,2
293,08097,153,7,9,11,10,10
294,08099,46,3,5,7,10,11
295,08101,559,110,162,222,283,330
296,08103,6,1,1,1,1,1
297,08105,87,7,8,9,10,11
298,08107,94,8,9,11,12,14
299,08109,107,2,3,5,6,6
300,08111,2,0,0,1,0,0
301,08113,73,8,9,10,11,10
302,08115,11,6,7,7,6,5
303,08117,316,15,19,25,28,30
304,08119,97,17,24,31,35,36
305,08121,46,1,1,1,2,2
306,08123,3408,182,261,354,438,505
307,08125,57,4,5,6,7,8
308,09001,17421,319,410,518,633,736
309,09003,12340,274,324,385,453,513
310,09005,1560,34,43,54,66,79
311,09007,1365,27,28,32,36,40
312,09009,12884,343,407,487,572,639
313,09011,1362,61,73,85,96,106
314,09013,964,27,35,44,54,66
315,09015,658,18,19,19,22,24
316,10001,2117,148,164,177,188,193
317,10003,6480,402,421,435,436,431
318,10005,5506,245,268,283,289,288
319,11001,NaN,411,509,623,733,817
320,12001,3144,451,497,527,536,523
321,12003,300,36,40,40,37,33
322,12005,2972,491,501,477,429,363
323,12007,233,31,38,42,43,42
324,12009,4966,1107,1231,1316,1342,1299
325,12011,49350,5690,5982,5903,5476,4809
326,12013,254,35,39,40,38,36
327,12015,1683,292,324,341,337,324
328,12017,1083,204,254,295,310,297
329,12019,2538,345,367,379,374,353
330,12021,8795,558,533,497,455,406
331,12023,2122,269,269,241,205,163
332,12027,1172,82,78,69,59,49
333,12029,230,39,48,53,53,48
334,12031,19753,2514,2628,2618,2462,2207
335,12033,7018,985,997,964,885,789
336,12035,801,140,158,172,178,178
337,12037,88,18,23,26,27,26
338,12039,1188,182,200,198,180,149
339,12041,308,58,60,58,54,47
340,12043,385,48,50,47,40,32
341,12045,241,62,69,69,60,50
342,12047,557,48,48,47,43,37
343,12049,781,90,86,78,68,58
344,12051,1512,90,83,74,65,54
345,12053,1454,259,294,315,321,308
346,12055,1039,208,236,247,237,214
347,12057,27077,2891,2837,2727,2523,2243
348,12059,375,62,69,69,64,55
349,12061,1974,285,299,290,263,227
350,12063,1266,235,250,233,201,164
351,12065,174,35,36,35,31,27
352,12067,83,15,17,19,19,19
353,12069,4090,786,817,801,738,643
354,12071,14415,1453,1395,1308,1181,1021
355,12073,3760,657,722,739,711,646
356,12075,462,107,122,130,123,110
357,12077,335,21,23,24,22,21
358,12079,526,66,64,60,52,42
359,12081,7859,1036,1070,1023,920,793
360,12083,3426,891,1052,1145,1115,991
361,12085,3420,238,224,213,190,169
362,12086,104755,11991,11052,9495,7699,5968
363,12087,1126,175,192,195,178,151
364,12089,941,133,149,162,166,154
365,12091,2368,477,489,478,445,400
366,12093,812,126,128,120,104,89
367,12095,26980,3365,3533,3525,3327,3000
368,12097,7614,770,768,727,662,581
369,12099,30325,3072,3010,2873,2638,2338
370,12101,5803,1090,1149,1162,1137,1070
371,12103,15147,1944,2010,1959,1805,1591
372,12105,11423,1775,1774,1705,1568,1395
373,12107,1169,158,166,167,159,151
374,12109,2929,440,484,496,462,401
375,12111,4401,707,712,699,662,606
376,12113,2507,369,405,413,393,361
377,12115,5103,919,979,966,899,792
378,12117,6034,986,1033,1044,1006,915
379,12119,992,87,110,132,142,143
380,12121,1013,121,124,115,101,86
381,12123,266,69,78,78,73,65
382,12125,212,39,48,52,50,44
383,12127,6240,914,947,979,979,947
384,12129,507,91,96,94,86,77
385,12131,1057,139,141,129,111,93
386,12133,433,60,67,66,62,58
387,13001,491,49,47,44,39,34
388,13003,267,27,25,22,19,16
389,13005,382,24,21,18,15,12
390,13007,52,1,1,1,1,1
391,13009,840,108,111,109,105,99
392,13011,205,27,27,27,26,24
393,13013,918,147,156,159,153,144
394,13015,1354,170,175,171,164,151
395,13017,302,37,35,33,31,28
396,13019,228,35,34,33,31,29
397,13021,2689,637,693,699,671,616
398,13023,116,18,21,22,22,22
399,13025,200,40,42,40,38,36
400,13027,317,49,49,48,43,39
401,13029,467,82,84,80,74,65
402,13031,925,255,261,254,238,216
403,13033,329,55,63,65,63,58
404,13035,405,31,34,36,36,35
405,13037,181,2,2,2,2,2
406,13039,496,143,159,167,168,158
407,13043,177,38,39,37,33,28
408,13045,1542,192,206,213,208,204
409,13047,452,54,58,59,60,60
410,13049,258,37,40,38,35,33
411,13051,4261,802,849,858,834,787
412,13053,509,19,17,16,14,12
413,13055,144,34,38,41,43,44
414,13057,2453,369,389,402,401,390
415,13059,1449,248,264,264,252,233
416,13061,69,1,1,1,1,1
417,13063,4002,669,683,667,631,584
418,13065,159,9,8,7,6,6
419,13067,10120,1677,1719,1693,1621,1496
420,13069,1198,126,120,110,97,86
421,13071,1419,51,45,40,34,29
422,13073,1495,381,398,394,372,338
423,13075,339,61,61,58,53,45
424,13077,1184,176,185,189,190,183
425,13079,81,15,17,18,19,19
426,13081,348,22,23,24,24,23
427,13083,95,15,17,17,17,17
428,13085,237,34,36,37,38,36
429,13087,505,43,45,44,43,39
430,13089,11159,1611,1701,1716,1685,1604
431,13091,201,42,46,49,49,47
432,13093,231,6,7,7,8,8
433,13095,2459,75,81,83,84,83
434,13097,2057,350,363,360,343,316
435,13099,326,5,5,6,6,5
436,13101,217,5,5,4,3,2
437,13103,533,154,169,176,171,162
438,13105,282,60,65,67,66,62
439,13107,326,73,77,77,74,67
440,13109,165,43,46,44,39,35
441,13111,235,47,49,49,47,45
442,13113,805,194,220,235,239,233
443,13115,1047,155,154,150,144,133
444,13117,1617,408,442,458,454,438
445,13119,322,43,44,43,42,40
446,13121,15843,2534,2723,2755,2667,2489
447,13123,426,64,72,77,78,73
448,13125,19,2,2,2,1,1
449,13127,2097,242,231,215,192,171
450,13129,827,121,121,117,107,99
451,13131,357,49,51,52,52,48
452,13133,203,24,25,26,25,24
453,13135,15315,1971,1944,1854,1729,1589
454,13137,937,66,68,68,66,62
455,13139,4860,432,445,438,418,387
456,13141,259,14,16,16,15,14
457,13143,169,46,51,54,53,51
458,13145,556,78,73,66,60,53
459,13147,200,59,66,71,72,70
460,13149,119,22,24,23,23,22
461,13151,2591,502,543,557,547,516
462,13153,1476,357,385,400,401,389
463,13155,126,11,11,11,11,10
464,13157,779,139,142,137,130,121
465,13159,109,12,12,12,12,12
466,13161,296,52,51,47,43,38
467,13163,372,63,63,59,53,46
468,13165,210,20,20,18,16,14
469,13167,208,26,27,26,23,20
470,13169,222,48,57,63,64,62
471,13171,196,21,23,25,26,26
472,13173,201,17,16,15,14,13
473,13175,596,138,154,158,151,141
474,13177,480,19,22,24,24,25
475,13179,476,147,166,176,175,164
476,13181,103,15,16,16,15,13
477,13183,95,22,24,25,25,24
478,13185,2645,321,295,265,233,202
479,13187,240,48,55,57,58,56
480,13189,234,49,53,53,53,52
481,13191,124,33,38,40,39,37
482,13193,160,11,12,13,13,13
483,13195,275,47,51,51,51,49
484,13197,125,12,13,12,12,11
485,13199,321,42,41,38,36,33
486,13201,108,5,6,6,6,5
487,13205,556,19,21,23,25,25
488,13207,367,57,60,61,58,55
489,13209,105,18,19,20,18,17
490,13211,155,25,29,31,33,32
491,13213,465,81,85,87,86,83
492,13215,3840,495,483,459,428,389
493,13217,1368,232,240,236,224,208
494,13219,340,45,50,54,56,55
495,13221,162,24,25,26,25,22
496,13223,1222,300,312,312,300,283
497,13225,250,43,48,49,48,46
498,13227,218,43,46,48,49,48
499,13229,353,43,42,39,35,31
500,13231,164,28,30,32,31,30
501,13233,521,75,79,77,75,71
502,13235,74,9,10,11,10,11
503,13237,307,54,57,57,55,49
504,13239,25,1,1,1,1,1
505,13241,154,35,39,40,40,37
506,13243,237,7,7,7,7,6
507,13245,2815,741,787,786,746,673
508,13247,982,185,193,195,191,184
509,13249,44,3,2,3,3,2
510,13251,151,22,22,22,21,19
511,13253,91,8,9,8,8,8
512,13255,750,112,116,120,118,115
513,13257,476,83,84,82,76,69
514,13259,237,9,8,7,6,5
515,13261,693,33,35,35,35,33
516,13263,119,13,13,12,11,11
517,13265,7,2,1,1,1,1
518,13267,326,78,80,81,76,70
519,13269,59,5,5,6,6,6
520,13271,234,46,46,45,42,39
521,13273,275,8,9,10,11,10
522,13275,847,123,130,130,125,116
523,13277,1153,75,69,61,54,48
524,13279,506,84,84,79,73,66
525,13281,100,16,18,19,19,18
526,13283,77,19,19,18,18,16
527,13285,2085,125,111,99,87,74
528,13287,206,3,3,3,3,2
529,13289,67,12,13,13,13,12
530,13291,174,49,55,58,58,56
531,13293,448,33,36,37,38,38
532,13295,462,81,85,88,89,88
533,13297,754,135,143,148,146,146
534,13299,997,129,126,115,104,89
535,13301,45,3,3,3,3,3
536,13303,332,53,59,60,58,53
537,13305,506,136,143,140,130,114
538,13307,36,2,2,2,2,2
539,13309,80,8,9,8,8,8
540,13311,253,47,52,54,55,54
541,13313,2643,300,280,251,221,191
542,13315,150,5,6,7,7,7
543,13317,163,23,25,24,22,21
544,13319,156,16,17,18,17,16
545,13321,398,23,24,23,23,23
546,15001,117,24,33,45,60,80
547,15003,1345,889,1231,1565,1839,2049
548,15005,0,0,0,0,0,0
549,15007,45,3,3,4,4,4
550,15009,153,17,22,30,40,52
551,16001,7092,1938,2107,2091,1907,1615
552,16003,16,1,0,0,0,0
553,16005,243,92,118,143,162,175
554,16007,6,5,7,10,13,14
555,16009,42,6,6,7,7,8
556,16011,144,62,84,103,115,121
557,16013,562,7,8,8,9,10
558,16015,33,16,20,23,24,23
559,16017,131,72,95,117,130,132
560,16019,506,207,274,329,358,367
561,16021,28,18,29,39,42,42
562,16023,0,0,0,0,0,0
563,16025,1,0,0,0,0,0
564,16027,4108,1020,1029,940,791,643
565,16029,21,1,1,1,1,1
566,16031,405,54,52,51,48,43
567,16033,1,0,0,0,0,0
568,16035,14,7,10,12,15,16
569,16037,7,1,1,1,1,1
570,16039,147,51,59,63,63,58
571,16041,45,6,7,8,8,9
572,16043,37,13,16,19,21,21
573,16045,124,31,32,34,34,32
574,16047,115,29,33,35,35,32
575,16049,24,8,11,14,16,18
576,16051,90,25,33,39,44,45
577,16053,367,32,34,35,33,32
578,16055,1308,417,505,540,526,479
579,16057,65,28,38,46,50,54
580,16059,8,3,4,5,5,5
581,16061,1,0,0,0,0,0
582,16063,48,3,4,4,4,4
583,16065,117,41,53,65,71,76
584,16067,368,58,61,60,57,51
585,16069,122,23,30,36,41,44
586,16071,8,3,3,4,5,4
587,16073,186,33,35,34,31,27
588,16075,281,60,64,66,65,60
589,16077,29,3,4,4,5,5
590,16079,40,30,46,60,71,72
591,16081,52,10,11,12,12,12
592,16083,1028,158,175,187,188,185
593,16085,42,7,9,10,11,12
594,16087,166,18,18,18,17,16
595,17001,336,123,152,169,173,168
596,17003,35,7,9,11,12,13
597,17005,38,14,19,23,26,26
598,17007,696,27,32,40,48,56
599,17009,12,0,0,1,1,1
600,17011,78,40,55,66,72,74
601,17013,6,4,5,7,8,9
602,17015,33,10,15,16,17,18
603,17017,170,17,21,25,27,27
604,17019,1388,231,284,344,389,404
605,17021,78,17,24,31,35,40
606,17023,57,10,15,19,22,25
607,17025,9,3,4,5,7,8
608,17027,298,24,33,47,58,64
609,17029,297,60,83,108,123,127
610,17031,102583,3703,4593,5842,7125,7928
611,17033,30,7,11,16,20,24
612,17035,39,7,9,12,15,18
613,17037,779,102,128,155,175,185
614,17039,25,4,7,10,12,14
615,17041,94,24,29,32,33,32
616,17043,10875,690,832,1010,1200,1391
617,17045,24,4,6,8,11,12
618,17047,6,3,4,5,5,6
619,17049,59,26,41,59,70,71
620,17051,43,12,18,25,30,32
621,17053,37,6,9,11,13,13
622,17055,101,45,60,74,82,84
623,17057,24,9,15,21,26,29
624,17059,36,9,13,16,17,16
625,17061,16,5,7,9,10,12
626,17063,244,50,63,73,82,86
627,17065,13,3,3,4,5,6
628,17067,27,5,8,11,15,17
629,17069,14,5,6,8,9,9
630,17071,9,1,1,1,1,1
631,17073,162,49,66,81,95,105
632,17075,210,29,39,50,54,52
633,17077,530,60,82,101,120,126
634,17079,48,1,1,1,1,1
635,17081,155,39,56,69,75,82
636,17083,59,16,21,26,30,34
637,17085,96,29,40,47,51,51
638,17087,50,15,21,26,29,27
639,17089,8714,342,429,536,648,724
640,17091,1598,85,97,109,120,126
641,17093,1209,77,96,115,133,142
642,17095,219,51,66,79,88,95
643,17097,11448,815,1082,1346,1542,1658
644,17099,414,159,213,260,296,307
645,17101,35,11,16,23,27,29
646,17103,126,19,28,40,53,61
647,17105,71,24,32,38,44,49
648,17107,65,22,31,37,41,42
649,17109,121,21,33,43,50,52
650,17111,2694,295,369,444,508,548
651,17113,461,139,207,280,340,377
652,17115,354,68,100,135,166,181
653,17117,109,46,62,79,90,95
654,17119,1840,469,555,632,679,677
655,17121,114,24,34,46,58,66
656,17123,17,3,4,4,5,6
657,17125,40,4,5,7,9,11
658,17127,30,7,9,11,14,14
659,17129,40,8,11,14,16,17
660,17131,46,14,18,23,26,27
661,17133,224,48,59,70,76,78
662,17135,126,42,56,66,68,66
663,17137,156,27,36,46,52,50
664,17139,46,12,17,22,25,26
665,17141,355,38,45,52,57,58
666,17143,1018,275,338,396,442,461
667,17145,92,22,30,37,40,40
668,17147,31,7,11,16,18,18
669,17149,11,2,2,3,3,4
670,17151,6,5,7,8,8,8
671,17153,89,5,5,5,5,5
672,17155,7,7,10,13,14,14
673,17157,403,34,44,56,66,70
674,17159,12,2,2,4,5,5
675,17161,1445,170,201,234,254,250
676,17163,3152,472,565,628,646,616
677,17165,81,24,38,50,60,61
678,17167,793,254,332,413,483,526
679,17169,14,1,1,1,2,2
680,17171,6,6,11,16,21,21
681,17173,38,13,19,24,29,31
682,17175,6,1,1,2,3,3
683,17177,306,17,23,29,35,41
684,17179,274,142,196,251,291,317
685,17181,269,32,42,49,50,47
686,17183,174,85,113,143,164,173
687,17185,25,0,1,1,2,2
688,17187,170,12,15,19,22,23
689,17189,43,13,20,26,28,27
690,17191,29,6,9,13,18,22
691,17193,48,15,22,30,36,40
692,17195,278,49,63,81,98,112
693,17197,8101,617,802,1024,1239,1386
694,17199,265,89,124,154,169,168
695,17201,3516,192,233,283,333,375
696,17203,71,14,19,25,31,35
697,18001,70,10,13,17,22,26
698,18003,3345,221,220,218,217,216
699,18005,683,25,32,38,45,49
700,18007,56,6,7,7,7,7
701,18009,48,9,10,11,12,13
702,18011,579,65,71,77,81,84
703,18013,63,15,18,20,20,19
704,18015,121,11,12,15,16,17
705,18017,1715,28,33,37,39,41
706,18019,912,127,146,161,169,173
707,18021,83,16,20,25,30,32
708,18023,326,17,21,25,27,28
709,18025,40,3,4,5,6,6
710,18027,204,36,42,48,51,52
711,18029,398,83,101,112,119,118
712,18031,277,11,13,15,17,19
713,18033,198,23,28,33,39,43
714,18035,556,76,102,125,144,158
715,18037,550,88,101,106,104,97
716,18039,4346,257,242,225,205,189
717,18041,136,20,24,29,32,33
718,18043,577,101,127,151,165,172
719,18045,54,17,20,23,25,27
720,18047,173,11,15,18,19,21
721,18049,109,27,32,34,36,36
722,18051,180,47,58,68,77,82
723,18053,460,60,76,88,99,103
724,18055,222,16,21,25,28,29
725,18057,2230,354,418,475,522,549
726,18059,570,68,79,87,93,96
727,18061,248,22,29,36,40,41
728,18063,1644,111,126,139,147,152
729,18065,342,56,62,67,70,71
730,18067,738,73,81,87,90,92
731,18069,115,20,24,29,34,38
732,18071,525,20,22,25,26,27
733,18073,187,41,49,53,52,50
734,18075,75,7,9,12,14,15
735,18077,142,38,45,51,57,59
736,18079,194,15,16,16,17,18
737,18081,1549,112,141,170,195,210
738,18083,105,32,43,53,63,67
739,18085,760,131,138,141,137,128
740,18087,524,29,30,30,30,29
741,18089,6678,676,747,804,834,833
742,18091,751,131,156,177,191,197
743,18093,296,35,37,40,44,47
744,18095,760,88,109,133,156,176
745,18097,13700,766,918,1081,1226,1337
746,18099,702,80,81,81,77,73
747,18101,39,8,10,11,12,11
748,18103,236,36,45,51,56,57
749,18105,596,252,315,366,399,406
750,18107,317,19,23,25,25,24
751,18109,393,43,52,61,70,76
752,18111,105,5,6,8,9,9
753,18113,599,46,47,45,44,43
754,18115,36,6,7,7,8,8
755,18117,158,11,13,16,19,21
756,18119,70,15,18,21,23,24
757,18121,40,9,12,16,18,20
758,18123,163,15,16,17,18,20
759,18125,25,5,7,8,10,11
760,18127,1041,196,235,273,302,321
761,18129,143,50,62,70,70,66
762,18131,69,4,6,7,7,8
763,18133,207,24,29,34,37,38
764,18135,92,10,12,14,16,17
765,18137,179,27,34,41,45,47
766,18139,76,14,17,19,21,22
767,18141,2801,298,317,334,346,351
768,18143,223,23,27,33,35,37
769,18145,491,27,33,39,45,50
770,18147,102,24,31,36,40,41
771,18149,150,29,33,37,40,40
772,18151,185,43,52,59,63,64
773,18153,66,10,13,15,18,20
774,18155,37,5,6,6,6,6
775,18157,972,159,180,200,215,228
776,18159,74,12,14,16,18,17
777,18161,22,5,5,6,6,6
778,18163,1433,487,595,686,733,736
779,18165,22,5,6,7,7,7
780,18167,379,109,138,163,183,191
781,18169,144,24,28,31,34,37
782,18171,19,2,2,3,3,3
783,18173,426,86,114,140,157,159
784,18175,87,16,19,22,24,26
785,18177,262,92,119,134,143,149
786,18179,115,30,35,40,42,44
787,18181,326,26,33,39,44,47
788,18183,136,27,32,35,38,41
789,19001,20,1,1,1,1,1
790,19003,13,1,1,0,0,0
791,19005,145,4,5,5,5,6
792,19007,36,2,3,3,4,4
793,19009,25,2,2,3,3,3
794,19011,113,23,28,33,38,39
795,19013,2850,206,216,223,225,219
