,County,214,220,227,234,241,248
145,05069,1899,176,172,163,149,134
146,05071,735,23,20,18,15,14
147,05073,65,6,6,6,6,5
148,05075,240,23,22,22,21,20
149,05077,992,9,8,7,6,5
150,05079,1375,28,27,27,26,24
151,05081,256,48,47,45,41,36
152,05083,347,26,26,25,24,23
153,05085,651,92,92,89,85,81
154,05087,286,10,9,8,7,7
155,05089,41,8,8,8,9,9
156,05091,571,52,49,47,43,40
157,05093,1261,123,111,98,86,74
158,05095,89,14,13,13,12,11
159,05097,58,13,14,14,14,13
160,05099,156,8,8,7,8,7
161,05101,108,7,7,7,7,6
162,05103,130,24,26,27,29,29
163,05105,59,7,6,6,6,6
164,05107,375,27,26,24,21,19
165,05109,156,21,22,21,20,18
166,05111,406,54,53,50,47,44
167,05113,204,19,21,21,21,20
168,05115,1591,94,85,76,67,59
169,05117,114,11,11,11,10,10
170,05119,6533,475,452,426,399,367
171,05121,290,35,34,30,28,25
172,05123,1270,35,33,30,27,25
173,05125,1375,166,160,152,142,131
174,05127,84,15,14,14,13,12
175,05129,58,3,3,3,3,3
176,05131,2679,203,189,173,149,127
177,05133,1120,17,14,11,9,8
178,05135,136,20,21,22,21,20
179,05137,153,14,15,15,14,13
180,05139,627,60,60,61,59,56
181,05141,80,5,6,7,7,7
182,05143,6610,110,91,74,61,49
183,05145,455,103,108,108,104,100
184,05147,27,2,1,2,1,1
185,05149,1109,15,11,9,7,5
186,06001,16723,2023,2097,2102,2045,1964
187,06003,2,0,0,0,0,0
188,06005,265,25,29,32,33,34
189,06007,1618,354,381,388,373,346
190,06009,197,37,39,42,43,43
191,06011,419,25,27,29,29,27
192,06013,12527,1619,1619,1586,1505,1398
193,06015,116,15,19,22,25,27
194,06017,900,181,194,206,212,212
195,06019,23197,2132,2045,1899,1709,1507
196,06021,425,34,34,33,31,29
197,06023,345,78,89,97,106,113
198,06025,10393,188,154,124,99,80
199,06027,164,24,25,24,21,19
200,06029,27915,1895,1778,1634,1467,1298
201,06031,5892,117,116,112,109,102
202,06033,291,60,66,69,73,73
203,06035,704,10,13,15,19,21
204,06037,231695,10406,10332,9849,9064,8220
205,06039,3339,312,300,286,268,243
206,06041,5879,199,194,189,182,175
207,06043,69,9,10,10,11,11
208,06045,624,150,163,169,169,161
209,06047,7493,686,617,546,477,411
210,06049,5,1,2,3,4,5
211,06051,162,9,10,10,10,9
212,06053,7081,756,753,732,687,624
213,06055,1328,172,175,176,176,170
214,06057,411,64,72,75,76,76
215,06059,45954,2210,2275,2316,2321,2309
216,06061,2777,345,359,368,363,345
217,06063,40,6,7,9,10,11
218,06065,49944,2906,2780,2626,2461,2270
219,06067,15516,2265,2290,2257,2151,2025
220,06069,970,35,33,31,27,24
221,06071,45035,3160,3016,2840,2630,2416
222,06073,36540,2571,2639,2651,2607,2495
223,06075,8871,884,937,975,990,981
224,06077,16068,879,827,778,724,655
225,06079,2665,443,451,436,413,379
226,06081,7535,819,856,868,853,832
227,06083,7685,530,512,492,465,436
228,06085,15688,1872,2020,2107,2154,2140
229,06087,1628,246,272,294,312,320
230,06089,531,136,159,181,196,201
231,06091,6,1,2,2,2,1
232,06093,123,31,35,39,42,44
233,06095,5048,510,523,537,536,522
234,06097,5120,791,803,797,776,741
235,06099,13380,830,780,734,679,615
236,06101,1223,128,130,132,132,130
237,06103,368,93,104,109,112,107
238,06105,10,1,2,2,2,3
239,06107,13196,814,760,700,638,570
240,06109,172,28,32,37,40,43
241,06111,9959,949,944,928,909,878
242,06113,2205,266,273,271,265,249
243,06115,844,127,129,130,124,114
244,08001,7166,411,435,455,466,463
245,08003,236,5,6,6,6,5
246,08005,7832,337,360,378,397,408
247,08007,44,4,5,6,8,9
248,08009,15,0,0,0,0,0
249,08011,11,1,1,1,2,2
250,08013,2222,155,157,160,162,160
251,08014,512,31,32,33,34,35
252,08015,310,7,8,9,10,10
253,08017,9,0,0,0,0,0
254,08019,34,2,3,3,2,2
255,08021,30,4,5,5,6,6
256,08023,26,1,1,1,1,1
257,08025,73,0,0,0,0,0
258,08027,13,0,0,0,0,0
259,08029,140,33,40,43,44,44
260,08031,10901,326,319,317,311,302
261,08033,2,1,2,2,2,2
262,08035,1901,134,137,138,140,140
263,08037,1164,23,22,21,20,20
264,08039,117,15,17,18,19,20
265,08041,5723,469,473,470,458,444
266,08043,146,28,30,33,36,39
267,08045,816,28,27,24,21,18
268,08047,17,0,1,1,1,1
269,08049,56,6,6,7,7,6
270,08051,286,6,7,7,8,8
271,08053,3,0,0,0,0,0
272,08055,8,0,0,0,0,0
273,08057,9,0,0,0,0,0
274,08059,4587,323,345,363,377,388
275,08061,0,0,0,0,0,0
276,08063,68,2,2,3,3,3
277,08065,80,3,3,4,3,3
278,08067,231,15,15,15,15,16
279,08069,1804,256,276,291,301,308
280,08071,19,2,2,3,4,5
281,08073,8,0,0,0,0,0
282,08075,664,9,12,14,16,16
283,08077,383,61,67,74,81,85
284,08079,19,0,0,0,0,0
285,08081,33,2,3,3,3,3
286,08083,121,11,11,12,13,14
287,08085,335,27,29,32,33,35
288,08087,705,12,14,17,19,21
289,08089,80,12,13,14,14,14
290,08091,18,0,0,0,0,0
291,08093,43,2,3,3,4,4
292,08095,19,0,0,0,0,0
293,08097,193,2,2,2,2,2
294,08099,77,9,11,11,12,11
295,08101,798,112,124,137,148,159
296,08103,21,2,2,2,2,1
297,08105,94,4,4,4,4,4
298,08107,130,8,9,9,10,10
299,08109,108,1,1,1,2,2
300,08111,2,0,0,0,0,0
301,08113,93,3,3,3,3,3
302,08115,12,0,0,0,0,0
303,08117,349,6,7,7,8,8
304,08119,154,18,19,20,20,19
305,08121,52,2,2,2,2,2
306,08123,3938,183,197,212,225,237
307,08125,63,3,4,3,3,3
308,09001,18434,417,432,441,448,449
309,09003,13002,202,208,210,210,206
310,09005,1645,32,34,36,38,40
311,09007,1426,25,23,21,20,20
312,09009,13442,250,256,263,271,276
313,09011,1505,75,81,88,94,103
314,09013,1083,21,23,20,17,15
315,09015,768,26,27,27,28,28
316,10001,2551,108,105,101,97,92
317,10003,7826,304,294,283,271,259
318,10005,6245,126,119,113,106,99
319,11001,NaN,402,414,421,423,420
320,12001,4950,419,389,356,320,283
321,12003,1117,36,33,29,26,23
322,12005,5144,379,356,323,283,245
323,12007,649,64,64,60,54,46
324,12009,6912,713,727,723,707,683
325,12011,69136,3013,2686,2366,2061,1775
326,12013,537,34,31,29,27,23
327,12015,2519,194,189,179,166,151
328,12017,1969,192,192,184,176,164
329,12019,3672,274,270,259,249,232
330,12021,11245,307,274,243,216,194
331,12023,3214,150,134,116,101,86
332,12027,1451,28,25,21,18,16
333,12029,659,55,51,47,41,35
334,12031,25558,1046,980,915,840,769
335,12033,10790,574,512,451,397,350
336,12035,1248,130,130,130,125,117
337,12037,511,46,42,37,31,25
338,12039,2182,128,112,97,84,71
339,12041,439,32,29,26,23,21
340,12043,444,13,12,11,10,8
341,12045,796,62,52,42,34,27
342,12047,672,18,15,13,12,10
343,12049,1059,34,28,22,18,15
344,12051,1934,47,39,32,27,22
345,12053,2441,274,279,269,254,232
346,12055,1735,172,161,146,131,116
347,12057,35721,1208,1067,942,837,742
348,12059,587,35,34,31,29,26
349,12061,2747,114,108,102,99,95
350,12063,2229,165,144,124,104,87
351,12065,491,18,17,16,15,14
352,12067,1164,32,29,25,20,16
353,12069,6046,449,417,379,342,305
354,12071,18009,558,504,457,414,378
355,12073,5851,486,475,459,432,397
356,12075,855,79,75,70,63,56
357,12077,420,10,10,10,9,9
358,12079,830,33,28,25,21,17
359,12081,10170,334,307,281,256,233
360,12083,8007,907,849,767,682,598
361,12085,4083,92,78,66,57,49
362,12086,151986,6182,4954,3958,3168,2540
363,12087,1693,87,85,83,80,76
364,12089,1498,102,99,94,87,79
365,12091,3955,243,226,210,195,178
366,12093,1202,52,45,39,34,29
367,12095,34662,1332,1230,1133,1033,930
368,12097,10732,448,402,358,320,282
369,12099,40570,1401,1239,1089,956,836
370,12101,7758,529,495,462,422,389
371,12103,19431,691,615,543,478,421
372,12105,16251,803,716,632,560,493
373,12107,1723,94,85,77,68,61
374,12109,4153,277,275,260,240,215
375,12111,6628,331,296,267,241,216
376,12113,4443,262,245,226,205,186
377,12115,7021,484,465,445,423,394
378,12117,7756,408,395,380,364,346
379,12119,1717,185,190,185,174,159
380,12121,2356,92,82,71,61,51
381,12123,1154,74,67,58,50,42
382,12125,530,40,38,34,31,27
383,12127,8914,671,634,595,545,493
384,12129,854,70,69,66,61,54
385,12131,1578,70,63,56,50,45
386,12133,975,52,48,43,38,33
387,13001,857,52,45,37,30,25
388,13003,379,12,10,8,6,5
389,13005,488,12,10,8,7,6
390,13007,72,1,1,1,1,1
391,13009,1335,95,92,88,82,74
392,13011,334,26,25,25,24,22
393,13013,1585,117,110,102,95,84
394,13015,2240,125,117,106,96,85
395,13017,597,36,32,27,23,21
396,13019,363,23,21,20,17,16
397,13021,4524,349,314,279,242,207
398,13023,313,30,30,29,26,23
399,13025,289,22,21,20,19,17
400,13027,452,18,18,17,15,13
401,13029,786,53,50,48,43,37
402,13031,1472,94,91,83,74,65
403,13033,617,45,45,42,39,34
404,13035,532,17,18,18,18,18
405,13037,225,5,6,5,5,5
406,13039,942,88,87,83,75,67
407,13043,304,16,14,13,11,9
408,13045,2208,133,127,120,112,103
409,13047,794,106,111,111,101,94
410,13049,538,24,22,19,16,14
411,13051,6665,372,325,281,243,208
412,13053,931,23,20,17,13,11
413,13055,422,46,45,42,38,33
414,13057,4369,337,330,318,298,272
415,13059,2491,150,142,131,123,112
416,13061,109,2,2,2,1,1
417,13063,6042,377,351,322,292,264
418,13065,267,14,13,12,10,9
419,13067,15931,971,902,828,749,676
420,13069,1701,67,58,50,43,37
421,13071,1676,31,27,23,20,17
422,13073,2955,275,254,225,194,167
423,13075,494,22,20,19,17,15
424,13077,2014,175,171,165,152,141
425,13079,136,13,14,14,14,13
426,13081,428,12,12,13,13,13
427,13083,180,23,25,25,23,22
428,13085,590,56,54,50,44,37
429,13087,918,56,56,53,50,45
430,13089,15959,887,831,773,710,650
431,13091,287,27,27,26,24,22
432,13093,277,11,12,13,13,12
433,13095,2904,70,72,71,71,68
434,13097,3029,150,135,124,112,103
435,13099,398,8,9,8,8,7
436,13101,230,2,2,2,2,1
437,13103,946,91,87,80,74,68
438,13105,421,33,32,30,28,26
439,13107,659,49,44,39,34,29
440,13109,332,23,21,18,16,13
441,13111,414,36,34,33,31,29
442,13113,1412,131,131,130,126,119
443,13115,2015,152,146,139,129,117
444,13117,2808,291,283,269,254,233
445,13119,499,35,33,30,27,24
446,13121,23751,1448,1369,1287,1189,1085
447,13123,716,54,53,53,49,45
448,13125,33,3,3,3,3,2
449,13127,2875,92,83,75,68,59
450,13129,1439,85,77,68,59,52
451,13131,626,54,50,47,42,38
452,13133,396,29,26,24,22,20
453,13135,23096,1234,1111,997,882,778
454,13137,1268,66,60,56,51,45
455,13139,7004,395,368,334,299,262
456,13141,346,13,13,13,13,12
457,13143,289,42,42,42,40,37
458,13145,711,21,19,18,16,14
459,13147,383,44,45,45,43,39
460,13149,161,10,11,11,10,10
461,13151,4117,324,314,297,274,244
462,13153,2431,171,161,149,139,129
463,13155,200,8,8,7,7,6
464,13157,1311,110,104,96,85,74
465,13159,187,15,15,15,15,14
466,13161,598,36,31,25,21,16
467,13163,618,34,30,25,21,17
468,13165,283,8,7,6,5,4
469,13167,286,14,14,13,12,11
470,13169,381,36,39,41,40,39
471,13171,311,21,21,20,19,18
472,13173,244,7,7,6,5,5
473,13175,1223,98,92,83,73,64
474,13177,635,24,25,25,25,25
475,13179,866,104,105,102,100,94
476,13181,185,7,7,6,6,5
477,13183,170,16,16,16,15,14
478,13185,3360,72,63,57,52,47
479,13187,559,64,60,56,50,44
480,13189,474,45,45,43,40,35
481,13191,231,23,22,20,18,17
482,13193,195,8,8,9,9,10
483,13195,493,44,44,42,39,37
484,13197,163,5,5,5,5,4
485,13199,455,18,17,16,15,13
486,13201,199,9,8,8,8,7
487,13205,688,16,17,17,17,17
488,13207,538,38,36,34,32,28
489,13209,201,19,18,17,15,13
490,13211,381,35,33,30,25,21
491,13213,683,35,33,31,28,25
492,13215,5286,178,154,134,116,102
493,13217,2159,136,128,118,105,94
494,13219,511,38,39,39,38,35
495,13221,264,16,16,16,15,15
496,13223,2063,179,174,168,157,147
497,13225,502,42,40,38,35,31
498,13227,476,46,46,46,44,41
499,13229,492,20,19,18,17,15
500,13231,263,19,19,18,18,16
501,13233,1072,68,63,56,50,44
502,13235,162,18,17,17,16,15
503,13237,567,44,43,40,37,32
504,13239,32,1,1,1,0,0
505,13241,254,21,20,18,17,14
506,13243,303,8,8,7,7,6
507,13245,5641,483,443,395,344,293
508,13247,1590,127,122,113,102,91
509,13249,90,5,5,5,4,4
510,13251,251,21,21,20,19,18
511,13253,259,13,13,12,11,10
512,13255,1111,63,61,60,58,54
513,13257,754,47,44,42,39,36
514,13259,315,6,6,5,5,4
515,13261,820,25,25,24,23,22
516,13263,152,4,4,4,4,3
517,13265,18,2,2,1,1,1
518,13267,643,43,38,35,30,26
519,13269,116,11,11,11,10,9
520,13271,329,20,18,18,16,15
521,13273,309,4,4,4,5,5
522,13275,1330,84,78,71,65,60
523,13277,1445,30,26,23,20,17
524,13279,975,65,58,49,41,33
525,13281,184,15,15,15,14,13
526,13283,178,15,13,11,9,8
527,13285,2503,54,48,44,39,35
528,13287,273,8,9,9,8,8
529,13289,157,16,16,15,14,13
530,13291,403,51,51,48,44,38
531,13293,658,40,42,42,39,37
532,13295,908,114,122,127,128,122
533,13297,1366,118,116,113,107,101
534,13299,1296,46,40,34,29,24
535,13301,110,6,6,6,5,4
536,13303,586,45,45,44,41,36
537,13305,919,60,54,47,42,36
538,13307,38,0,0,0,0,0
539,13309,136,10,10,9,9,8
540,13311,441,43,45,44,42,38
541,13313,3841,114,96,81,69,59
542,13315,210,10,10,9,9,8
543,13317,213,9,9,9,8,8
544,13319,261,19,19,17,16,13
545,13321,483,15,15,14,13,13
546,15001,200,38,54,87,133,166
547,15003,6031,2068,2212,2279,2175,1934
548,15005,0,0,0,0,0,0
549,15007,56,7,9,10,11,10
550,15009,290,68,79,94,112,128
551,16001,10592,1141,1089,1003,903,798
552,16003,25,1,1,1,1,1
553,16005,557,128,127,125,120,116
554,16007,25,4,4,4,4,4
555,16009,95,14,13,12,10,9
556,16011,396,111,114,112,106,97
557,16013,595,8,9,10,10,10
558,16015,57,9,8,8,7,7
559,16017,196,25,29,32,35,36
560,16019,1540,300,298,286,267,245
561,16021,42,4,4,4,4,4
562,16023,4,4,6,9,11,11
563,16025,2,0,0,0,1,1
564,16027,6798,601,558,506,452,396
565,16029,35,2,2,2,2,1
566,16031,570,28,25,22,19,17
567,16033,15,3,2,2,1,0
568,16035,20,2,2,2,1,1
569,16037,18,1,1,1,1,1
570,16039,259,33,34,35,35,33
571,16041,54,4,4,4,4,4
572,16043,100,14,15,16,16,16
573,16045,205,19,20,20,20,19
574,16047,198,23,23,22,22,20
575,16049,39,7,8,9,10,11
576,16051,312,50,52,53,51,48
577,16053,568,37,36,34,30,27
578,16055,2062,222,236,239,236,226
579,16057,176,56,60,61,61,59
580,16059,63,15,16,16,15,14
581,16061,0,5,7,9,9,8
582,16063,63,3,3,3,3,3
583,16065,217,43,46,47,47,46
584,16067,526,30,26,23,21,18
585,16069,227,50,54,56,56,54
586,16071,18,1,1,1,1,1
587,16073,290,14,13,13,12,11
588,16075,558,57,53,47,43,38
589,16077,90,13,12,11,10,9
590,16079,183,47,50,49,45,42
591,16081,118,12,12,11,10,9
592,16083,1600,129,125,119,111,100
593,16085,78,11,12,12,12,11
594,16087,256,16,14,12,11,9
595,17001,713,125,129,130,125,117
596,17003,40,3,3,3,4,3
597,17005,104,26,28,28,27,26
598,17007,823,18,16,15,13,13
599,17009,16,1,1,1,1,1
600,17011,317,81,85,88,86,80
601,17013,21,4,4,4,4,4
602,17015,114,26,27,27,24,22
603,17017,287,29,28,27,24,22
604,17019,2027,203,204,202,199,192
605,17021,184,35,40,42,43,42
606,17023,112,22,25,27,27,26
607,17025,59,13,14,15,16,16
608,17027,582,78,82,83,81,75
609,17029,785,148,152,148,140,128
610,17031,121308,3454,3518,3452,3290,3065
611,17033,52,9,9,9,9,9
612,17035,107,16,18,19,19,18
613,17037,1044,107,109,109,109,106
614,17039,37,5,5,6,7,7
615,17041,189,26,27,26,26,24
616,17043,13778,967,1035,1083,1108,1108
617,17045,57,10,11,13,14,14
618,17047,31,5,5,5,6,5
619,17049,391,86,89,86,80,71
620,17051,115,24,27,31,33,33
621,17053,70,15,15,16,17,16
622,17055,287,86,91,93,91,87
623,17057,71,23,29,37,43,48
624,17059,60,7,7,8,7,7
625,17061,95,27,30,31,30,27
626,17063,432,71,73,72,69,65
627,17065,41,8,9,10,10,10
628,17067,113,33,36,37,37,36
629,17069,18,0,0,0,0,0
630,17071,35,3,4,4,4,4
631,17073,378,91,97,101,100,97
632,17075,283,16,15,15,15,15
633,17077,835,106,115,120,123,120
634,17079,89,5,6,5,5,4
635,17081,392,85,96,100,98,90
636,17083,223,42,45,46,45,44
637,17085,165,27,29,30,30,29
638,17087,92,20,21,22,22,21
639,17089,10759,478,506,521,524,514
640,17091,2033,113,117,118,116,112
641,17093,1579,104,112,116,119,119
642,17095,422,106,113,118,119,116
643,17097,13857,750,795,824,832,823
644,17099,1093,292,316,328,326,317
645,17101,81,21,24,27,29,30
646,17103,215,35,40,44,46,48
647,17105,166,52,57,59,61,61
648,17107,228,51,57,60,60,59
649,17109,161,21,25,30,32,34
650,17111,3589,295,315,330,339,344
651,17113,1082,270,305,330,342,344
652,17115,835,210,230,247,256,258
653,17117,296,105,112,115,115,110
654,17119,3562,625,632,618,592,555
655,17121,231,64,71,74,74,74
656,17123,39,8,9,9,9,9
657,17125,72,15,16,17,17,18
658,17127,52,12,13,13,12,13
659,17129,63,9,9,10,10,10
660,17131,90,13,14,15,16,16
661,17133,398,58,59,56,53,49
662,17135,218,55,60,63,64,62
663,17137,447,65,72,74,74,71
664,17139,133,31,33,34,33,32
665,17141,453,31,34,36,38,40
666,17143,2165,343,348,336,325,305
667,17145,266,59,61,60,57,51
668,17147,71,9,10,11,11,11
669,17149,52,16,19,21,23,24
670,17151,11,0,0,0,0,0
671,17153,105,4,4,4,4,4
672,17155,13,1,0,0,0,0
673,17157,642,88,94,94,91,86
674,17159,53,9,11,13,14,14
675,17161,2000,161,161,163,159,152
676,17163,4882,372,367,358,341,317
677,17165,155,20,23,25,26,27
678,17167,1612,301,334,359,373,373
679,17169,19,1,1,1,1,1
680,17171,40,5,6,6,6,6
681,17173,150,40,44,46,44,41
682,17175,9,0,0,0,0,0
683,17177,364,27,30,34,36,36
684,17179,929,356,374,372,354,334
685,17181,393,38,40,39,37,34
686,17183,293,71,79,83,88,91
687,17185,89,11,13,13,13,11
688,17187,228,26,28,29,28,28
689,17189,88,18,20,21,21,20
690,17191,86,23,24,26,25,24
691,17193,112,30,34,36,37,36
692,17195,440,71,75,80,83,84
693,17197,10760,872,957,1026,1059,1067
694,17199,695,178,180,177,171,161
695,17201,4048,124,120,121,121,120
696,17203,237,55,59,61,61,59
697,18001,157,37,41,42,41,38
698,18003,4552,295,303,311,312,303
699,18005,990,95,113,126,135,138
700,18007,76,8,9,9,9,8
701,18009,70,8,9,9,9,9
702,18011,779,49,50,50,49,46
703,18013,82,11,12,13,14,13
704,18015,246,23,26,28,28,29
705,18017,1840,44,49,55,58,59
706,18019,1567,219,235,241,240,231
707,18021,205,47,51,54,55,51
708,18023,503,45,52,58,62,64
709,18025,55,5,6,6,6,6
710,18027,399,70,77,80,80,76
711,18029,553,41,43,44,44,43
712,18031,369,21,23,25,25,26
713,18033,277,43,51,56,60,63
714,18035,866,147,167,183,195,199
715,18037,793,74,77,75,72,68
716,18039,5340,149,135,122,112,101
717,18041,277,42,46,47,46,43
718,18043,979,136,145,148,147,141
719,18045,81,11,13,15,16,16
720,18047,261,15,16,17,17,17
721,18049,192,23,24,25,25,25
722,18051,285,42,44,45,45,43
723,18053,579,38,43,46,50,52
724,18055,326,37,44,49,52,52
725,18057,3423,423,437,440,431,408
726,18059,750,55,60,63,65,67
727,18061,435,55,63,68,70,69
728,18063,2152,143,155,166,175,176
729,18065,534,46,50,52,53,52
730,18067,1022,60,61,64,66,66
731,18069,152,24,28,29,32,33
732,18071,653,31,34,37,38,38
733,18073,298,37,38,38,39,39
734,18075,111,16,18,21,22,24
735,18077,193,29,31,32,33,33
736,18079,244,17,18,19,20,20
737,18081,1917,98,105,111,117,121
738,18083,272,54,57,58,57,55
739,18085,902,35,34,34,34,34
740,18087,581,14,14,14,13,13
741,18089,8593,493,508,520,528,530
742,18091,1097,136,139,139,138,132
743,18093,385,28,30,31,33,32
744,18095,1183,206,232,254,267,272
745,18097,17424,989,1112,1217,1286,1297
746,18099,853,39,40,39,37,32
747,18101,71,7,8,9,9,8
748,18103,300,30,33,37,39,40
749,18105,858,106,111,115,117,115
750,18107,386,19,22,24,26,26
751,18109,541,64,69,73,74,73
752,18111,128,7,8,8,8,8
753,18113,766,35,34,34,33,31
754,18115,70,5,5,5,5,4
755,18117,209,23,25,28,28,28
756,18119,132,19,20,22,23,22
757,18121,75,16,17,18,18,18
758,18123,194,8,8,9,9,9
759,18125,80,12,14,15,16,16
760,18127,1565,218,230,239,238,232
761,18129,199,24,26,28,28,28
762,18131,91,8,9,10,10,10
763,18133,397,61,67,69,70,69
764,18135,143,17,20,22,21,21
765,18137,234,19,23,26,29,31
766,18139,126,20,22,22,21,21
767,18141,4229,406,424,436,434,425
768,18143,299,22,24,25,26,26
769,18145,605,35,40,44,47,49
770,18147,148,14,15,17,18,18
771,18149,186,12,14,14,15,15
772,18151,241,25,27,29,30,30
773,18153,257,39,42,44,42,39
774,18155,63,6,6,7,7,7
775,18157,1442,190,197,196,196,188
776,18159,170,15,17,17,17,16
777,18161,54,8,8,8,7,7
778,18163,2331,286,286,280,263,244
779,18165,78,15,18,19,20,20
780,18167,1034,273,295,298,288,267
781,18169,194,32,34,37,37,37
782,18171,34,3,3,3,3,3
783,18173,684,80,83,85,84,82
784,18175,184,32,37,40,42,40
785,18177,472,80,87,94,97,101
786,18179,190,24,28,31,33,33
787,18181,414,33,33,32,32,31
788,18183,185,23,26,29,31,33
789,19001,43,3,3,3,2,2
790,19003,20,1,1,1,1,1
791,19005,167,6,7,6,7,6
792,19007,66,12,12,13,14,14
793,19009,35,2,2,2,2,2
794,19011,182,23,25,26,25,26
795,19013,3513,178,173,161,151,140
796,19015,315,29,28,27,25,24
797,19017,265,35,37,37,38,36
798,19019,164,26,27,27,28,27
799,19021,1815,6,5,4,4,3
