,County,207,213,220,227,234,241
89,02220,31,3,3,3,3,2
90,02230,0,0,0,0,0,0
91,02240,18,1,0,0,0,0
92,02261,62,6,6,6,6,5
93,02275,8,0,0,0,0,0
94,02282,9,0,0,0,0,0
95,02290,57,4,3,3,2,2
96,04001,3241,55,48,42,35,30
97,04003,1761,124,122,114,106,97
98,04005,3180,62,55,49,44,40
99,04007,1002,95,89,81,74,67
100,04009,604,58,57,55,52,48
101,04011,57,3,4,4,4,4
102,04012,490,7,7,6,6,5
103,04013,129385,3341,3243,3160,3012,2762
104,04015,3363,185,167,156,146,131
105,04017,5452,66,51,40,32,25
106,04019,19581,1252,1153,1033,893,766
107,04021,8710,150,122,103,88,77
108,04023,2704,26,20,15,12,10
109,04025,2146,249,244,234,218,200
110,04027,11861,233,174,132,99,73
111,05001,247,47,48,48,46,44
112,05003,362,44,44,43,40,37
113,05005,86,22,26,30,32,35
114,05007,4917,165,153,144,134,123
115,05009,230,56,63,69,73,76
116,05011,221,29,29,26,24,21
117,05013,16,1,1,1,1,1
118,05015,392,29,27,25,24,23
119,05017,921,37,31,25,20,16
120,05019,189,20,20,18,18,17
121,05021,146,16,16,17,16,16
122,05023,225,14,15,17,17,18
123,05025,120,14,13,13,11,10
124,05027,242,43,45,44,43,40
125,05029,162,22,21,22,21,20
126,05031,1482,163,164,161,156,148
127,05033,736,26,30,34,35,34
128,05035,1482,84,77,67,60,53
129,05037,225,36,38,38,37,34
130,05039,68,8,8,8,8,7
131,05041,210,26,26,25,22,20
132,05043,260,43,40,37,34,31
133,05045,1397,166,174,181,175,167
134,05047,140,32,35,37,37,36
135,05049,48,12,13,15,15,15
136,05051,1182,257,261,257,245,235
137,05053,150,19,20,21,21,21
138,05055,534,106,107,104,98,90
139,05057,267,39,40,39,38,36
140,05059,1643,80,78,75,68,61
141,05061,374,34,31,27,23,19
142,05063,614,124,127,121,112,100
143,05065,61,19,21,21,21,22
144,05067,124,19,22,23,24,23
145,05069,1696,180,177,169,158,146
146,05071,691,29,25,23,21,18
147,05073,59,7,7,7,7,7
148,05075,230,28,29,30,29,28
149,05077,977,9,7,6,5,5
150,05079,1346,35,36,35,33,29
151,05081,218,55,58,55,51,46
152,05083,337,65,64,61,57,53
153,05085,573,115,116,114,108,101
154,05087,278,10,10,9,8,7
155,05089,33,7,8,8,9,10
156,05091,535,62,63,61,59,55
157,05093,1154,192,181,164,145,125
158,05095,76,13,13,14,14,13
159,05097,43,11,12,13,13,14
160,05099,147,9,9,9,8,8
161,05101,107,8,9,10,10,11
162,05103,118,34,35,36,35,35
163,05105,55,6,7,7,7,7
164,05107,349,32,30,30,28,26
165,05109,140,35,35,33,31,26
166,05111,340,55,57,57,55,52
167,05113,161,21,22,22,21,19
168,05115,1449,86,78,73,65,58
169,05117,109,20,21,20,19,18
170,05119,6085,470,448,420,392,364
171,05121,260,45,44,40,36,32
172,05123,1238,41,39,36,34,31
173,05125,1267,201,205,202,195,184
174,05127,78,19,20,20,19,18
175,05129,34,4,4,5,4,4
176,05131,2435,294,277,251,221,192
177,05133,1058,20,16,13,11,9
178,05135,128,28,30,32,32,32
179,05137,86,19,21,22,21,20
180,05139,556,77,81,82,79,76
181,05141,55,5,5,5,5,5
182,05143,6430,152,139,128,112,96
183,05145,394,120,132,143,148,147
184,05147,24,2,2,2,2,2
185,05149,1088,18,14,10,7,6
186,06001,14973,2148,2333,2469,2527,2499
187,06003,2,0,0,0,0,0
188,06005,208,42,53,61,65,63
189,06007,1370,496,546,561,545,511
190,06009,174,40,48,55,58,59
191,06011,409,53,56,59,57,51
192,06013,11228,1551,1659,1723,1726,1684
193,06015,106,13,16,19,22,23
194,06017,827,242,274,304,313,312
195,06019,19900,2152,2225,2199,2068,1864
196,06021,407,52,52,50,47,43
197,06023,309,49,63,78,90,99
198,06025,10058,195,154,122,97,77
199,06027,127,19,23,25,24,23
200,06029,26570,2637,2533,2310,2015,1702
201,06031,5409,105,107,108,108,102
202,06033,268,67,82,96,105,112
203,06035,703,7,11,14,17,19
204,06037,221971,10441,11062,11595,11819,11566
205,06039,2924,346,348,334,305,268
206,06041,5750,406,415,413,400,379
207,06043,64,9,10,12,13,14
208,06045,537,157,188,206,209,192
209,06047,6777,867,865,811,720,617
210,06049,5,4,5,9,13,15
211,06051,160,11,12,13,13,12
212,06053,6461,839,884,880,834,764
213,06055,1206,215,226,238,238,233
214,06057,373,72,83,96,104,105
215,06059,43709,2948,3139,3277,3300,3232
216,06061,2582,521,568,606,633,633
217,06063,39,8,10,12,14,16
218,06065,45662,3191,3334,3422,3415,3285
219,06067,13615,2729,2966,2977,2846,2649
220,06069,828,33,34,36,35,34
221,06071,41124,3085,3206,3301,3318,3206
222,06073,34344,2422,2524,2658,2777,2877
223,06075,8292,918,1021,1093,1132,1135
224,06077,14651,1245,1212,1144,1050,941
225,06079,2439,485,534,575,588,564
226,06081,6952,774,897,1010,1081,1113
227,06083,7274,659,701,720,709,678
228,06085,14207,1994,2303,2541,2675,2697
229,06087,1454,254,287,330,367,390
230,06089,488,153,181,211,241,257
231,06091,6,5,5,6,5,5
232,06093,111,37,47,58,68,72
233,06095,4596,708,786,834,839,797
234,06097,4293,728,778,818,829,812
235,06099,12379,1108,1094,1032,963,891
236,06101,1094,180,183,182,177,165
237,06103,318,96,114,127,135,136
238,06105,8,3,4,5,5,6
239,06107,12105,831,828,798,739,667
240,06109,160,25,30,36,43,49
241,06111,9090,1339,1363,1333,1279,1221
242,06113,2019,347,394,421,432,419
243,06115,758,140,159,171,173,164
244,08001,6816,465,497,515,524,514
245,08003,233,6,7,7,8,8
246,08005,7594,433,497,556,609,646
247,08007,40,4,5,7,8,10
248,08009,15,0,0,0,0,0
249,08011,11,1,1,1,2,2
250,08013,2136,175,184,191,196,198
251,08014,489,33,35,38,41,42
252,08015,304,4,5,5,5,6
253,08017,9,0,0,0,0,0
254,08019,31,1,2,2,2,2
255,08021,27,3,4,4,4,4
256,08023,24,1,1,0,0,0
257,08025,73,0,0,0,1,1
258,08027,13,1,1,1,1,1
259,08029,133,25,31,37,41,46
260,08031,10572,359,385,406,420,425
261,08033,1,0,0,1,1,1
262,08035,1833,165,176,190,201,211
263,08037,1152,38,37,37,36,34
264,08039,110,14,16,18,19,20
265,08041,5478,678,717,744,753,740
266,08043,137,47,55,63,67,67
267,08045,797,42,39,36,33,30
268,08047,17,1,2,2,2,3
269,08049,54,8,9,10,11,11
270,08051,279,7,7,7,7,8
271,08053,3,0,0,0,0,0
272,08055,8,0,0,0,0,0
273,08057,9,0,0,0,0,0
274,08059,4414,367,416,464,507,533
275,08061,0,0,0,0,0,0
276,08063,70,7,9,9,9,9
277,08065,79,6,7,8,7,7
278,08067,228,37,42,49,55,57
279,08069,1687,255,284,307,323,334
280,08071,18,4,6,7,7,6
281,08073,8,0,0,0,0,0
282,08075,658,8,9,11,14,15
283,08077,367,116,141,168,188,196
284,08079,18,0,0,0,0,0
285,08081,32,5,5,5,5,5
286,08083,115,10,11,11,12,12
287,08085,321,30,35,39,43,44
288,08087,698,15,18,22,26,28
289,08089,78,18,23,27,29,30
290,08091,13,0,0,0,0,0
291,08093,42,3,4,5,6,6
292,08095,19,1,1,2,1,1
293,08097,191,5,5,6,6,6
294,08099,69,9,11,13,15,16
295,08101,754,157,181,201,216,228
296,08103,20,3,3,3,3,3
297,08105,92,5,6,7,7,7
298,08107,127,12,13,14,15,14
299,08109,106,1,1,2,2,2
300,08111,2,0,0,0,0,0
301,08113,93,4,5,4,4,4
302,08115,11,0,0,0,0,0
303,08117,344,12,12,13,13,12
304,08119,146,21,24,25,25,26
305,08121,51,1,2,2,2,2
306,08123,3825,168,195,222,248,268
307,08125,63,3,3,4,4,4
308,09001,18160,297,311,328,343,359
309,09003,12871,184,187,189,195,200
310,09005,1632,39,44,50,55,60
311,09007,1414,19,24,30,35,34
312,09009,13316,278,297,312,324,333
313,09011,1477,76,86,96,104,112
314,09013,1056,16,20,23,24,23
315,09015,755,30,31,32,35,37
316,10001,2485,138,139,140,136,131
317,10003,7524,313,304,298,292,283
318,10005,6181,190,190,184,175,166
319,11001,NaN,383,404,422,442,451
320,12001,4629,527,536,528,503,463
321,12003,1077,55,52,47,40,34
322,12005,4821,465,444,406,359,302
323,12007,569,68,70,70,65,59
324,12009,6511,781,772,761,742,715
325,12011,66447,3852,3629,3359,3057,2769
326,12013,503,33,31,30,29,27
327,12015,2378,265,261,255,241,224
328,12017,1778,295,285,263,238,214
329,12019,3461,284,284,280,266,247
330,12021,10891,338,302,268,241,212
331,12023,3038,250,229,202,178,151
332,12027,1420,49,42,38,34,30
333,12029,591,56,54,49,44,37
334,12031,24629,1613,1553,1472,1374,1261
335,12033,10265,915,848,763,667,564
336,12035,1160,161,168,171,168,161
337,12037,473,43,42,38,32,26
338,12039,2037,179,160,135,111,90
339,12041,402,37,37,36,33,29
340,12043,421,14,13,13,12,11
341,12045,743,82,69,55,43,33
342,12047,635,21,18,16,14,13
343,12049,1011,44,39,33,28,24
344,12051,1879,69,57,46,37,29
345,12053,2225,292,309,318,310,295
346,12055,1608,195,187,174,157,141
347,12057,34238,1311,1185,1076,973,878
348,12059,533,39,38,36,34,31
349,12061,2652,180,173,160,144,126
350,12063,2030,210,191,170,146,124
351,12065,467,21,21,21,21,20
352,12067,989,28,27,23,20,16
353,12069,5619,513,487,454,422,387
354,12071,17401,737,681,623,571,522
355,12073,5402,520,531,535,526,506
356,12075,767,87,84,79,74,65
357,12077,411,15,15,14,13,12
358,12079,763,48,42,35,29,24
359,12081,9781,475,453,419,385,348
360,12083,7247,1197,1156,1072,964,853
361,12085,3923,94,79,69,59,50
362,12086,145307,8390,6761,5336,4126,3162
363,12087,1633,128,126,120,109,99
364,12089,1334,111,114,113,109,104
365,12091,3728,355,343,319,290,254
366,12093,1142,84,75,68,59,51
367,12095,33382,2217,2113,1959,1779,1587
368,12097,10314,602,567,522,474,429
369,12099,39129,1886,1691,1509,1334,1171
370,12101,7453,675,648,618,589,554
371,12103,18730,1093,1013,933,852,771
372,12105,15429,1244,1134,1007,886,769
373,12107,1611,123,117,109,98,86
374,12109,3971,391,396,379,355,323
375,12111,6254,453,421,385,348,309
376,12113,4223,343,339,331,314,293
377,12115,6689,651,648,635,609,572
378,12117,7471,633,609,586,555,515
379,12119,1540,204,213,214,205,191
380,12121,2253,149,133,115,96,79
381,12123,1100,115,104,89,73,58
382,12125,488,50,49,46,41,36
383,12127,8452,911,894,868,821,764
384,12129,773,95,94,89,78,67
385,12131,1486,113,109,103,93,82
386,12133,929,76,74,69,59,52
387,13001,789,56,50,44,38,31
388,13003,352,14,12,10,8,7
389,13005,472,19,17,16,13,11
390,13007,72,3,3,3,3,2
391,13009,1168,81,81,78,76,68
392,13011,301,33,34,35,32,30
393,13013,1433,133,134,130,124,116
394,13015,2057,123,117,111,103,96
395,13017,535,42,40,37,33,28
396,13019,337,35,34,33,30,28
397,13021,4061,340,317,292,266,238
398,13023,279,37,38,38,35,31
399,13025,272,32,32,31,29,26
400,13027,432,18,17,16,15,15
401,13029,732,59,59,57,51,46
402,13031,1395,141,134,125,114,103
403,13033,546,46,47,45,42,39
404,13035,511,20,21,22,21,20
405,13037,214,5,5,6,5,5
406,13039,860,93,93,90,87,82
407,13043,280,24,22,20,18,16
408,13045,2043,182,186,189,186,176
409,13047,709,107,116,118,116,110
410,13049,490,27,26,23,21,19
411,13051,6247,554,516,482,435,384
412,13053,810,24,21,19,16,13
413,13055,360,60,65,67,63,57
414,13057,3981,339,341,336,322,297
415,13059,2250,211,207,198,190,177
416,13061,103,2,2,2,2,1
417,13063,5522,445,431,405,377,339
418,13065,216,12,12,12,11,10
419,13067,14893,1203,1204,1173,1112,1022
420,13069,1591,74,67,60,52,45
421,13071,1623,43,39,36,32,29
422,13073,2635,319,301,273,239,207
423,13075,472,33,33,30,27,23
424,13077,1768,196,200,202,196,187
425,13079,117,17,17,17,16,15
426,13081,415,16,16,17,18,18
427,13083,154,25,27,27,27,25
428,13085,484,49,49,48,44,39
429,13087,846,60,61,60,56,52
430,13089,15030,1044,1046,1019,977,918
431,13091,253,27,30,30,31,29
432,13093,264,9,10,10,10,10
433,13095,2826,88,93,99,99,100
434,13097,2874,212,208,196,182,165
435,13099,383,7,8,8,8,7
436,13101,226,2,2,2,2,2
437,13103,823,102,104,102,99,91
438,13105,385,37,37,35,34,33
439,13107,591,60,58,53,47,39
440,13109,313,40,36,32,26,23
441,13111,368,42,42,40,38,35
442,13113,1277,156,157,157,154,147
443,13115,1805,153,149,141,132,119
444,13117,2569,329,324,307,284,254
445,13119,456,36,36,33,30,27
446,13121,21993,1696,1650,1555,1416,1270
447,13123,684,77,81,83,78,73
448,13125,27,2,2,2,2,2
449,13127,2750,141,124,108,91,76
450,13129,1335,110,106,97,88,78
451,13131,560,57,59,60,55,51
452,13133,361,32,32,31,28,25
453,13135,21534,1289,1248,1194,1117,1027
454,13137,1212,84,84,80,75,69
455,13139,6552,406,388,356,317,277
456,13141,338,21,21,21,19,17
457,13143,251,38,39,39,38,37
458,13145,685,29,28,28,27,26
459,13147,350,65,66,65,60,54
460,13149,152,15,16,16,16,16
461,13151,3735,331,331,318,299,273
462,13153,2218,197,184,172,161,150
463,13155,178,9,9,9,10,9
464,13157,1188,109,107,103,98,91
465,13159,176,16,17,16,17,15
466,13161,532,50,45,39,32,26
467,13163,567,43,38,35,30,26
468,13165,263,14,12,11,10,8
469,13167,264,18,17,16,15,14
470,13169,348,45,49,49,49,47
471,13171,294,30,30,30,27,25
472,13173,231,11,11,10,9,8
473,13175,1128,122,119,112,103,92
474,13177,607,19,22,24,25,26
475,13179,803,118,124,126,125,119
476,13181,168,11,10,9,9,8
477,13183,145,22,22,22,22,21
478,13185,3256,87,74,63,53,46
479,13187,417,69,73,72,69,65
480,13189,415,52,52,50,46,42
481,13191,211,29,29,28,25,22
482,13193,189,10,10,11,11,12
483,13195,447,54,54,52,47,41
484,13197,162,8,8,8,8,7
485,13199,436,27,27,26,25,23
486,13201,164,10,9,9,8,7
487,13205,673,17,19,20,21,22
488,13207,501,37,38,37,36,34
489,13209,178,25,25,24,23,21
490,13211,320,37,37,36,33,28
491,13213,655,70,70,68,64,61
492,13215,5066,265,238,217,193,174
493,13217,2012,192,192,181,163,148
494,13219,472,38,40,41,42,41
495,13221,252,28,27,27,24,22
496,13223,1886,225,222,215,203,189
497,13225,451,54,56,55,53,48
498,13227,444,66,66,62,56,50
499,13229,442,25,25,24,22,19
500,13231,241,28,28,28,26,23
501,13233,958,68,66,63,56,50
502,13235,139,12,14,15,14,14
503,13237,476,44,43,42,38,35
504,13239,32,1,1,1,1,1
505,13241,234,24,24,24,24,23
506,13243,287,8,8,8,8,7
507,13245,5064,569,552,518,466,409
508,13247,1471,134,131,129,123,117
509,13249,79,5,5,5,4,4
510,13251,228,25,24,24,23,21
511,13253,242,20,20,19,17,14
512,13255,1036,92,94,92,87,82
513,13257,696,59,56,50,46,39
514,13259,275,4,4,3,3,3
515,13261,783,21,21,22,22,21
516,13263,147,7,7,8,7,6
517,13265,17,2,2,2,2,1
518,13267,597,69,65,57,49,41
519,13269,105,12,13,12,12,12
520,13271,309,24,23,23,21,19
521,13273,307,5,5,5,5,4
522,13275,1248,100,98,94,87,80
523,13277,1399,39,34,31,28,25
524,13279,871,70,62,55,48,42
525,13281,158,16,17,16,16,15
526,13283,143,18,18,17,16,14
527,13285,2413,61,56,50,45,39
528,13287,262,8,8,8,8,8
529,13289,135,15,16,16,15,14
530,13291,331,55,57,56,53,48
531,13293,626,44,47,47,47,44
532,13295,814,139,151,155,151,145
533,13297,1268,163,164,160,151,137
534,13299,1229,50,44,39,34,29
535,13301,92,5,6,6,5,5
536,13303,536,48,49,49,45,41
537,13305,871,104,98,87,74,61
538,13307,39,0,1,0,0,0
539,13309,106,8,8,8,7,7
540,13311,394,48,50,49,47,44
541,13313,3720,166,150,135,119,104
542,13315,198,10,11,11,10,10
543,13317,201,11,11,10,10,10
544,13319,238,21,21,21,19,17
545,13321,471,20,21,21,21,21
546,15001,148,23,30,36,45,52
547,15003,4591,2248,2582,2801,2891,2880
548,15005,0,0,0,0,0,0
549,15007,54,6,7,9,10,11
550,15009,226,47,59,75,94,113
551,16001,9968,1515,1519,1451,1333,1169
552,16003,22,1,1,1,1,0
553,16005,487,181,202,209,208,199
554,16007,21,5,6,7,8,7
555,16009,80,17,17,16,15,13
556,16011,339,128,138,140,136,128
557,16013,585,11,12,13,13,14
558,16015,53,10,9,9,9,8
559,16017,191,45,51,59,63,67
560,16019,1317,364,371,356,331,299
561,16021,38,4,4,4,4,4
562,16023,1,1,2,4,6,7
563,16025,1,0,0,0,0,0
564,16027,6362,877,796,693,583,486
565,16029,34,2,2,2,2,2
566,16031,547,37,33,29,26,23
567,16033,12,6,5,3,2,1
568,16035,17,1,1,1,1,1
569,16037,11,0,0,0,0,0
570,16039,234,42,44,43,43,41
571,16041,52,4,4,3,3,3
572,16043,94,19,21,23,22,21
573,16045,189,22,22,22,21,20
574,16047,181,30,30,29,28,26
575,16049,34,6,7,9,10,11
576,16051,252,57,62,63,61,56
577,16053,525,46,45,42,38,35
578,16055,1989,367,387,382,365,336
579,16057,133,57,66,72,75,75
580,16059,48,11,12,12,12,12
581,16061,0,5,8,12,14,14
582,16063,62,4,4,4,3,3
583,16065,190,47,55,62,68,70
584,16067,504,40,39,35,31,28
585,16069,174,34,39,43,46,46
586,16071,16,2,2,2,2,2
587,16073,279,21,21,21,20,18
588,16075,447,57,57,54,50,45
589,16077,66,10,10,10,10,9
590,16079,166,66,72,74,70,63
591,16081,97,13,13,13,13,12
592,16083,1521,149,148,142,133,122
593,16085,76,13,14,14,15,15
594,16087,238,19,17,16,13,12
595,17001,643,161,177,184,180,168
596,17003,40,5,6,6,6,6
597,17005,80,21,23,24,26,27
598,17007,769,10,8,8,8,9
599,17009,15,0,1,1,1,1
600,17011,277,95,100,100,93,83
601,17013,14,2,3,3,3,3
602,17015,84,24,28,30,30,30
603,17017,257,27,28,27,26,24
604,17019,1766,192,194,195,194,191
605,17021,153,27,33,36,38,39
606,17023,95,23,26,28,29,29
607,17025,36,8,9,10,11,10
608,17027,485,46,53,58,63,64
609,17029,612,161,172,175,167,151
610,17031,115960,3249,3363,3458,3557,3671
611,17033,35,4,6,7,8,9
612,17035,66,11,13,14,15,16
613,17037,985,101,107,109,110,108
614,17039,36,7,9,10,12,13
615,17041,146,27,30,31,31,31
616,17043,12892,788,864,923,965,985
617,17045,35,4,4,4,5,5
618,17047,25,5,5,6,6,6
619,17049,241,64,74,80,80,75
620,17051,78,20,24,29,33,32
621,17053,60,11,14,15,17,18
622,17055,242,91,103,111,109,102
623,17057,45,18,23,30,36,42
624,17059,53,3,3,3,3,3
625,17061,72,26,30,32,31,29
626,17063,384,57,63,65,68,69
627,17065,37,8,10,10,12,12
628,17067,92,27,31,33,33,32
629,17069,18,1,1,1,1,1
630,17071,23,4,4,4,4,4
631,17073,297,98,107,111,109,104
632,17075,280,32,36,39,41,42
633,17077,772,88,104,119,129,132
634,17079,66,3,4,5,5,5
635,17081,353,88,102,110,113,110
636,17083,151,42,46,48,47,45
637,17085,141,25,30,33,35,35
638,17087,78,19,23,25,26,26
639,17089,10184,407,458,507,543,567
640,17091,1886,94,102,106,109,110
641,17093,1461,105,114,120,124,127
642,17095,361,91,105,115,123,123
643,17097,13282,663,742,808,861,893
644,17099,953,300,332,348,354,342
645,17101,62,15,17,20,22,23
646,17103,194,53,62,69,70,68
647,17105,150,48,55,60,61,62
648,17107,196,69,80,84,83,77
649,17109,158,30,35,40,44,46
650,17111,3389,281,305,325,338,341
651,17113,773,244,297,340,365,375
652,17115,755,205,248,281,308,316
653,17117,241,78,91,102,107,109
654,17119,3111,522,551,568,570,562
655,17121,182,51,59,64,69,71
656,17123,35,10,12,14,14,14
657,17125,61,14,17,18,20,19
658,17127,43,9,11,12,12,13
659,17129,61,12,13,15,16,16
660,17131,79,10,11,13,14,14
661,17133,354,57,61,63,63,59
662,17135,190,39,45,50,53,52
663,17137,392,68,75,78,80,79
664,17139,111,30,33,34,32,30
665,17141,433,39,42,45,45,45
666,17143,1890,358,381,392,385,375
667,17145,210,39,46,49,52,51
668,17147,69,17,20,21,21,21
669,17149,34,10,13,15,16,18
670,17151,11,3,3,3,3,3
671,17153,101,3,4,4,4,4
672,17155,13,2,2,3,2,2
673,17157,523,65,73,79,80,76
674,17159,41,6,7,8,9,10
675,17161,1869,162,170,171,168,161
676,17163,4425,366,369,368,356,341
677,17165,138,15,19,22,26,28
678,17167,1447,406,444,462,459,438
679,17169,19,2,2,2,1,1
680,17171,35,17,22,23,24,22
681,17173,108,26,30,33,36,38
682,17175,7,0,0,0,0,0
683,17177,345,20,21,24,25,27
684,17179,700,265,298,318,330,332
685,17181,361,28,30,30,30,29
686,17183,267,83,98,112,119,124
687,17185,63,4,5,6,7,7
688,17187,203,14,16,18,18,19
689,17189,73,21,24,24,24,23
690,17191,72,28,31,33,32,32
691,17193,84,24,30,34,35,36
692,17195,391,79,87,91,94,93
693,17197,9874,801,877,921,928,897
694,17199,534,151,168,176,177,174
695,17201,3861,123,124,126,125,122
696,17203,186,62,71,78,79,75
697,18001,135,30,34,37,38,37
698,18003,4277,271,266,258,252,241
699,18005,910,77,82,87,91,90
700,18007,69,6,6,6,6,6
701,18009,67,11,11,11,10,9
702,18011,734,54,52,49,48,45
703,18013,79,10,11,12,12,12
704,18015,227,26,27,27,26,25
705,18017,1821,54,58,61,62,61
706,18019,1410,220,231,235,227,217
707,18021,169,46,49,51,50,49
708,18023,474,42,46,47,48,47
709,18025,52,8,9,9,9,9
710,18027,314,53,56,57,55,53
711,18029,535,65,69,71,73,72
712,18031,358,29,32,34,36,34
713,18033,252,29,31,33,33,34
714,18035,802,187,211,225,232,231
715,18037,743,86,87,86,81,75
716,18039,5120,187,173,158,143,129
717,18041,220,37,40,41,42,41
718,18043,890,160,174,185,188,183
719,18045,76,13,14,16,16,17
720,18047,253,20,21,22,23,22
721,18049,178,26,27,28,28,27
722,18051,247,53,57,57,57,56
723,18053,540,38,40,41,40,40
724,18055,266,29,33,35,36,38
725,18057,3144,417,448,469,475,471
726,18059,719,81,85,86,87,85
727,18061,381,51,56,60,60,60
728,18063,2015,152,160,163,166,163
729,18065,504,58,61,63,64,64
730,18067,979,89,89,88,84,81
731,18069,136,15,16,17,18,19
732,18071,628,31,32,33,33,33
733,18073,271,53,55,56,54,52
734,18075,100,14,14,13,14,14
735,18077,184,27,29,32,33,34
736,18079,235,21,23,24,25,24
737,18081,1845,134,141,143,145,143
738,18083,184,52,57,59,60,58
739,18085,882,48,45,42,42,40
740,18087,573,19,17,15,13,11
741,18089,8095,516,510,498,479,458
742,18091,1000,135,145,151,153,154
743,18093,364,36,37,38,38,38
744,18095,1100,207,235,252,260,260
745,18097,16640,964,1014,1047,1056,1055
746,18099,808,39,37,34,32,30
747,18101,54,9,10,9,9,9
748,18103,286,35,38,40,40,40
749,18105,802,174,181,184,185,183
750,18107,369,28,29,30,29,28
751,18109,507,66,68,71,72,71
752,18111,122,6,7,7,7,7
753,18113,737,51,50,47,44,41
754,18115,68,5,6,5,5,5
755,18117,190,19,21,23,24,24
756,18119,115,21,23,24,25,25
757,18121,61,18,20,21,21,19
758,18123,192,12,12,12,11,11
759,18125,73,17,20,20,20,19
760,18127,1450,266,282,287,285,279
761,18129,188,38,39,41,41,39
762,18131,87,6,7,7,7,7
763,18133,341,48,54,56,57,56
764,18135,135,21,23,24,25,25
765,18137,225,26,31,33,34,35
766,18139,103,11,12,13,13,13
767,18141,3844,341,342,339,328,313
768,18143,289,31,32,32,33,32
769,18145,582,47,50,53,54,53
770,18147,141,18,19,21,21,20
771,18149,185,19,21,21,20,21
772,18151,222,33,33,32,31,30
773,18153,180,30,32,33,32,31
774,18155,59,9,10,11,11,11
775,18157,1337,208,212,208,200,192
776,18159,162,34,35,35,33,31
777,18161,47,5,5,5,5,5
778,18163,2181,452,469,472,463,441
779,18165,65,12,14,15,16,16
780,18167,840,298,319,328,321,307
781,18169,183,32,35,37,38,38
782,18171,27,3,3,3,3,3
783,18173,630,117,125,125,124,117
784,18175,159,34,36,38,39,38
785,18177,430,133,141,144,144,138
786,18179,181,32,33,35,34,32
787,18181,394,35,38,39,38,37
788,18183,167,19,19,20,20,21
789,19001,38,2,2,2,2,2
790,19003,17,0,0,0,0,0
791,19005,163,6,7,7,7,7
792,19007,56,8,9,10,10,11
793,19009,30,2,2,3,2,2
794,19011,171,28,29,29,29,29
795,19013,3297,159,155,148,140,133
796,19015,293,34,34,33,31,28
797,19017,243,34,36,37,40,39
