,County,165,171,178,185,192,199
75,02100,2,2,3,3,4,4
76,02105,0,0,0,0,0,0
77,02110,45,8,10,11,12,12
78,02122,162,22,25,28,30,31
79,02130,22,2,2,2,2,1
80,02150,4,10,10,10,9,9
81,02158,1,,,,,NaN
82,02164,0,0,0,0,0,0
83,02170,115,35,46,57,67,76
84,02180,9,4,4,4,4,4
85,02185,4,5,8,11,14,16
86,02188,5,4,4,5,5,5
87,02195,5,1,0,0,0,0
88,02198,2,3,3,2,2,2
89,02220,13,4,5,5,5,5
90,02230,0,0,0,0,0,0
91,02240,10,2,2,2,1,1
92,02261,4,0,0,0,0,0
93,02275,3,3,4,4,4,4
94,02282,0,0,0,0,0,0
95,02290,4,5,5,5,5,6
96,04001,2439,198,172,142,111,87
97,04003,791,274,342,380,393,379
98,04005,2164,203,216,222,221,209
99,04007,354,96,120,141,154,155
100,04009,140,28,34,40,45,48
101,04011,21,4,4,5,4,5
102,04012,363,53,56,56,56,51
103,04013,62296,5267,5683,5947,5998,5825
104,04015,1384,531,601,623,603,549
105,04017,3883,293,273,243,211,176
106,04019,9621,2182,2356,2378,2243,2040
107,04021,4391,804,865,864,811,735
108,04023,1981,228,203,168,131,101
109,04025,929,335,439,512,541,545
110,04027,7346,886,750,611,483,375
111,05001,37,7,7,8,8,8
112,05003,83,11,12,11,11,10
113,05005,24,4,4,4,5,4
114,05007,3000,266,270,269,261,245
115,05009,30,5,5,5,4,4
116,05011,56,4,4,3,3,3
117,05013,2,1,1,3,6,10
118,05015,190,37,38,37,36,35
119,05017,180,10,9,9,7,7
120,05019,58,1,1,1,1,1
121,05021,66,12,13,13,13,13
122,05023,111,1,0,0,0,0
123,05025,29,1,1,0,0,0
124,05027,90,7,7,7,7,7
125,05029,72,7,6,7,6,5
126,05031,480,104,108,110,108,105
127,05033,215,37,39,41,43,43
128,05035,766,52,49,46,42,38
129,05037,89,10,9,9,8,8
130,05039,10,4,3,3,2,2
131,05041,64,3,3,2,2,2
132,05043,76,6,5,5,5,5
133,05045,593,20,19,18,17,16
134,05047,27,7,7,8,9,9
135,05049,15,3,2,2,2,2
136,05051,285,20,20,20,18,18
137,05053,46,3,3,3,3,3
138,05055,122,11,12,12,12,12
139,05057,63,14,14,13,12,12
140,05059,583,12,12,12,11,10
141,05061,101,8,8,8,7,6
142,05063,60,13,13,12,12,11
143,05065,23,3,3,3,2,2
144,05067,32,10,11,11,11,11
145,05069,752,44,41,39,38,35
146,05071,271,12,12,11,11,10
147,05073,21,1,1,1,0,0
148,05075,103,5,5,4,4,4
149,05077,803,16,15,14,13,11
150,05079,1043,7,6,6,5,4
151,05081,40,4,5,6,6,7
152,05083,61,13,14,14,14,14
153,05085,167,10,10,8,8,7
154,05087,206,18,19,19,19,19
155,05089,12,6,6,6,6,6
156,05091,220,7,7,6,6,6
157,05093,214,33,35,37,37,38
158,05095,16,1,1,1,1,1
159,05097,5,4,5,6,5,5
160,05099,104,8,8,8,8,7
161,05101,7,2,1,1,1,1
162,05103,21,4,4,4,4,4
163,05105,34,4,3,3,3,2
164,05107,155,18,20,20,20,20
165,05109,10,1,1,1,1,1
166,05111,62,11,10,10,10,9
167,05113,77,8,7,7,7,6
168,05115,495,59,60,61,59,58
169,05117,22,3,2,2,2,2
170,05119,2425,281,286,287,282,275
171,05121,55,6,5,5,4,4
172,05123,883,27,25,23,20,19
173,05125,353,37,39,39,39,38
174,05127,12,4,4,4,3,3
175,05129,12,0,0,0,0,0
176,05131,602,62,67,70,70,69
177,05133,743,31,27,24,20,18
178,05135,58,6,6,5,5,5
179,05137,19,1,1,1,0,0
180,05139,252,41,40,39,37,35
181,05141,33,1,0,0,0,0
182,05143,4050,355,360,357,342,324
183,05145,96,14,12,11,10,10
184,05147,8,3,2,2,2,1
185,05149,707,71,70,65,59,53
186,06001,6855,2321,2724,3027,3170,3164
187,06003,2,0,0,0,0,0
188,06005,31,11,15,20,24,27
189,06007,206,150,208,270,322,361
190,06009,53,14,19,26,31,36
191,06011,70,4,5,5,7,8
192,06013,3662,1169,1428,1648,1774,1793
193,06015,58,7,8,9,9,9
194,06017,226,90,129,174,217,247
195,06019,6110,1139,1391,1584,1665,1635
196,06021,122,40,48,55,58,59
197,06023,144,20,26,33,41,48
198,06025,7039,620,572,499,418,339
199,06027,33,7,9,12,13,14
200,06029,5245,1478,1588,1613,1582,1526
201,06031,2634,513,566,569,543,491
202,06033,87,29,43,55,63,69
203,06035,242,6,7,9,12,15
204,06037,115024,15894,16518,16259,15185,13653
205,06039,578,164,210,249,271,279
206,06041,2719,234,277,312,347,363
207,06043,27,4,5,5,5,6
208,06045,85,25,36,52,69,87
209,06047,1272,282,352,404,434,437
210,06049,0,0,0,0,0,0
211,06051,45,6,8,8,9,9
212,06053,2064,403,485,552,593,611
213,06055,376,101,136,166,183,196
214,06057,129,24,35,51,67,78
215,06059,16854,3494,3712,3788,3744,3628
216,06061,877,175,229,295,364,421
217,06063,11,3,4,6,9,11
218,06065,19450,3665,3984,4126,4075,3863
219,06067,4236,572,767,982,1180,1329
220,06069,273,7,8,8,8,8
221,06071,14922,2790,3495,4004,4205,4085
222,06073,16726,2875,3303,3583,3699,3727
223,06075,3776,420,507,581,638,663
224,06077,4474,1045,1221,1323,1363,1357
225,06079,701,183,260,341,406,440
226,06081,3536,747,830,879,891,872
227,06083,3261,555,654,726,762,764
228,06085,5273,372,488,636,805,959
229,06087,457,123,174,231,286,338
230,06089,154,79,116,158,199,223
231,06091,1,2,2,3,3,3
232,06093,31,6,9,13,17,23
233,06095,1476,238,294,361,429,478
234,06097,1359,352,455,537,613,672
235,06099,2660,841,966,1060,1119,1144
236,06101,252,92,122,151,178,192
237,06103,88,36,51,70,87,99
238,06105,2,2,3,4,6,7
239,06107,4627,902,947,953,925,858
240,06109,43,15,20,29,40,49
241,06111,3240,700,793,902,1016,1107
242,06113,677,139,187,233,267,280
243,06115,106,44,63,80,94,101
244,08001,4362,382,398,401,393,373
245,08003,200,25,24,23,21,20
246,08005,5354,336,369,397,421,430
247,08007,10,2,2,1,1,2
248,08009,14,0,0,0,0,0
249,08011,5,3,4,4,4,3
250,08013,1435,136,149,158,161,159
251,08014,314,30,32,35,37,37
252,08015,77,2,2,2,2,2
253,08017,5,1,0,0,0,0
254,08019,21,1,1,1,1,1
255,08021,15,5,5,6,7,7
256,08023,22,3,3,2,2,2
257,08025,71,1,1,0,0,0
258,08027,2,1,1,1,1,1
259,08029,84,8,9,10,10,11
260,08031,7344,525,537,535,525,498
261,08033,0,0,0,0,0,0
262,08035,1013,126,139,149,155,158
263,08037,705,13,14,15,15,15
264,08039,57,3,3,3,3,3
265,08041,2608,516,567,609,633,648
266,08043,40,12,16,19,22,24
267,08045,319,42,45,50,50,52
268,08047,8,1,1,1,1,1
269,08049,21,4,4,4,5,5
270,08051,189,2,2,2,2,2
271,08053,3,0,0,0,0,0
272,08055,4,2,2,2,2,1
273,08057,2,2,3,4,5,5
274,08059,2788,337,363,384,399,409
275,08061,0,0,0,0,0,0
276,08063,33,3,3,3,4,3
277,08065,52,5,5,4,4,4
278,08067,123,11,12,14,16,18
279,08069,803,149,170,190,201,210
280,08071,9,4,4,4,4,3
281,08073,4,2,2,2,2,2
282,08075,640,10,11,11,12,12
283,08077,118,24,31,40,50,61
284,08079,9,3,2,2,1,1
285,08081,13,2,2,2,3,3
286,08083,73,8,8,8,9,9
287,08085,208,12,13,14,16,16
288,08087,655,10,10,11,11,11
289,08089,22,6,5,5,5,5
290,08091,12,1,1,1,1,1
291,08093,27,3,3,3,3,3
292,08095,16,1,1,1,1,1
293,08097,105,5,5,5,5,6
294,08099,29,2,2,2,2,2
295,08101,407,71,84,94,100,104
296,08103,4,5,5,5,5,6
297,08105,80,14,15,15,14,13
298,08107,77,7,8,8,9,9
299,08109,102,4,3,3,3,2
300,08111,2,1,1,1,0,0
301,08113,39,4,4,4,4,3
302,08115,0,0,0,0,0,0
303,08117,281,11,10,11,10,9
304,08119,43,5,6,6,7,7
305,08121,46,1,1,1,1,1
306,08123,2871,103,113,123,128,130
307,08125,53,4,5,4,4,4
308,09001,16757,546,604,663,716,754
309,09003,11728,634,691,749,787,787
310,09005,1494,78,100,124,149,172
311,09007,1308,133,149,168,182,187
312,09009,12409,542,603,658,722,799
313,09011,1277,135,183,238,288,315
314,09013,915,38,43,51,63,77
315,09015,616,60,78,96,112,127
316,10001,1746,358,416,457,466,436
317,10003,5398,1001,1193,1338,1406,1389
318,10005,4903,363,421,466,484,469
319,11001,NaN,777,1001,1231,1417,1529
320,12001,1578,139,167,191,209,218
321,12003,102,11,14,16,18,19
322,12005,713,80,108,139,170,195
323,12007,95,9,11,13,15,17
324,12009,2521,328,419,504,570,614
325,12011,21239,1260,1406,1544,1636,1672
326,12013,97,15,16,16,16,15
327,12015,922,146,155,163,164,165
328,12017,378,38,47,58,67,76
329,12019,991,107,128,145,155,159
330,12021,5019,475,488,485,470,444
331,12023,361,40,47,54,58,63
332,12027,748,52,56,58,58,56
333,12029,78,10,11,12,12,12
334,12031,9146,774,879,953,985,987
335,12033,2809,353,381,394,393,381
336,12035,383,42,48,55,61,66
337,12037,15,10,11,11,12,12
338,12039,468,54,61,65,66,64
339,12041,114,21,25,27,28,27
340,12043,179,20,22,22,23,22
341,12045,54,15,19,21,23,25
342,12047,384,32,33,31,29,26
343,12049,506,72,79,81,78,72
344,12051,1085,113,103,92,80,69
345,12053,541,49,64,80,94,105
346,12055,405,90,105,119,127,134
347,12057,14336,2401,2561,2575,2487,2315
348,12059,199,16,20,21,22,22
349,12061,932,97,121,143,161,170
350,12063,406,42,49,54,58,60
351,12065,58,7,8,9,10,10
352,12067,36,7,7,6,6,6
353,12069,1845,353,429,481,507,513
354,12071,7498,796,830,834,812,770
355,12073,1798,138,171,202,227,244
356,12075,210,43,49,54,59,61
357,12077,244,5,5,4,4,4
358,12079,247,17,19,20,21,21
359,12081,3716,425,437,434,424,401
360,12083,927,245,311,369,410,426
361,12085,2320,374,371,345,309,272
362,12086,47011,4925,4718,4375,3955,3503
363,12087,367,33,36,38,42,45
364,12089,313,29,34,39,43,46
365,12091,906,95,121,142,159,169
366,12093,423,75,86,93,94,89
367,12095,14032,594,776,963,1133,1259
368,12097,2966,145,159,169,180,191
369,12099,16836,2271,2308,2265,2145,1965
370,12101,2757,364,454,522,565,587
371,12103,8533,1470,1610,1648,1595,1483
372,12105,5196,867,934,952,939,897
373,12107,540,54,66,75,80,81
374,12109,1325,110,130,142,153,161
375,12111,2182,466,502,527,539,535
376,12113,867,75,89,102,111,119
377,12115,2160,352,392,421,440,448
378,12117,3339,398,487,557,605,618
379,12119,420,17,21,24,28,32
380,12121,614,48,52,54,52,49
381,12123,99,23,27,30,32,33
382,12125,85,10,11,13,13,13
383,12127,2685,325,381,429,468,495
384,12129,87,13,16,19,20,20
385,12131,318,40,45,47,47,46
386,12133,121,25,28,29,30,31
387,13001,290,23,21,20,19,17
388,13003,162,14,14,13,12,10
389,13005,281,19,18,16,14,12
390,13007,44,1,0,0,0,0
391,13009,566,56,53,50,45,41
392,13011,144,14,16,16,16,16
393,13013,535,62,65,65,64,61
394,13015,774,45,46,45,45,43
395,13017,185,24,24,25,24,23
396,13019,135,24,26,26,26,25
397,13021,1207,156,169,177,175,172
398,13023,72,7,7,7,6,6
399,13025,110,13,14,15,15,15
400,13027,184,16,17,17,17,16
401,13029,166,16,17,17,18,17
402,13031,508,69,80,88,92,94
403,13033,156,9,10,11,11,12
404,13035,293,12,11,11,10,10
405,13037,167,3,2,2,2,2
406,13039,188,29,35,40,45,48
407,13043,62,6,7,7,7,7
408,13045,846,49,49,50,51,50
409,13047,323,85,93,96,101,99
410,13049,66,4,4,3,3,3
411,13051,1831,163,176,185,192,196
412,13053,429,22,22,22,20,19
413,13055,67,10,11,11,12,12
414,13057,1460,157,159,157,155,149
415,13059,714,51,53,54,56,58
416,13061,56,1,0,0,0,0
417,13063,2344,201,205,205,203,199
418,13065,112,9,9,8,7,6
419,13067,5758,700,669,635,593,551
420,13069,617,54,54,52,50,47
421,13071,1101,65,63,60,56,52
422,13073,627,63,68,72,75,77
423,13075,177,24,25,26,24,23
424,13077,777,113,124,132,138,138
425,13079,51,5,6,5,6,5
426,13081,292,9,9,9,7,7
427,13083,74,12,13,13,13,13
428,13085,153,10,10,10,9,9
429,13087,268,19,20,21,21,21
430,13089,6905,575,601,604,589,563
431,13091,113,16,16,16,15,15
432,13093,215,5,4,4,4,4
433,13095,1991,18,16,14,12,11
434,13097,1101,91,94,93,91,87
435,13099,275,3,2,2,2,1
436,13101,185,7,6,5,5,4
437,13103,200,25,30,33,35,37
438,13105,115,15,16,16,16,15
439,13107,146,25,27,27,27,25
440,13109,30,8,8,8,8,8
441,13111,107,15,15,16,16,17
442,13113,414,42,44,47,49,50
443,13115,588,47,51,54,56,55
444,13117,944,116,128,140,146,147
445,13119,217,20,21,22,23,22
446,13121,8652,577,554,525,490,448
447,13123,196,19,21,22,22,23
448,13125,10,5,5,5,5,4
449,13127,1162,128,131,129,118,107
450,13129,438,46,50,52,51,48
451,13131,229,25,27,27,26,24
452,13133,104,8,8,8,7,7
453,13135,9645,642,681,706,716,712
454,13137,717,76,74,70,64,57
455,13139,3404,234,219,201,178,154
456,13141,220,7,7,6,6,5
457,13143,85,15,17,18,19,20
458,13145,374,62,62,59,55,51
459,13147,83,15,15,16,16,16
460,13149,64,6,6,6,6,6
461,13151,1445,167,182,191,192,188
462,13153,744,118,126,130,131,127
463,13155,76,10,11,10,9,9
464,13157,434,59,65,69,71,70
465,13159,77,9,10,10,10,10
466,13161,126,21,21,21,21,19
467,13163,139,19,20,21,21,19
468,13165,122,17,16,14,13,11
469,13167,102,5,5,5,5,5
470,13169,103,8,9,10,12,13
471,13171,130,15,16,15,15,14
472,13173,152,17,16,15,14,12
473,13175,225,21,24,25,26,27
474,13177,402,5,5,5,5,4
475,13179,157,25,29,31,34,37
476,13181,51,3,3,3,3,3
477,13183,57,8,8,9,8,8
478,13185,1425,146,152,156,151,143
479,13187,145,15,18,19,20,20
480,13189,125,15,17,17,17,17
481,13191,63,9,10,11,11,10
482,13193,119,5,5,5,5,4
483,13195,122,18,20,22,24,24
484,13197,87,7,7,7,7,6
485,13199,216,22,23,23,23,22
486,13201,52,1,1,1,1,1
487,13205,459,9,8,8,7,6
488,13207,198,20,22,24,25,24
489,13209,33,5,5,4,4,4
490,13211,66,7,7,8,8,8
491,13213,250,42,45,47,49,48
492,13215,2137,463,471,459,433,396
493,13217,713,48,54,61,65,69
494,13219,183,15,16,16,16,15
495,13221,98,9,9,9,9,8
496,13223,679,114,123,130,132,134
497,13225,118,11,12,12,12,13
498,13227,101,18,20,21,21,21
499,13229,199,19,19,19,18,17
500,13231,103,10,11,12,12,12
501,13233,234,13,14,14,15,16
502,13235,54,3,4,4,4,4
503,13237,181,20,20,20,20,19
504,13239,18,0,0,0,0,0
505,13241,57,11,12,13,13,13
506,13243,201,3,3,3,3,3
507,13245,1279,267,281,283,280,265
508,13247,552,58,63,67,71,70
509,13249,26,1,1,1,1,1
510,13251,98,18,19,19,19,18
511,13253,51,1,1,1,1,1
512,13255,467,56,61,64,64,61
513,13257,262,27,28,28,27,25
514,13259,184,8,7,7,6,5
515,13261,574,18,17,16,15,13
516,13263,82,9,8,8,8,7
517,13265,2,1,1,1,1,1
518,13267,158,22,24,27,28,27
519,13269,37,3,3,3,3,3
520,13271,126,16,17,17,16,15
521,13273,232,2,1,1,1,1
522,13275,497,21,21,21,21,20
523,13277,823,61,56,51,46,41
524,13279,274,21,22,23,24,24
525,13281,50,6,6,6,5,5
526,13283,30,5,5,5,5,4
527,13285,1600,182,167,147,128,107
528,13287,181,7,7,6,5,4
529,13289,29,3,3,3,2,2
530,13291,78,13,15,17,17,18
531,13293,378,21,21,20,18,16
532,13295,344,118,134,144,147,144
533,13297,467,76,83,86,89,88
534,13299,510,41,41,38,36,33
535,13301,27,2,1,1,1,1
536,13303,134,10,10,11,10,10
537,13305,103,21,25,28,30,31
538,13307,24,2,1,2,1,1
539,13309,55,8,9,8,7,7
540,13311,151,15,15,15,14,13
541,13313,1326,102,111,114,112,106
542,13315,131,3,3,2,2,2
543,13317,76,9,9,9,9,8
544,13319,82,4,4,4,4,4
545,13321,327,13,12,11,11,9
546,15001,93,7,11,17,28,45
547,15003,744,39,65,110,194,328
548,15005,0,0,0,0,0,0
549,15007,40,3,3,4,4,6
550,15009,128,7,10,15,25,41
551,16001,2835,214,259,300,333,355
552,16003,11,3,2,2,2,2
553,16005,112,41,53,65,78,86
554,16007,2,2,4,6,10,15
555,16009,23,4,4,4,5,4
556,16011,48,9,11,13,15,17
557,16013,539,6,7,8,8,8
558,16015,5,5,7,12,18,22
559,16017,39,15,20,24,29,33
560,16019,134,42,53,69,85,101
561,16021,1,0,1,2,4,7
562,16023,0,0,0,0,0,0
563,16025,1,0,0,0,0,0
564,16027,1346,100,119,137,154,161
565,16029,11,7,7,7,6,6
566,16031,266,41,46,47,47,45
567,16033,0,0,0,0,0,0
568,16035,2,2,4,7,11,16
569,16037,4,3,3,3,4,4
570,16039,70,15,17,20,22,23
571,16041,27,7,8,9,9,8
572,16043,8,5,5,5,5,5
573,16045,39,6,7,8,8,8
574,16047,66,9,10,10,10,10
575,16049,5,5,6,7,7,8
576,16051,19,5,6,7,8,8
577,16053,247,25,26,26,26,24
578,16055,424,56,73,87,100,110
579,16057,25,12,15,16,16,15
580,16059,2,4,4,5,5,4
581,16061,0,0,0,0,0,0
582,16063,36,1,1,1,1,1
583,16065,39,10,11,12,14,15
584,16067,208,30,34,36,36,34
585,16069,98,15,16,16,16,16
586,16071,4,4,6,9,12,13
587,16073,51,7,8,9,9,9
588,16075,136,12,14,15,16,17
589,16077,17,4,4,4,3,3
590,16079,3,0,1,2,4,7
591,16081,22,3,3,4,4,4
592,16083,669,90,97,102,99,98
593,16085,20,6,7,7,8,8
594,16087,118,13,13,12,11,9
595,17001,122,28,48,73,90,98
596,17003,22,3,4,6,6,7
597,17005,16,2,3,4,5,7
598,17007,608,69,85,100,111,117
599,17009,10,2,3,3,4,4
600,17011,30,10,15,22,28,34
601,17013,1,2,3,3,3,3
602,17015,21,9,12,16,18,19
603,17017,136,19,22,25,27,25
604,17019,948,189,246,302,350,378
605,17021,45,6,9,13,18,23
606,17023,15,3,5,7,10,13
607,17025,2,3,4,5,7,8
608,17027,242,34,43,51,59,61
609,17029,172,32,39,46,52,60
610,17031,92532,4948,5384,5756,6002,6082
611,17033,18,2,3,5,8,10
612,17035,16,4,5,7,8,8
613,17037,578,118,144,172,193,206
614,17039,12,5,8,11,16,19
615,17041,54,12,17,22,26,28
616,17043,9311,840,967,1090,1173,1202
617,17045,10,8,10,14,19,24
618,17047,2,3,4,5,6,6
619,17049,18,5,7,9,11,14
620,17051,23,2,3,5,7,10
621,17053,38,11,15,20,22,22
622,17055,29,4,7,11,16,20
623,17057,16,7,9,12,16,19
624,17059,2,1,1,2,2,1
625,17061,9,3,4,6,7,9
626,17063,173,50,60,73,81,89
627,17065,6,6,8,9,11,12
628,17067,19,5,6,7,7,7
629,17069,1,1,1,1,2,2
630,17071,8,1,1,2,3,3
631,17073,96,24,32,42,53,63
632,17075,162,16,21,28,34,39
633,17077,339,45,53,65,76,84
634,17079,47,1,2,3,3,4
635,17081,107,7,11,15,17,20
636,17083,35,10,13,17,20,22
637,17085,46,11,16,20,22,23
638,17087,20,4,5,6,7,7
639,17089,7856,840,874,878,862,832
640,17091,1307,182,199,208,212,208
641,17093,996,127,168,206,235,247
642,17095,140,27,40,58,78,95
643,17097,9954,1005,1156,1231,1215,1146
644,17099,226,107,135,157,173,184
645,17101,7,5,6,9,11,14
646,17103,101,11,15,19,25,29
647,17105,52,18,27,38,47,54
648,17107,18,7,9,12,13,15
649,17109,102,13,16,18,23,28
650,17111,2115,442,531,605,644,641
651,17113,277,46,67,91,115,137
652,17115,235,32,47,68,92,108
653,17117,58,11,17,25,34,42
654,17119,1036,373,453,529,582,594
655,17121,69,15,20,26,32,38
656,17123,10,3,5,8,10,13
657,17125,22,4,5,6,7,8
658,17127,15,5,7,10,13,17
659,17129,24,2,4,6,8,9
660,17131,23,4,6,9,12,16
661,17133,130,21,29,39,46,49
662,17135,48,9,10,14,18,22
663,17137,130,24,29,33,37,41
664,17139,19,6,7,8,10,11
665,17141,271,47,68,89,108,119
666,17143,556,239,291,333,364,381
667,17145,57,10,16,24,29,35
668,17147,20,7,8,8,9,10
669,17149,3,6,7,9,12,16
670,17151,1,2,2,3,3,4
671,17153,79,6,6,7,8,8
672,17155,1,2,3,4,5,6
673,17157,288,17,23,31,36,38
674,17159,4,4,5,7,8,10
675,17161,1033,241,291,315,319,308
676,17163,2017,522,596,638,637,600
677,17165,9,2,3,4,6,9
678,17167,450,124,174,233,288,328
679,17169,13,3,4,5,5,5
680,17171,1,0,1,3,5,7
681,17173,19,5,7,10,13,15
682,17175,4,3,4,4,5,6
683,17177,276,34,45,54,62,66
684,17179,150,61,88,126,161,194
685,17181,195,20,25,28,29,30
686,17183,78,28,44,66,90,112
687,17185,23,7,7,7,7,7
688,17187,143,12,16,20,24,25
689,17189,21,4,6,8,10,12
690,17191,14,4,5,7,10,13
691,17193,8,6,8,12,16,19
692,17195,195,46,60,74,85,93
693,17197,6923,945,1137,1311,1395,1372
694,17199,132,47,65,87,104,111
695,17201,3091,496,544,571,572,559
696,17203,35,12,12,15,19,24
697,18001,50,19,22,25,28,29
698,18003,2762,698,684,643,589,534
699,18005,585,31,36,42,45,45
700,18007,48,6,6,6,6,6
701,18009,37,8,9,10,10,11
702,18011,442,64,66,66,67,64
703,18013,39,6,6,6,5,5
704,18015,110,12,13,14,15,15
705,18017,1638,14,16,17,19,20
706,18019,651,63,70,76,82,84
707,18021,60,14,15,15,15,15
708,18023,289,17,18,20,21,22
709,18025,32,3,3,3,3,3
710,18027,143,12,13,15,17,18
711,18029,236,28,31,33,35,36
712,18031,250,7,7,7,7,8
713,18033,162,24,29,34,38,41
714,18035,442,42,48,54,58,62
715,18037,273,30,34,38,41,43
716,18039,3285,343,349,346,338,318
717,18041,99,11,13,15,16,17
718,18043,379,32,35,40,45,49
719,18045,31,8,9,11,12,12
720,18047,124,5,6,7,7,7
721,18049,70,7,9,10,12,12
722,18051,80,13,15,16,18,19
723,18053,294,35,38,41,46,50
724,18055,188,11,13,13,13,14
725,18057,1552,166,198,227,245,253
726,18059,448,76,82,88,88,85
727,18061,213,16,16,17,17,17
728,18063,1403,106,111,113,112,109
729,18065,263,44,55,63,67,67
730,18067,575,119,121,120,113,107
731,18069,81,19,24,29,32,32
732,18071,470,33,39,44,47,49
733,18073,121,24,27,31,33,34
734,18075,68,8,9,11,11,13
735,18077,72,17,20,23,26,28
736,18079,176,16,18,20,22,23
737,18081,1278,55,61,70,76,78
738,18083,64,21,26,31,36,40
739,18085,546,143,162,177,185,184
740,18087,470,61,68,74,73,72
741,18089,5146,508,557,589,604,594
742,18091,573,69,79,89,98,104
743,18093,244,37,41,44,46,48
744,18095,658,52,59,69,76,82
745,18097,11624,739,803,848,869,882
746,18099,492,64,70,74,76,76
747,18101,22,5,5,5,5,4
748,18103,182,16,18,21,23,24
749,18105,294,86,106,122,136,139
750,18107,294,33,37,40,40,40
751,18109,329,33,36,38,41,42
752,18111,98,8,9,9,9,10
753,18113,478,66,69,72,71,66
754,18115,17,1,1,1,1,1
755,18117,136,7,8,9,10,10
756,18119,47,12,15,16,17,16
757,18121,23,4,4,5,5,6
758,18123,127,33,35,36,35,34
759,18125,11,3,3,3,3,3
760,18127,728,121,139,157,172,178
761,18129,39,11,13,15,17,18
762,18131,64,4,4,3,3,3
763,18133,169,12,12,14,15,16
764,18135,79,17,19,22,23,24
765,18137,116,5,6,6,7,7
766,18139,58,6,7,9,10,10
767,18141,1943,309,334,349,353,341
768,18143,160,17,18,20,21,20
769,18145,425,17,20,22,24,27
770,18147,38,11,12,14,15,15
771,18149,93,22,24,26,27,28
772,18151,129,18,20,22,25,27
773,18153,44,8,9,9,9,10
774,18155,27,3,4,4,4,4
775,18157,715,143,171,198,223,238
776,18159,32,5,6,6,6,7
777,18161,13,2,2,2,2,2
778,18163,522,95,115,134,147,156
779,18165,14,2,3,3,3,3
780,18167,234,44,52,59,62,63
781,18169,112,17,20,24,27,28
782,18171,14,3,3,3,3,2
783,18173,214,23,27,31,35,36
784,18175,67,9,11,12,14,15
785,18177,138,42,48,52,53,55
786,18179,72,12,13,14,14,15
787,18181,263,11,13,14,14,14
788,18183,92,21,24,27,31,33
789,19001,15,1,1,1,1,1
790,19003,8,2,2,1,1,2
791,19005,128,0,0,0,0,0
792,19007,20,3,3,2,2,2
793,19009,16,0,0,0,0,0
794,19011,67,3,3,3,3,2
795,19013,2287,135,128,120,108,101
796,19015,148,21,21,21,20,20
797,19017,94,6,6,6,5,5
798,19019,52,7,6,6,6,5
799,19021,1712,48,46,44,40,36
800,19023,55,6,6,5,5,4
801,19025,49,9,10,10,10,9
802,19027,98,8,7,7,6,6
803,19029,22,5,5,5,5,4
804,19031,84,3,3,3,2,2
805,19033,178,8,7,7,6,6
